,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_2-6-17_113
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 2/13/2017 9:53:41
,     Stop Time: ~2/23/2017 9:53:41


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:33:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:34:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:35:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:36:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:37:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:38:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:39:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:40:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:41:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:42:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:43:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:44:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:45:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:46:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:47:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:48:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:49:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:50:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:51:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:52:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:53:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:54:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.08,12163.04,9496.45,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.20,30407.61,23741.13,


 10:55:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,1.71,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.69,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.14,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23742.84,


 10:56:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.14,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23742.84,


 10:57:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.14,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23742.84,


 10:58:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.14,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.32,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23742.84,


 10:59:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.14,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23742.84,


 11:00:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.14,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23742.84,


 11:01:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.19,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23742.97,


 11:02:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.38,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23743.45,


 11:03:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.50,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23743.75,


 11:04:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.51,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23743.76,


 11:05:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.05,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.51,
Total Counts,30330.12,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23743.76,


 11:06:02
Interval Count,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.15,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.51,
Total Counts,30330.37,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23743.76,


 11:07:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.15,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.51,
Total Counts,30330.37,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23743.76,


 11:08:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.15,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9497.51,
Total Counts,30330.37,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23743.76,


 11:09:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,
Distance,12132.15,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9498.07,
Total Counts,30330.37,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23745.17,


 11:10:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.15,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9498.07,
Total Counts,30330.37,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23745.17,


 11:11:03
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.15,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9498.07,
Total Counts,30330.37,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23745.17,


 11:12:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,
Distance,12132.15,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9498.28,
Total Counts,30330.37,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23745.71,


 11:13:02
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,12132.15,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.04,9498.28,
Total Counts,30330.37,22691.16,24713.55,26504.95,21391.16,25089.33,26529.25,31592.13,27907.92,2345.58,29760.62,1382.26,21765.00,30260.32,30407.61,23745.71,


 11:14:03
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.01,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.01,
Distance,12132.15,9076.46,9885.42,10601.98,8556.46,10035.73,10611.70,12636.85,11163.17,938.23,11904.25,552.91,8706.00,12104.13,12163.39,9498.29,
