,Activity Wheel Software from Lafayette Instrument Company.,,,,,,,,,,,,,,,
,Version 11.16.5338.19188,,,,,,,,,,,,,,,
,Experiment Setup:,,,,,,,,,,,,,,,
,Connected Hardware:,,,,,,,,,,,,,,,
,,USB Interface REV 1 [1-FTDH63QW],,,,,,,,,,,,,,
,,USB Interface REV 2 [2-FTV64L2L],,,,,,,,,,,,,,
,     Experiment Name: Wolff_2-18-17,,,,,,,,,,,,,,,
,     Experiment Length: 10 Days,,,,,,,,,,,,,,,
,     Download Interval(Active Cycle): 1 Minute,,,,,,,,,,,,,,,
,     Date Format: M/d/yyyy,,,,,,,,,,,,,,,
,     Time Format: H:mm:ss,,,,,,,,,,,,,,,
,     Start Time: 2/18/2017 12:22:59,,,,,,,,,,,,,,,
,     Stop Time: ~2/28/2017 12:22:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15
Counter/Animal ID, , , , , , , , , , , , , , , , 
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 2/18/2017 12:23:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:55:24,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0
Distance,10141.69,7195.05,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.2,422.39,8071.71,3081.17,4076.21,7495.11
Total Counts,25354.24,17987.62,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.5,1055.97,20179.26,7702.92,10190.53,18737.76
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:56:24,,,,,,,,,,,,,,,,
Interval Count,2.18,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0.88,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,10142.57,7195.26,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.2,422.39,8071.71,3081.17,4076.21,7495.11
Total Counts,25356.42,17988.14,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.5,1055.97,20179.26,7702.92,10190.53,18737.76
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:57:24,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,10142.57,7195.26,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.2,422.39,8071.71,3081.17,4076.21,7495.11
Total Counts,25356.42,17988.14,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.5,1055.97,20179.26,7702.92,10190.53,18737.76
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:58:24,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,10142.57,7195.26,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.2,422.39,8071.71,3081.17,4076.21,7495.11
Total Counts,25356.42,17988.14,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.5,1055.97,20179.26,7702.92,10190.53,18737.76
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:59:24,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
Distance,10142.57,7195.26,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.21,422.39,8071.71,3081.17,4076.21,7495.11
Total Counts,25356.42,17988.14,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.51,1055.97,20179.26,7702.92,10190.53,18737.76
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:00:24,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,10142.57,7195.26,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.21,422.39,8071.71,3081.17,4076.21,7495.11
Total Counts,25356.42,17988.14,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.51,1055.97,20179.26,7702.92,10190.53,18737.76
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:01:24,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,10142.57,7195.26,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.21,422.39,8071.71,3081.17,4076.21,7495.11
Total Counts,25356.42,17988.14,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.51,1055.97,20179.26,7702.92,10190.53,18737.76
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:02:24,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,10142.57,7195.26,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.21,422.39,8071.71,3081.17,4076.21,7495.11
Total Counts,25356.42,17988.14,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.51,1055.97,20179.26,7702.92,10190.53,18737.76
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:03:24,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27
Distance,10142.57,7195.26,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.21,422.39,8071.71,3081.17,4076.21,7495.38
Total Counts,25356.42,17988.14,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.51,1055.97,20179.26,7702.92,10190.53,18738.45
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:04:24,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,10142.57,7195.26,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.21,422.39,8071.71,3081.17,4076.21,7495.38
Total Counts,25356.42,17988.14,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.51,1055.97,20179.26,7702.92,10190.53,18738.45
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:05:24,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,10142.57,7195.26,10221.67,1993.22,7937.46,10456.23,216.66,15078.92,2296.1,1012.36,3924.21,422.39,8071.71,3081.17,4076.21,7495.38
Total Counts,25356.42,17988.14,25554.18,4983.05,19843.64,26140.58,541.66,37697.3,5740.25,2530.89,9810.51,1055.97,20179.26,7702.92,10190.53,18738.45
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:06:24,,,,,,,,,,,,,,,,
Interval Count,0,0,1.34,0,0,0,0,0,7.17,0,8.84,0,0,0,9.68,17.42
Average m/min.,0,0,0.54,0,0,0,0,0,2.87,0,3.53,0,0,0,3.87,6.97
Distance,10142.57,7195.26,10222.21,1993.22,7937.46,10456.23,216.66,15078.92,2298.97,1012.36,3927.74,422.39,8071.71,3081.17,4080.08,7502.35
Total Counts,25356.42,17988.14,25555.53,4983.05,19843.64,26140.58,541.66,37697.3,5747.42,2530.89,9819.36,1055.97,20179.26,7702.92,10200.21,18755.87
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:07:24,,,,,,,,,,,,,,,,
Interval Count,0,0.49,18.08,19.26,0,9.21,0,7.3,1.53,9.53,23.3,1.62,0,0.93,3.63,32.28
Average m/min.,0,0.19,7.23,7.71,0,3.69,0,2.92,0.61,3.81,9.32,0.65,0,0.37,1.46,12.91
Distance,10142.57,7195.45,10229.44,2000.93,7937.46,10459.92,216.66,15081.84,2299.58,1016.17,3937.06,423.04,8071.71,3081.54,4081.54,7515.26
Total Counts,25356.42,17988.63,25573.61,5002.32,19843.64,26149.79,541.66,37704.61,5748.95,2540.42,9842.66,1057.59,20179.26,7703.86,10203.84,18788.14
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:08:24,,,,,,,,,,,,,,,,
Interval Count,0,23.61,22.33,17,0,26.92,0,22.62,19.96,6.22,23.07,6.12,0.07,9.55,9.55,19.51
Average m/min.,0,9.44,8.93,6.8,0,10.77,0,9.06,7.98,2.49,9.23,2.44,0.02,3.82,3.82,7.8
Distance,10142.57,7204.89,10238.37,2007.73,7937.46,10470.68,216.66,15090.89,2307.56,1018.66,3946.29,425.48,8071.73,3085.36,4085.36,7523.06
Total Counts,25356.42,18012.24,25595.93,5019.32,19843.64,26176.71,541.66,37727.22,5768.91,2546.64,9865.72,1063.71,20179.33,7713.41,10213.39,18807.66
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:09:24,,,,,,,,,,,,,,,,
Interval Count,9.43,17.14,38.01,36.67,0,5.67,0,36.17,14.59,5.91,20.75,0,0,26.99,33.79,32.16
Average m/min.,3.77,6.86,15.2,14.65,0,2.27,0,14.45,5.83,2.36,8.3,0,0,10.8,13.51,12.86
Distance,10146.34,7211.75,10253.58,2022.39,7937.46,10472.95,216.66,15105.36,2313.4,1021.02,3954.59,425.48,8071.73,3096.16,4098.87,7535.93
Total Counts,25365.86,18029.38,25633.95,5055.99,19843.64,26182.38,541.66,37763.39,5783.5,2552.55,9886.47,1063.71,20179.33,7740.39,10247.18,18839.82
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:10:24,,,,,,,,,,,,,,,,
Interval Count,14.93,27.89,30.08,41.51,0,0,0,40.43,0.08,1.36,43.32,0,0,34.13,22.5,46.82
Average m/min.,5.98,11.16,12.03,16.62,0,0,0,16.18,0.03,0.54,17.32,0,0,13.65,9,18.72
Distance,10152.32,7222.91,10265.61,2039,7937.46,10472.95,216.66,15121.53,2313.43,1021.56,3971.92,425.48,8071.73,3109.81,4107.87,7554.65
Total Counts,25380.79,18057.28,25664.03,5097.5,19843.64,26182.38,541.66,37803.83,5783.58,2553.91,9929.79,1063.71,20179.33,7774.53,10269.68,18886.63
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:11:24,,,,,,,,,,,,,,,,
Interval Count,0,0.09,35.99,37.96,0,19.01,0,34.46,0,0,49.45,0,0.03,39.11,23.42,24.05
Average m/min.,0,0.04,14.39,15.16,0,7.6,0,13.78,0,0,19.77,0,0.01,15.63,9.36,9.61
Distance,10152.32,7222.95,10280.01,2054.18,7937.46,10480.56,216.66,15135.32,2313.43,1021.56,3991.69,425.48,8071.74,3125.45,4117.24,7564.27
Total Counts,25380.79,18057.37,25700.01,5135.46,19843.64,26201.39,541.66,37838.29,5783.58,2553.91,9979.24,1063.71,20179.36,7813.63,10293.11,18910.68
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:12:24,,,,,,,,,,,,,,,,
Interval Count,0,0,14.91,33.49,0,33.33,0,37.95,0,0,51.26,0,15.86,44.61,8.32,50.32
Average m/min.,0,0,5.96,13.41,0,13.34,0,15.17,0,0,20.5,0,6.34,17.84,3.33,20.14
Distance,10152.32,7222.95,10285.97,2067.58,7937.46,10493.89,216.66,15150.49,2313.43,1021.56,4012.2,425.48,8078.08,3143.29,4120.57,7584.4
Total Counts,25380.79,18057.37,25714.92,5168.95,19843.64,26234.72,541.66,37876.24,5783.58,2553.91,10030.5,1063.71,20195.21,7858.24,10301.42,18961
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:13:24,,,,,,,,,,,,,,,,
Interval Count,0,0,33.83,47.92,0,41.32,0,51.42,0,0,45.64,0,19.99,34.39,0,14.61
Average m/min.,0,0,13.52,19.15,0,16.51,0,20.56,0,0,18.26,0,8,13.76,0,5.83
Distance,10152.32,7222.95,10299.5,2086.75,7937.46,10510.42,216.66,15171.06,2313.43,1021.56,4030.46,425.48,8086.08,3157.05,4120.57,7590.24
Total Counts,25380.79,18057.37,25748.75,5216.87,19843.64,26276.04,541.66,37927.66,5783.58,2553.91,10076.14,1063.71,20215.2,7892.63,10301.42,18975.61
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:14:24,,,,,,,,,,,,,,,,
Interval Count,0,0,41.86,48.8,21.76,38.68,0,72.43,0,0,60.25,0,39.34,43.49,0,0
Average m/min.,0,0,16.75,19.53,8.71,15.48,0,28.99,0,0,24.09,0,15.74,17.4,0,0
Distance,10152.32,7222.95,10316.24,2106.27,7946.16,10525.89,216.66,15200.04,2313.43,1021.56,4054.56,425.48,8101.82,3174.45,4120.57,7590.24
Total Counts,25380.79,18057.37,25790.61,5265.67,19865.41,26314.72,541.66,38000.09,5783.58,2553.91,10136.39,1063.71,20254.54,7936.12,10301.42,18975.61
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:15:24,,,,,,,,,,,,,,,,
Interval Count,0,19.36,10.71,24.82,22.13,35.5,0,51.89,0,0,63.49,2.95,42.82,58.59,0,0
Average m/min.,0,7.74,4.29,9.91,8.85,14.19,0,20.74,0,0,25.39,1.18,17.11,23.42,0,0
Distance,10152.32,7230.69,10320.53,2116.19,7955.02,10540.09,216.66,15220.79,2313.43,1021.56,4079.95,426.66,8118.94,3197.88,4120.57,7590.24
Total Counts,25380.79,18076.72,25801.32,5290.49,19887.54,26350.22,541.66,38051.99,5783.58,2553.91,10199.88,1066.66,20297.36,7994.71,10301.42,18975.61
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:16:24,,,,,,,,,,,,,,,,
Interval Count,0,42.53,41.08,40.82,22.75,32.82,0,68.91,0,9.87,57.01,7.11,46.49,54.41,10.68,11.96
Average m/min.,0,17.01,16.44,16.34,9.1,13.13,0,27.55,0,3.95,22.8,2.85,18.6,21.77,4.27,4.79
Distance,10152.32,7247.7,10336.96,2132.52,7964.12,10553.22,216.66,15248.36,2313.43,1025.51,4102.76,429.51,8137.54,3219.65,4124.84,7595.03
Total Counts,25380.79,18119.25,25842.39,5331.3,19910.29,26383.04,541.66,38120.89,5783.58,2563.78,10256.89,1073.76,20343.84,8049.12,10312.11,18987.57
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:17:24,,,,,,,,,,,,,,,,
Interval Count,16.88,24.53,37.3,42.04,43.99,38.17,0,66.01,0,7.5,48.78,6.63,53.17,42.71,44.74,58.38
Average m/min.,6.75,9.8,14.91,16.81,17.58,15.26,0,26.41,0,3,19.51,2.65,21.26,17.07,17.88,23.33
Distance,10159.07,7257.51,10351.88,2149.34,7981.71,10568.48,216.66,15274.76,2313.43,1028.51,4122.27,432.16,8158.81,3236.73,4142.74,7618.38
Total Counts,25397.67,18143.78,25879.7,5373.34,19954.28,26421.21,541.66,38186.91,5783.58,2571.28,10305.67,1080.39,20397.01,8091.83,10356.84,19045.95
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:18:24,,,,,,,,,,,,,,,,
Interval Count,49.3,27.14,10.66,34.13,50.68,42.3,0,37.05,0,9.32,59.5,3.42,59.7,59.76,53.21,67.16
Average m/min.,19.72,10.86,4.26,13.66,20.27,16.93,0,14.81,0,3.73,23.78,1.37,23.86,23.91,21.28,26.86
Distance,10178.79,7268.37,10356.14,2162.99,8001.98,10585.41,216.66,15289.58,2313.43,1032.24,4146.07,433.53,8182.68,3260.64,4164.02,7645.24
Total Counts,25446.97,18170.92,25890.36,5407.47,20004.96,26463.51,541.66,38223.96,5783.58,2580.59,10365.17,1083.82,20456.71,8151.59,10410.05,19113.11
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:19:24,,,,,,,,,,,,,,,,
Interval Count,54.64,23.84,49.41,43.95,48.75,32.89,0,46.5,0,9.62,55.79,2.32,60.08,42.3,42.89,72.67
Average m/min.,21.86,9.54,19.76,17.57,19.5,13.15,0,18.61,0,3.84,22.33,0.92,24.04,16.92,17.15,29.06
Distance,10200.65,7277.91,10375.91,2180.57,8021.48,10598.56,216.66,15308.18,2313.43,1036.08,4168.38,434.45,8206.72,3277.56,4181.18,7674.31
Total Counts,25501.62,18194.76,25939.76,5451.42,20053.71,26496.41,541.66,38270.46,5783.58,2590.21,10420.96,1086.13,20516.79,8193.89,10452.95,19185.78
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:20:25,,,,,,,,,,,,,,,,
Interval Count,51.33,6.58,58.82,18.16,50.54,41.54,0,61.67,0,8.41,63.66,1.71,6.66,59.32,17.47,69.24
Average m/min.,20.52,2.63,23.52,7.26,20.21,16.61,0,24.64,0,3.37,25.44,0.69,2.66,23.71,6.99,27.69
Distance,10221.18,7280.54,10399.43,2187.83,8041.7,10615.18,216.66,15332.85,2313.43,1039.45,4193.85,435.14,8209.38,3301.28,4188.17,7702.01
Total Counts,25552.95,18201.34,25998.58,5469.58,20104.25,26537.95,541.66,38332.13,5783.58,2598.62,10484.62,1087.84,20523.45,8253.21,10470.42,19255.01
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:21:24,,,,,,,,,,,,,,,,
Interval Count,65.88,0,33.08,0,56.05,46.83,0,56.3,0,6.97,57.33,0.92,0,61.88,45.33,46.54
Average m/min.,26.35,0,13.23,0,22.42,18.74,0,22.54,0,2.79,22.95,0.37,0,24.76,18.13,18.61
Distance,10247.53,7280.54,10412.66,2187.83,8064.12,10633.91,216.66,15355.37,2313.43,1042.24,4216.78,435.51,8209.38,3326.04,4206.3,7720.62
Total Counts,25618.83,18201.34,26031.66,5469.58,20160.3,26584.78,541.66,38388.43,5783.58,2605.59,10541.95,1088.76,20523.45,8315.09,10515.75,19301.55
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:22:25,,,,,,,,,,,,,,,,
Interval Count,56.26,26.13,0,0,39.12,48.14,0,67.58,0,6.32,65.51,1.87,0,62.87,34.33,73.03
Average m/min.,22.5,10.45,0,0,15.64,19.24,0,27,0,2.52,26.17,0.74,0,25.13,13.73,29.19
Distance,10270.04,7290.99,10412.66,2187.83,8079.77,10653.17,216.66,15382.41,2313.43,1044.76,4242.98,436.25,8209.38,3351.18,4220.03,7749.83
Total Counts,25675.09,18227.47,26031.66,5469.58,20199.42,26632.92,541.66,38456.01,5783.58,2611.91,10607.46,1090.63,20523.45,8377.96,10550.08,19374.58
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:23:25,,,,,,,,,,,,,,,,
Interval Count,64.78,26.97,0.01,0,70.42,56.08,0,36.05,0,5.5,61.66,1.61,0,63,56.5,73.47
Average m/min.,25.91,10.79,0.01,0,28.18,22.45,0,14.44,0,2.2,24.69,0.64,0,25.2,22.6,29.4
Distance,10295.95,7301.78,10412.67,2187.83,8107.94,10675.6,216.66,15396.83,2313.43,1046.96,4267.65,436.89,8209.38,3376.38,4242.63,7779.22
Total Counts,25739.87,18254.45,26031.67,5469.58,20269.84,26689,541.66,38492.07,5783.58,2617.41,10669.12,1092.24,20523.45,8440.96,10606.58,19448.05
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:24:25,,,,,,,,,,,,,,,,
Interval Count,72.86,34.99,0,0,54.78,46.25,0,82.36,0,7.21,60.58,1.84,5.79,62.2,55.32,73.22
Average m/min.,29.13,13.99,0,0,21.88,18.47,0,32.89,0,2.89,24.21,0.74,2.31,24.88,22.12,29.27
Distance,10325.09,7315.77,10412.67,2187.83,8129.85,10694.1,216.66,15429.77,2313.43,1049.85,4291.88,437.63,8211.69,3401.26,4264.76,7808.51
Total Counts,25812.72,18289.43,26031.67,5469.58,20324.62,26735.25,541.66,38574.42,5783.58,2624.62,10729.7,1094.08,20529.24,8503.16,10661.89,19521.28
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:25:25,,,,,,,,,,,,,,,,
Interval Count,65.13,37.63,0.05,0,51.92,3.51,0,85.46,0,6.03,63.66,1.34,58.64,67.93,59.14,70.89
Average m/min.,26.05,15.06,0.02,0,20.78,1.41,0,34.21,0,2.41,25.46,0.54,23.45,27.17,23.66,28.37
Distance,10351.14,7330.83,10412.69,2187.83,8150.62,10695.51,216.66,15463.95,2313.43,1052.26,4317.34,438.17,8235.15,3428.44,4288.42,7836.87
Total Counts,25877.86,18327.07,26031.72,5469.58,20376.54,26738.76,541.66,38659.88,5783.58,2630.64,10793.36,1095.42,20587.88,8571.09,10721.04,19592.17
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:26:25,,,,,,,,,,,,,,,,
Interval Count,56.34,32.53,31.84,0,55.89,2.04,0.01,82.67,0,6.16,36.84,0.89,61.18,62.66,57.54,63.47
Average m/min.,22.54,13.01,12.73,0,22.32,0.81,0.01,33.03,0,2.46,14.73,0.36,24.48,25.06,23,25.37
Distance,10373.68,7343.84,10425.43,2187.83,8172.97,10696.32,216.67,15497.02,2313.43,1054.72,4332.08,438.53,8259.63,3453.5,4311.43,7862.26
Total Counts,25934.2,18359.59,26063.57,5469.58,20432.43,26740.8,541.67,38742.55,5783.58,2636.8,10830.2,1096.32,20649.07,8633.75,10778.58,19655.64
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:27:25,,,,,,,,,,,,,,,,
Interval Count,66.76,29.29,55.17,0,33.87,61.21,0,80.86,0,6.45,22.86,2.5,54.17,72.03,57.24,54.41
Average m/min.,26.69,11.71,22.06,0,13.56,24.51,0,32.36,0,2.58,9.14,1,21.65,28.81,22.9,21.77
Distance,10400.38,7355.55,10447.49,2187.83,8186.52,10720.81,216.67,15529.36,2313.43,1057.3,4341.22,439.53,8281.29,3482.31,4334.33,7884.02
Total Counts,26000.96,18388.88,26118.74,5469.58,20466.3,26802.01,541.67,38823.41,5783.58,2643.25,10853.05,1098.82,20703.24,8705.78,10835.82,19710.05
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:28:25,,,,,,,,,,,,,,,,
Interval Count,77.87,0,26.71,0,73.79,47.38,0.37,81.93,0,6.42,67.03,1.82,64.38,70.16,26.7,79.17
Average m/min.,31.15,0,10.68,0,29.49,18.93,0.15,32.74,0,2.57,26.8,0.72,25.76,28.05,10.67,31.64
Distance,10431.53,7355.55,10458.18,2187.83,8216.04,10739.76,216.82,15562.14,2313.43,1059.87,4368.03,440.25,8307.05,3510.37,4345.01,7915.69
Total Counts,26078.83,18388.88,26145.45,5469.58,20540.09,26849.39,542.04,38905.34,5783.58,2649.67,10920.08,1100.63,20767.62,8775.93,10862.51,19789.22
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:29:25,,,,,,,,,,,,,,,,
Interval Count,78.79,0,0.08,0,32.13,71.41,0.3,82.12,0,6.83,69.24,2.47,56.7,70.26,0,74.91
Average m/min.,31.51,0,0.03,0,12.86,28.58,0.12,32.86,0,2.73,27.69,0.99,22.67,28.1,0,29.97
Distance,10463.05,7355.55,10458.21,2187.83,8228.89,10768.32,216.94,15594.98,2313.43,1062.6,4395.73,441.24,8329.73,3538.48,4345.01,7945.65
Total Counts,26157.62,18388.88,26145.53,5469.58,20572.22,26920.8,542.34,38987.46,5783.58,2656.5,10989.32,1103.11,20824.32,8846.2,10862.51,19864.13
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:30:25,,,,,,,,,,,,,,,,
Interval Count,80.99,0,39.05,0,31.11,31.38,0,78.72,28.49,5.92,70.8,2.61,58.79,62.64,22.82,78.89
Average m/min.,32.39,0,15.61,0,12.43,12.54,0,31.47,11.4,2.37,28.33,1.04,23.51,25.06,9.12,31.54
Distance,10495.44,7355.55,10473.83,2187.83,8241.33,10780.87,216.94,15626.47,2324.83,1064.97,4424.05,442.28,8353.24,3563.54,4354.13,7977.21
Total Counts,26238.61,18388.88,26184.58,5469.58,20603.33,26952.18,542.34,39066.18,5812.07,2662.42,11060.12,1105.71,20883.11,8908.84,10885.33,19943.03
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:31:25,,,,,,,,,,,,,,,,
Interval Count,72,2.99,77.97,0,0,70.17,0,73.53,29.34,4.66,60.83,1.66,55.03,70.09,56.42,72.93
Average m/min.,28.79,1.2,31.2,0,0,28.08,0,29.41,11.73,1.86,24.32,0.67,22,28.03,22.57,29.18
Distance,10524.24,7356.75,10505.02,2187.83,8241.33,10808.94,216.94,15655.88,2336.56,1066.83,4448.38,442.95,8375.25,3591.57,4376.7,8006.38
Total Counts,26310.61,18391.87,26262.55,5469.58,20603.33,27022.36,542.34,39139.71,5841.41,2667.08,11120.95,1107.37,20938.13,8978.93,10941.75,20015.96
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:32:25,,,,,,,,,,,,,,,,
Interval Count,81.18,39.17,79.59,0,0,68.91,0,84.51,5.33,4.67,72.46,2.26,61.51,63.49,61.01,36.82
Average m/min.,32.48,15.66,31.81,0,0,27.54,0,33.79,2.13,1.87,28.98,0.9,24.6,25.38,24.39,14.71
Distance,10556.72,7372.42,10536.86,2187.83,8241.33,10836.51,216.94,15689.69,2338.69,1068.7,4477.36,443.85,8399.86,3616.97,4401.11,8021.11
Total Counts,26391.79,18431.04,26342.14,5469.58,20603.33,27091.26,542.34,39224.22,5846.74,2671.75,11193.41,1109.63,20999.64,9042.42,11002.76,20052.78
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:33:25,,,,,,,,,,,,,,,,
Interval Count,82.21,51.43,81.17,0,2.03,48.92,0.21,57.72,0,6.24,68.13,0.97,59.62,68.47,60.18,61.68
Average m/min.,32.88,20.57,32.48,0,0.81,19.57,0.08,23.09,0,2.49,27.24,0.39,23.84,27.39,24.07,24.68
Distance,10589.6,7392.99,10569.33,2187.83,8242.14,10856.07,217.02,15712.78,2338.69,1071.19,4504.62,444.24,8423.71,3644.36,4425.18,8045.78
Total Counts,26474,18482.47,26423.32,5469.58,20605.36,27140.18,542.55,39281.95,5846.74,2677.99,11261.54,1110.61,21059.26,9110.89,11062.95,20114.46
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 18:34:25,,,,,,,,,,,,,,,,
Interval Count,71.47,35.29,74.21,0,65.16,70.09,14.75,32.46,0,6.95,54.03,1.45,56.45,67.53,54.72,73.43
Average m/min.,28.58,14.11,29.65,0,26.04,28.01,5.89,12.97,0,2.78,21.61,0.58,22.57,27,21.88,29.35
