,Activity Wheel Software from Lafayette Instrument Company.,,,,,,,,,,,,,,,
,Version 11.16.5338.19188,,,,,,,,,,,,,,,
,Experiment Setup:,,,,,,,,,,,,,,,
,Connected Hardware:,,,,,,,,,,,,,,,
,,USB Interface REV 1 [1-FTDH63QW],,,,,,,,,,,,,,
,,USB Interface REV 2 [2-FTV64L2L],,,,,,,,,,,,,,
,     Experiment Name: Wolff_2-18-17,,,,,,,,,,,,,,,
,     Experiment Length: 10 Days,,,,,,,,,,,,,,,
,     Download Interval(Active Cycle): 1 Minute,,,,,,,,,,,,,,,
,     Date Format: M/d/yyyy,,,,,,,,,,,,,,,
,     Time Format: H:mm:ss,,,,,,,,,,,,,,,
,     Start Time: 2/18/2017 12:22:59,,,,,,,,,,,,,,,
,     Stop Time: ~2/28/2017 12:22:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15
Counter/Animal ID, , , , , , , , , , , , , , , , 
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 2/18/2017 12:23:00,,,,,,,,,,,,,,,,
Distance,90.69,1.31,929.87,11.07,194.96,1252.76,11.11,81.45,119.48,42.26,97.36,19.93,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3131.91,27.76,203.62,298.71,105.66,243.39,49.83,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:07:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.76,11.49,81.45,119.48,42.26,97.36,19.93,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3131.91,28.74,203.62,298.71,105.66,243.39,49.83,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:08:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.76,11.94,81.45,119.48,42.26,97.36,19.93,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3131.91,29.86,203.62,298.71,105.66,243.39,49.83,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:09:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0.43,0.96,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0.18,0.39,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,12.33,81.45,119.48,42.26,97.36,19.93,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,30.82,203.62,298.71,105.66,243.39,49.83,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:10:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.55,0,0,0,0,0.01,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.22,0,0,0,0,0.01,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,12.55,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,31.37,203.62,298.71,105.66,243.39,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:11:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,12.55,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,31.37,203.62,298.71,105.66,243.39,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:12:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,12.55,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,31.37,203.62,298.71,105.66,243.39,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:13:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.92,0,0,0,0.01,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,12.92,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,32.29,203.62,298.71,105.66,243.41,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:14:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,13.39,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,33.49,203.62,298.71,105.66,243.41,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:15:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,13.72,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,34.29,203.62,298.71,105.66,243.41,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:16:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,13.72,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,34.29,203.62,298.71,105.66,243.41,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:17:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,13.76,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,34.41,203.62,298.71,105.66,243.41,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:18:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,13.76,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,34.41,203.62,298.71,105.66,243.41,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:19:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,13.76,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,34.41,203.62,298.71,105.66,243.41,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:20:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,13.77,81.45,119.48,42.26,97.36,19.94,30.15,365.83,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,34.42,203.62,298.71,105.66,243.41,49.84,75.37,914.58,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:21:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,13.77,81.45,119.48,42.26,97.36,19.94,30.15,366.96,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,34.42,203.62,298.71,105.66,243.41,49.84,75.37,917.41,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:22:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,13.77,81.45,119.48,42.26,97.36,19.94,30.15,367.28,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,34.42,203.62,298.71,105.66,243.41,49.84,75.37,918.2,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:23:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.69,1.31,929.87,11.07,194.96,1252.94,13.77,81.45,119.48,42.26,97.36,19.94,30.15,367.28,89.01,268.88
Total Counts,226.72,3.28,2324.68,27.68,487.41,3132.34,34.42,203.62,298.71,105.66,243.41,49.84,75.37,918.2,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:24:04,,,,,,,,,,,,,,,,
Interval Count,0.14,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
Average m/min.,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,929.87,11.07,194.96,1252.94,13.77,81.45,119.48,42.26,97.36,19.94,30.15,367.28,89.01,268.88
Total Counts,226.87,3.28,2324.68,27.68,487.41,3132.34,34.43,203.62,298.71,105.66,243.41,49.84,75.37,918.2,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:25:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,929.87,11.07,194.96,1252.94,13.77,81.45,119.48,42.26,97.36,19.94,30.15,367.28,89.01,268.88
Total Counts,226.87,3.28,2324.68,27.68,487.41,3132.34,34.43,203.62,298.71,105.66,243.41,49.84,75.37,918.2,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:26:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,929.87,11.07,194.96,1252.94,13.99,81.45,119.48,42.26,97.36,19.94,30.15,367.28,89.01,268.88
Total Counts,226.87,3.28,2324.68,27.68,487.41,3132.34,34.97,203.62,298.71,105.66,243.41,49.84,75.37,918.2,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:27:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,929.87,11.07,194.96,1252.94,14.46,81.45,119.48,42.26,97.36,19.94,30.15,367.28,89.01,268.88
Total Counts,226.87,3.28,2324.68,27.68,487.41,3132.34,36.16,203.62,298.71,105.66,243.41,49.84,75.37,918.2,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:28:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0.05,0,0,0,1.12,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0.02,0,0,0,0.45,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,929.89,11.07,194.96,1252.94,14.91,81.45,119.48,42.26,97.36,19.94,30.15,367.28,89.01,268.88
Total Counts,226.87,3.28,2324.74,27.68,487.41,3132.34,37.28,203.62,298.71,105.66,243.41,49.84,75.37,918.2,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:29:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0.14,0,0
Average m/min.,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0,0
Distance,90.75,1.31,929.95,11.07,194.96,1252.94,14.91,81.45,119.48,42.26,97.36,19.94,30.15,367.34,89.01,268.88
Total Counts,226.87,3.28,2324.87,27.68,487.41,3132.34,37.28,203.62,298.71,105.66,243.41,49.84,75.37,918.34,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:30:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0.18,0,0,0,1.01,0,0,0,0,0,0,1.91,0,0
Average m/min.,0,0,0.07,0,0,0,0.41,0,0,0,0,0,0,0.76,0,0
Distance,90.75,1.31,930.02,11.07,194.96,1252.94,15.32,81.45,119.48,42.26,97.36,19.94,30.15,368.1,89.01,268.88
Total Counts,226.87,3.28,2325.05,27.68,487.41,3132.34,38.29,203.62,298.71,105.66,243.41,49.84,75.37,920.25,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:31:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0.11,0,0,0,1.42,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0.04,0,0,0,0.56,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.06,11.07,194.96,1252.94,15.88,81.45,119.48,42.26,97.36,19.94,30.15,368.1,89.01,268.88
Total Counts,226.87,3.28,2325.16,27.68,487.41,3132.34,39.71,203.62,298.71,105.66,243.41,49.84,75.37,920.25,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:32:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0.45,0,0,0,2.21,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0.18,0,0,0,0.89,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.24,11.07,194.96,1252.94,16.77,81.45,119.48,42.26,97.36,19.94,30.15,368.1,89.01,268.88
Total Counts,226.87,3.28,2325.61,27.68,487.41,3132.34,41.92,203.62,298.71,105.66,243.41,49.84,75.37,920.25,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:33:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,1.25,0,0.8,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0.5,0,0.32,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.24,11.07,195.46,1252.94,17.09,81.45,119.48,42.26,97.36,19.94,30.15,368.1,89.01,268.88
Total Counts,226.87,3.28,2325.61,27.68,488.66,3132.34,42.72,203.62,298.71,105.66,243.41,49.84,75.37,920.25,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:34:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0.03,0,0.38,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0.01,0,0.16,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.94,17.09,81.45,119.48,42.26,97.36,19.94,30.15,368.1,89.01,268.88
Total Counts,226.87,3.28,2325.63,27.68,489.04,3132.34,42.72,203.62,298.71,105.66,243.41,49.84,75.37,920.25,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:35:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.94,17.46,81.45,119.48,42.26,97.36,19.94,30.15,368.1,89.01,268.88
Total Counts,226.87,3.28,2325.63,27.68,489.04,3132.34,43.66,203.62,298.71,105.66,243.41,49.84,75.37,920.25,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:36:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.94,17.83,81.45,119.48,42.26,97.36,19.94,30.15,368.1,89.01,268.88
Total Counts,226.87,3.28,2325.63,27.68,489.04,3132.34,44.58,203.62,298.71,105.66,243.41,49.84,75.37,920.25,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:37:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.94,17.83,81.45,119.48,42.26,97.36,19.94,30.15,368.1,89.01,268.88
Total Counts,226.87,3.28,2325.63,27.68,489.04,3132.34,44.58,203.62,298.71,105.66,243.41,49.84,75.37,920.25,222.53,672.21
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:38:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.33
Average m/min.,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.14
Distance,90.75,1.31,930.25,11.07,195.62,1252.95,17.83,81.45,119.48,42.26,97.36,19.94,30.15,368.1,89.01,269.02
Total Counts,226.87,3.28,2325.63,27.68,489.04,3132.37,44.58,203.62,298.71,105.66,243.41,49.84,75.37,920.25,222.53,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:39:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.95,17.83,81.45,119.48,42.26,97.36,19.94,30.15,368.1,89.06,269.02
Total Counts,226.87,3.28,2325.63,27.68,489.04,3132.37,44.58,203.62,298.71,105.66,243.41,49.84,75.37,920.25,222.66,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:40:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,3.13,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.95,17.83,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.32,269.02
Total Counts,226.87,3.28,2325.63,27.68,489.05,3132.37,44.58,203.62,298.71,105.66,243.41,49.84,75.37,920.25,225.79,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:41:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.95,17.83,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.32,269.02
Total Counts,226.87,3.28,2325.63,27.68,489.05,3132.37,44.58,203.62,298.71,105.66,243.41,49.84,75.37,920.25,225.79,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:42:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.97,17.85,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.32,269.02
Total Counts,226.87,3.28,2325.63,27.68,489.05,3132.42,44.63,203.62,298.71,105.66,243.41,49.84,75.37,920.25,225.79,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:43:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.97,17.85,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.32,269.02
Total Counts,226.87,3.28,2325.63,27.68,489.05,3132.42,44.63,203.62,298.71,105.66,243.41,49.84,75.37,920.25,225.79,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:44:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.97,17.86,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.32,269.02
Total Counts,226.87,3.28,2325.63,27.68,489.05,3132.42,44.64,203.62,298.71,105.66,243.41,49.84,75.37,920.25,225.79,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:45:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.25,11.07,195.62,1252.97,17.86,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.32,269.02
Total Counts,226.87,3.28,2325.63,27.68,489.05,3132.42,44.66,203.62,298.71,105.66,243.41,49.84,75.37,920.25,225.79,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:46:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.33,11.07,195.62,1252.97,17.86,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.32,269.02
Total Counts,226.87,3.28,2325.83,27.68,489.05,3132.42,44.66,203.62,298.71,105.66,243.41,49.84,75.37,920.25,225.79,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:47:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.33,11.07,195.62,1252.97,17.86,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.32,269.02
Total Counts,226.87,3.28,2325.83,27.68,489.05,3132.42,44.66,203.62,298.71,105.66,243.41,49.84,75.37,920.25,225.79,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:48:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.33,11.07,195.62,1252.97,17.86,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.32,269.02
Total Counts,226.87,3.28,2325.83,27.68,489.05,3132.42,44.66,203.62,298.71,105.66,243.41,49.84,75.37,920.25,225.79,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:49:04,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,90.75,1.31,930.33,11.07,195.62,1252.97,17.86,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.32,269.02
Total Counts,226.87,3.28,2325.83,27.68,489.05,3132.42,44.66,203.62,298.71,105.66,243.41,49.84,75.37,920.25,225.79,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:50:05,,,,,,,,,,,,,,,,
Interval Count,0.68,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0.53,0
Average m/min.,0.27,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.21,0
Distance,91.02,1.31,930.33,11.07,195.62,1252.97,17.95,81.45,119.48,42.26,97.36,19.94,30.15,368.1,90.53,269.02
Total Counts,227.55,3.28,2325.83,27.68,489.05,3132.42,44.87,203.62,298.71,105.66,243.41,49.84,75.37,920.25,226.32,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:51:05,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,4.46,0
Average m/min.,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1.78,0
Distance,91.02,1.31,930.33,11.07,195.62,1252.97,18.05,81.45,119.48,42.26,97.36,19.94,30.15,368.1,92.31,269.02
Total Counts,227.55,3.28,2325.83,27.68,489.05,3132.42,45.13,203.62,298.71,105.66,243.41,49.84,75.37,920.25,230.78,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:52:05,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,0.8,0,0.14,0,0,0.08,0,0,0,0,0,0
Average m/min.,0,0,0,0,0.32,0,0.06,0,0,0.03,0,0,0,0,0,0
Distance,91.02,1.31,930.33,11.07,195.94,1252.97,18.11,81.45,119.48,42.29,97.36,19.94,30.15,368.1,92.31,269.02
Total Counts,227.55,3.28,2325.83,27.68,489.86,3132.42,45.28,203.62,298.71,105.74,243.41,49.84,75.37,920.25,230.78,672.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 17:53:05,,,,,,,,,,,,,,,,
Interval Count,0,0,0,0,4.58,0,0,0,0.05,0,0,0,0,0,0,0
Average m/min.,0,0,0,0,1.83,0,0,0,0.03,0,0,0,0,0,0,0
Distance,91.02,1.31,930.33,11.07,197.77,1252.97,18.11,81.45,119.51,42.29,97.36,19.94,30.15,368.1,92.31,269.02
