poke,correct,pellet,datetime,segment
1,1,0,2018-10-15 15:31:43.202000,2
1,1,0,2018-10-15 15:31:47.473000,2
1,1,0,2018-10-15 15:31:48.607000,2
3,0,0,2018-10-15 15:33:02.681003,2
3,0,0,2018-10-15 15:33:02.914997,2
2,0,0,2018-10-15 15:33:39.217998,2
2,0,0,2018-10-15 15:34:15.186992,2
2,0,0,2018-10-15 15:34:22.428005,2
3,0,0,2018-10-15 15:34:24.329998,2
3,0,0,2018-10-15 15:34:26.064998,2
2,0,0,2018-10-15 15:34:26.499004,2
2,0,0,2018-10-15 15:34:40.678997,2
2,0,0,2018-10-15 15:34:48.154003,2
1,1,0,2018-10-15 15:34:50.355999,2
1,1,1,2018-10-15 15:34:52.324001,2
1,1,0,2018-10-15 15:34:57.363003,2
1,1,0,2018-10-15 15:34:57.730007,2
2,0,0,2018-10-15 15:34:58.064007,2
2,0,0,2018-10-15 15:34:59.064998,2
3,0,0,2018-10-15 15:35:00.932995,2
3,0,0,2018-10-15 15:35:01.967006,2
1,1,0,2018-10-15 15:35:12.143993,2
1,1,0,2018-10-15 15:35:14.380001,2
1,1,1,2018-10-15 15:35:38.704006,2
1,1,0,2018-10-15 15:35:53.885998,2
1,1,0,2018-10-15 15:35:55.521007,2
1,1,0,2018-10-15 15:35:58.523998,2
1,1,0,2018-10-15 15:36:44.135998,2
3,0,0,2018-10-15 15:36:52.944988,2
1,1,1,2018-10-15 15:37:16.501995,2
3,0,0,2018-10-15 15:37:24.109997,2
3,0,0,2018-10-15 15:37:32.083996,2
2,0,0,2018-10-15 15:37:34.253002,2
3,0,0,2018-10-15 15:37:55.775005,2
3,0,0,2018-10-15 15:37:59.010998,2
3,0,0,2018-10-15 15:37:59.745006,2
2,0,0,2018-10-15 15:38:00.379009,2
1,1,0,2018-10-15 15:38:01.980999,2
3,0,0,2018-10-15 15:38:53.798992,2
2,0,0,2018-10-15 15:39:30.469005,2
2,0,0,2018-10-15 15:39:33.505993,2
2,0,0,2018-10-15 15:39:58.229992,2
2,0,0,2018-10-15 15:40:31.964000,2
1,1,0,2018-10-15 15:40:32.831981,2
2,0,0,2018-10-15 15:40:52.083996,2
1,1,0,2018-10-15 15:41:17.510021,2
2,0,0,2018-10-15 15:41:37.695995,2
2,0,0,2018-10-15 17:42:25.444164,2
1,1,0,2018-10-15 17:42:32.051098,2
1,1,1,2018-10-15 17:42:50.469066,2
2,0,0,2018-10-15 17:43:29.842113,2
3,0,0,2018-10-15 17:44:09.013988,2
3,0,0,2018-10-15 17:44:09.715160,2
3,0,0,2018-10-15 17:44:10.348949,2
3,0,0,2018-10-15 17:44:16.855785,2
2,0,0,2018-10-15 17:44:18.790844,2
2,0,0,2018-10-15 17:44:19.290844,2
1,1,0,2018-10-15 17:44:33.406078,2
1,1,0,2018-10-15 17:44:45.484203,2
1,1,0,2018-10-15 17:45:43.641918,2
3,0,0,2018-10-15 17:46:05.897777,2
1,1,0,2018-10-15 17:46:25.183910,2
2,0,0,2018-10-15 17:46:26.152172,2
2,0,0,2018-10-15 17:47:08.861156,2
3,0,0,2018-10-15 17:47:16.736156,2
2,0,0,2018-10-15 17:48:03.248852,2
2,0,0,2018-10-15 17:49:11.984203,2
3,0,0,2018-10-15 17:49:16.322094,2
2,0,0,2018-10-15 17:49:35.307445,2
1,1,1,2018-10-15 17:49:37.309398,2
1,1,0,2018-10-15 17:49:48.286938,2
1,1,0,2018-10-15 17:50:05.670727,2
1,1,0,2018-10-15 17:51:52.744945,2
1,1,0,2018-10-15 17:51:56.214672,2
1,1,1,2018-10-15 17:52:00.653148,2
1,1,0,2018-10-15 17:52:03.121898,2
1,1,0,2018-10-15 17:52:14.867016,2
2,0,0,2018-10-15 17:52:24.175609,2
1,1,0,2018-10-15 17:52:42.594555,2
3,0,0,2018-10-15 17:52:45.463695,2
3,0,0,2018-10-15 17:53:02.982250,2
3,0,0,2018-10-15 17:53:32.278148,2
3,0,0,2018-10-15 17:53:33.745922,2
2,0,0,2018-10-15 17:54:08.012523,2
3,0,0,2018-10-15 17:54:10.449047,2
2,0,0,2018-10-15 17:54:47.285961,2
2,0,0,2018-10-15 17:55:05.071117,2
3,0,0,2018-10-15 17:55:07.306469,2
1,1,0,2018-10-15 17:55:56.155102,2
2,0,0,2018-10-15 17:58:32.877758,2
3,0,0,2018-10-15 17:58:47.092602,2
2,0,0,2018-10-15 17:58:50.730297,2
3,0,0,2018-10-15 17:59:13.986156,2
2,0,0,2018-10-15 17:59:34.740062,2
2,0,0,2018-10-15 17:59:39.111156,2
3,0,0,2018-10-15 18:00:26.992016,2
2,0,0,2018-10-15 18:02:50.069164,2
3,0,0,2018-10-15 18:02:54.140453,2
2,0,0,2018-10-15 18:03:20.965648,2
2,0,0,2018-10-15 18:03:33.178539,2
3,0,0,2018-10-15 18:03:36.748852,2
2,0,0,2018-10-15 18:03:39.284984,2
2,0,0,2018-10-15 18:04:02.908031,2
2,0,0,2018-10-15 18:04:20.291820,2
3,0,0,2018-10-15 18:04:21.360180,2
2,0,0,2018-10-15 18:08:49.195141,2
3,0,0,2018-10-15 18:08:53.599438,2
1,1,1,2018-10-15 18:09:33.806469,2
1,1,0,2018-10-15 18:09:34.774242,2
2,0,0,2018-10-15 18:09:35.274242,2
2,0,0,2018-10-15 18:09:35.874828,2
1,1,0,2018-10-15 18:09:38.043773,2
2,0,0,2018-10-15 18:10:02.701000,2
1,1,0,2018-10-15 18:10:05.237133,2
2,0,0,2018-10-15 18:10:08.641430,2
1,1,0,2018-10-15 18:10:51.784008,2
3,0,0,2018-10-15 18:10:52.852367,2
3,0,0,2018-10-15 18:10:53.418773,2
3,0,0,2018-10-15 18:11:02.260570,2
2,0,0,2018-10-15 18:11:02.561352,2
1,1,1,2018-10-15 18:11:03.062328,2
1,1,0,2018-10-15 18:11:04.397289,2
2,0,0,2018-10-15 18:11:05.330883,2
2,0,0,2018-10-15 18:11:13.538891,2
2,0,0,2018-10-15 18:12:02.253734,2
2,0,0,2018-10-15 18:12:25.343578,2
2,0,0,2018-10-15 18:12:26.711742,2
1,1,0,2018-10-15 18:12:30.483227,2
3,0,0,2018-10-15 18:12:33.819164,2
2,0,0,2018-10-15 18:12:34.320141,2
1,1,0,2018-10-15 18:13:01.246898,2
1,1,0,2018-10-15 18:13:07.486156,2
2,0,0,2018-10-15 18:13:07.952953,2
1,1,1,2018-10-15 18:14:27.032055,2
2,0,0,2018-10-15 18:14:37.909984,2
1,1,0,2018-10-15 18:14:59.398266,2
2,0,0,2018-10-15 18:15:04.702953,2
3,0,0,2018-10-15 18:15:06.371898,2
2,0,0,2018-10-15 18:15:09.141430,2
1,1,0,2018-10-15 18:16:30.955883,2
2,0,0,2018-10-15 18:17:07.893383,2
3,0,0,2018-10-15 18:17:30.248852,2
2,0,0,2018-10-15 18:17:31.383617,2
1,1,0,2018-10-15 18:17:34.186352,2
2,0,0,2018-10-15 18:17:35.220531,2
3,0,0,2018-10-15 18:18:36.515453,2
2,0,0,2018-10-15 18:19:40.245922,2
3,0,0,2018-10-15 18:20:28.593578,2
2,0,0,2018-10-15 18:21:17.810375,2
3,0,0,2018-10-15 18:21:33.792797,2
1,1,0,2018-10-15 18:21:37.897289,2
2,0,0,2018-10-15 18:21:38.931469,2
2,0,0,2018-10-15 18:21:41.033031,2
3,0,0,2018-10-15 18:21:44.636547,2
2,0,0,2018-10-15 18:21:44.836742,2
2,0,0,2018-10-15 18:21:46.272289,2
1,1,1,2018-10-15 18:21:47.338695,2
2,0,0,2018-10-15 18:21:49.874828,2
1,1,0,2018-10-15 18:22:09.928539,2
3,0,0,2018-10-15 18:22:51.836742,2
3,0,0,2018-10-15 18:22:52.137523,2
3,0,0,2018-10-15 18:23:48.159984,2
3,0,0,2018-10-15 18:24:08.580883,2
2,0,0,2018-10-15 18:24:36.108227,2
2,0,0,2018-10-15 18:42:09.361156,2
2,0,0,2018-10-15 18:42:11.230297,2
2,0,0,2018-10-15 18:42:11.963695,2
3,0,0,2018-10-15 18:42:27.912914,2
1,1,0,2018-10-15 18:44:26.464672,2
2,0,0,2018-10-15 18:44:45.216625,2
2,0,0,2018-10-15 18:44:48.253734,2
2,0,0,2018-10-15 18:47:51.103344,2
3,0,0,2018-10-15 18:47:55.274242,2
3,0,0,2018-10-15 18:48:11.690258,2
2,0,0,2018-10-15 18:48:22.902172,2
3,0,0,2018-10-15 18:48:34.579906,2
2,0,0,2018-10-15 18:48:37.082836,2
2,0,0,2018-10-15 18:48:52.630688,2
3,0,0,2018-10-15 18:48:59.405102,2
1,1,0,2018-10-15 18:49:11.617016,2
1,1,0,2018-10-15 18:49:12.717602,2
3,0,0,2018-10-15 18:49:48.487133,2
2,0,0,2018-10-15 18:49:49.587719,2
3,0,0,2018-10-15 18:50:15.648266,2
3,0,0,2018-10-15 18:50:17.082836,2
3,0,0,2018-10-15 18:50:17.483227,2
2,0,0,2018-10-15 18:58:35.080883,2
3,0,0,2018-10-15 18:59:09.982250,2
2,0,0,2018-10-15 18:59:14.419750,2
3,0,0,2018-10-15 19:00:19.185375,2
1,1,1,2018-10-15 19:00:28.827953,2
2,0,0,2018-10-15 19:00:30.762523,2
3,0,0,2018-10-15 19:00:33.498852,2
3,0,0,2018-10-15 19:00:36.902172,2
2,0,0,2018-10-15 19:00:37.969555,2
2,0,0,2018-10-15 19:01:06.164867,2
1,1,0,2018-10-15 19:01:06.998852,2
1,1,0,2018-10-15 19:01:10.603344,2
3,0,0,2018-10-15 19:01:18.644359,2
3,0,0,2018-10-15 19:01:20.011547,2
2,0,0,2018-10-15 19:02:07.526195,2
1,1,0,2018-10-15 19:02:15.333812,2
1,1,0,2018-10-15 19:04:07.947094,2
1,1,1,2018-10-15 19:04:08.948070,2
3,0,0,2018-10-15 19:04:12.951977,2
1,1,0,2018-10-15 19:04:26.965648,2
2,0,0,2018-10-15 19:04:40.178539,2
2,0,0,2018-10-15 19:05:15.413891,2
1,1,0,2018-10-15 19:05:23.823070,2
2,0,0,2018-10-15 19:05:24.890453,2
3,0,0,2018-10-15 19:05:36.000805,2
3,0,0,2018-10-15 19:05:46.645336,2
1,1,0,2018-10-15 19:05:47.980297,2
3,0,0,2018-10-15 19:06:11.136547,2
1,1,0,2018-10-15 19:08:13.458812,2
2,0,0,2018-10-15 19:08:14.626781,2
3,0,0,2018-10-15 19:08:16.294750,2
3,0,0,2018-10-15 19:08:18.564281,2
2,0,0,2018-10-15 19:08:18.864086,2
3,0,0,2018-10-15 19:08:22.300609,2
3,0,0,2018-10-15 19:08:23.501781,2
3,0,0,2018-10-15 19:08:36.682445,2
2,0,0,2018-10-15 19:09:13.385570,2
