poke,correct,pellet,datetime,segment
1,1,0,2018-10-01 16:13:10.866770,2
2,0,0,2018-10-01 16:13:35.291086,2
1,1,0,2018-10-01 16:13:51.840891,2
1,1,0,2018-10-01 16:14:01.817941,2
3,0,0,2018-10-01 16:14:22.772043,2
2,0,0,2018-10-01 16:14:30.512766,2
1,1,0,2018-10-01 16:14:33.448801,2
2,0,0,2018-10-01 16:14:38.053781,2
3,0,0,2018-10-01 16:14:47.696848,2
3,0,0,2018-10-01 16:14:54.069895,2
3,0,0,2018-10-01 16:15:00.842844,2
3,0,0,2018-10-01 16:15:01.443918,2
1,1,1,2018-10-01 16:15:20.529855,2
1,1,0,2018-10-01 16:15:24.601145,2
3,0,0,2018-10-01 16:15:31.273996,2
3,0,0,2018-10-01 16:15:33.643137,2
1,1,0,2018-10-01 16:15:55.999094,2
1,1,0,2018-10-01 16:15:59.869211,2
3,0,0,2018-10-01 16:16:31.935129,2
3,0,0,2018-10-01 16:16:46.048898,2
1,1,0,2018-10-01 16:17:39.535227,2
1,1,1,2018-10-01 16:17:45.475168,2
2,0,0,2018-10-01 16:17:54.183176,2
1,1,0,2018-10-01 16:18:13.235910,2
1,1,0,2018-10-01 16:18:20.043039,2
1,1,0,2018-10-01 16:18:20.609934,2
1,1,0,2018-10-01 16:18:20.810129,2
1,1,1,2018-10-01 16:18:23.246164,2
1,1,0,2018-10-01 16:18:23.746164,2
3,0,0,2018-10-01 16:18:28.851145,2
3,0,0,2018-10-01 16:18:34.523996,2
3,0,0,2018-10-01 16:19:11.294016,2
3,0,0,2018-10-01 16:19:59.309152,2
3,0,0,2018-10-01 16:20:01.443918,2
3,0,0,2018-10-01 16:20:05.213938,2
2,0,0,2018-10-01 16:20:06.349191,2
2,0,0,2018-10-01 16:20:07.750070,2
2,0,0,2018-10-01 16:20:08.984934,2
2,0,0,2018-10-01 16:20:09.085031,2
2,0,0,2018-10-01 16:20:10.218820,2
2,0,0,2018-10-01 16:20:21.931223,2
3,0,0,2018-10-01 16:20:23.398996,2
3,0,0,2018-10-01 16:20:24.601145,2
3,0,0,2018-10-01 16:21:21.423898,2
2,0,0,2018-10-01 16:21:23.258859,2
2,0,0,2018-10-01 16:23:18.740793,2
1,1,0,2018-10-01 16:23:22.912180,2
1,1,0,2018-10-01 16:23:26.749094,2
3,0,0,2018-10-01 16:24:01.517160,2
1,1,0,2018-10-01 16:24:16.732980,2
1,1,1,2018-10-01 16:24:19.002023,2
1,1,0,2018-10-01 16:24:20.302805,2
2,0,0,2018-10-01 16:24:25.208078,2
1,1,0,2018-10-01 16:24:47.730051,2
1,1,0,2018-10-01 16:24:49.865793,2
1,1,0,2018-10-01 16:25:34.310129,2
1,1,1,2018-10-01 16:25:35.311105,2
1,1,0,2018-10-01 16:25:36.079172,2
2,0,0,2018-10-01 16:27:12.642160,2
3,0,0,2018-10-01 16:27:16.245188,2
3,0,0,2018-10-01 16:28:04.727121,2
1,1,0,2018-10-01 16:28:07.230051,2
3,0,0,2018-10-01 16:28:42.498117,2
3,0,0,2018-10-01 16:30:33.408762,2
3,0,0,2018-10-01 16:31:39.474680,2
1,1,0,2018-10-01 16:31:41.977609,2
1,1,0,2018-10-01 16:31:45.581125,2
3,0,0,2018-10-01 16:31:51.120188,2
3,0,0,2018-10-01 16:31:55.858469,2
2,0,0,2018-10-01 16:32:17.846750,2
1,1,1,2018-10-01 16:32:23.685617,2
1,1,0,2018-10-01 16:32:32.961984,2
1,1,0,2018-10-01 16:32:35.531320,2
1,1,0,2018-10-01 16:32:37.867258,2
1,1,0,2018-10-01 16:32:47.377023,2
1,1,1,2018-10-01 16:32:48.945383,2
3,0,0,2018-10-01 16:33:05.894602,2
2,0,0,2018-10-01 16:34:44.559641,2
3,0,0,2018-10-01 16:39:02.952219,2
2,0,0,2018-10-01 16:40:21.930734,2
1,1,0,2018-10-01 16:40:44.086984,2
3,0,0,2018-10-01 16:41:12.848703,2
3,0,0,2018-10-01 16:42:03.265695,2
3,0,0,2018-10-01 16:42:06.569406,2
1,1,0,2018-10-01 16:43:37.893625,2
1,1,0,2018-10-01 16:44:01.383859,2
3,0,0,2018-10-01 16:44:14.497141,2
1,1,0,2018-10-01 16:44:20.570383,2
2,0,0,2018-10-01 16:45:46.823312,2
3,0,0,2018-10-01 16:46:46.749094,2
3,0,0,2018-10-01 16:46:59.628977,2
3,0,0,2018-10-01 16:47:02.031320,2
1,1,1,2018-10-01 16:47:09.171945,2
2,0,0,2018-10-01 16:47:10.540109,2
2,0,0,2018-10-01 16:47:12.341867,2
2,0,0,2018-10-01 16:47:13.209055,2
2,0,0,2018-10-01 16:47:14.243234,2
1,1,0,2018-10-01 16:47:38.868234,2
1,1,0,2018-10-01 16:47:42.170969,2
1,1,0,2018-10-01 16:47:43.072336,2
3,0,0,2018-10-01 16:49:22.238352,2
3,0,0,2018-10-01 16:49:25.307688,2
1,1,0,2018-10-01 16:49:34.150461,2
3,0,0,2018-10-01 16:49:45.260812,2
3,0,0,2018-10-01 16:49:47.830148,2
1,1,1,2018-10-01 16:50:06.348703,2
2,0,0,2018-10-01 16:55:26.301828,2
3,0,0,2018-10-01 16:56:09.612375,2
1,1,0,2018-10-01 16:56:18.454172,2
2,0,0,2018-10-01 16:56:31.234445,2
1,1,0,2018-10-01 16:56:42.578195,2
1,1,0,2018-10-01 16:58:38.226633,2
1,1,0,2018-10-01 16:58:38.461008,2
1,1,1,2018-10-01 16:58:40.663156,2
1,1,0,2018-10-01 16:58:43.066477,2
1,1,0,2018-10-01 16:58:44.367258,2
1,1,0,2018-10-01 16:59:04.821359,2
1,1,0,2018-10-01 16:59:07.889719,2
1,1,1,2018-10-01 16:59:26.508859,2
1,1,0,2018-10-01 16:59:27.744211,2
1,1,0,2018-10-01 17:00:23.533273,2
1,1,0,2018-10-01 17:00:25.601633,2
2,0,0,2018-10-01 17:20:06.249094,2
3,0,0,2018-10-01 17:20:35.978586,2
3,0,0,2018-10-01 17:24:44.827219,2
1,1,0,2018-10-01 17:24:49.198312,2
3,0,0,2018-10-01 17:24:53.836008,2
1,1,1,2018-10-01 17:25:10.453195,2
3,0,0,2018-10-01 17:25:42.652414,2
2,0,0,2018-10-01 17:27:44.907297,2
3,0,0,2018-10-01 17:27:53.548898,2
1,1,0,2018-10-01 17:27:57.519602,2
3,0,0,2018-10-01 17:28:12.235422,2
3,0,0,2018-10-01 17:28:13.836008,2
2,0,0,2018-10-01 17:28:25.248117,2
2,0,0,2018-10-01 17:28:26.916086,2
3,0,0,2018-10-01 17:28:31.887766,2
3,0,0,2018-10-01 17:28:33.456125,2
3,0,0,2018-10-01 17:28:34.290109,2
3,0,0,2018-10-01 17:28:34.389719,2
3,0,0,2018-10-01 17:28:34.589914,2
3,0,0,2018-10-01 17:29:36.351633,2
3,0,0,2018-10-01 17:29:39.721750,2
3,0,0,2018-10-01 17:29:47.562570,2
2,0,0,2018-10-01 17:29:48.031320,2
1,1,0,2018-10-01 17:29:48.263742,2
3,0,0,2018-10-01 17:29:58.374094,2
1,1,0,2018-10-01 17:30:57.533273,2
1,1,0,2018-10-01 17:31:13.048898,2
2,0,0,2018-10-01 17:31:16.486398,2
3,0,0,2018-10-01 17:34:28.444406,2
3,0,0,2018-10-01 17:34:40.255930,2
1,1,1,2018-10-01 17:36:25.628000,2
1,1,0,2018-10-01 17:36:31.234445,2
2,0,0,2018-10-01 17:36:37.139719,2
