poke,correct,pellet,datetime,segment
2,0,0,2018-09-03 15:07:24.880000,2
3,0,0,2018-09-03 15:07:26.615001,2
3,0,0,2018-09-03 15:07:27.315997,2
2,0,0,2018-09-03 15:09:11.753002,2
1,1,0,2018-09-03 15:09:44.620006,2
2,0,0,2018-09-03 15:10:17.051998,2
3,0,0,2018-09-03 15:10:23.891994,2
2,0,0,2018-09-03 15:10:56.291011,2
3,0,0,2018-09-03 15:11:14.843013,2
2,0,0,2018-09-03 15:11:15.977992,2
1,1,0,2018-09-03 15:11:45.439998,2
1,1,0,2018-09-03 15:11:55.450008,2
3,0,0,2018-09-03 15:12:01.055995,2
1,1,0,2018-09-03 15:12:08.630000,2
3,0,0,2018-09-03 15:12:12.067012,2
3,0,0,2018-09-03 15:12:17.838985,2
2,0,0,2018-09-03 15:12:19.041011,2
3,0,0,2018-09-03 15:13:47.795986,2
2,0,0,2018-09-03 15:13:48.630000,2
1,1,1,2018-09-03 15:13:59.874996,2
1,1,0,2018-09-03 15:14:42.618007,2
2,0,0,2018-09-03 15:15:13.314998,2
1,1,0,2018-09-03 15:15:24.593013,2
1,1,0,2018-09-03 15:15:27.963008,2
3,0,0,2018-09-03 15:15:43.145015,2
3,0,0,2018-09-03 15:15:44.479000,2
3,0,0,2018-09-03 15:15:49.551021,2
1,1,0,2018-09-03 15:15:51.752986,2
3,0,0,2018-09-03 15:15:53.888973,2
3,0,0,2018-09-03 15:15:54.957027,2
3,0,0,2018-09-03 15:16:11.640010,2
3,0,0,2018-09-03 15:16:16.845027,2
1,1,1,2018-09-03 15:16:25.754024,2
1,1,0,2018-09-03 15:16:26.687984,2
2,0,0,2018-09-03 15:18:02.216976,2
3,0,0,2018-09-03 15:18:08.289974,2
3,0,0,2018-09-03 15:18:13.262020,2
2,0,0,2018-09-03 15:18:14.362972,2
2,0,0,2018-09-03 15:18:22.871028,2
3,0,0,2018-09-03 15:18:42.023982,2
1,1,0,2018-09-03 15:18:54.802974,2
2,0,0,2018-09-03 15:18:57.838985,2
3,0,0,2018-09-03 15:18:59.174007,2
2,0,0,2018-09-03 15:18:59.507991,2
1,1,0,2018-09-03 15:19:03.979000,2
1,1,0,2018-09-03 15:19:06.080989,2
