poke,correct,pellet,datetime,segment
1,1,0,2018-12-10 17:09:33.016188,2
1,1,0,2018-12-10 17:09:39.556227,2
1,1,0,2018-12-10 17:09:45.428785,2
1,1,0,2018-12-10 17:10:20.764234,2
1,1,1,2018-12-10 17:11:04.875074,2
1,1,0,2018-12-10 17:11:17.788160,2
2,0,0,2018-12-10 17:11:20.357008,2
3,0,0,2018-12-10 17:11:27.731031,2
1,1,0,2018-12-10 17:11:57.894117,2
1,1,0,2018-12-10 17:12:05.234938,2
1,1,0,2018-12-10 17:12:16.647047,2
1,1,1,2018-12-10 17:12:23.386793,2
1,1,0,2018-12-10 17:12:24.021070,2
1,1,0,2018-12-10 17:12:41.137770,2
1,1,0,2018-12-10 17:12:45.375074,2
1,1,0,2018-12-10 17:13:29.086012,2
1,1,1,2018-12-10 17:13:33.390211,2
1,1,0,2018-12-10 17:13:38.061109,2
1,1,0,2018-12-10 17:13:40.564039,2
1,1,0,2018-12-10 17:13:48.838941,2
1,1,0,2018-12-10 17:13:50.140211,2
1,1,1,2018-12-10 17:13:56.413160,2
1,1,0,2018-12-10 17:13:56.647047,2
1,1,0,2018-12-10 17:13:57.113844,2
1,1,0,2018-12-10 17:14:15.766188,2
1,1,0,2018-12-10 17:14:18.268141,2
2,0,0,2018-12-10 17:14:25.675855,2
1,1,1,2018-12-10 17:15:28.271070,2
2,0,0,2018-12-10 17:15:31.741773,2
1,1,0,2018-12-10 17:15:53.497145,2
1,1,0,2018-12-10 17:15:59.936109,2
2,0,0,2018-12-10 17:16:03.607008,2
3,0,0,2018-12-10 17:16:05.775953,2
3,0,0,2018-12-10 17:16:07.978102,2
3,0,0,2018-12-10 17:16:32.401930,2
1,1,0,2018-12-10 17:16:46.516188,2
1,1,0,2018-12-10 17:16:57.894117,2
1,1,1,2018-12-10 17:17:00.097242,2
1,1,0,2018-12-10 17:17:36.767164,2
1,1,0,2018-12-10 17:17:42.606031,2
1,1,0,2018-12-10 17:17:44.006910,2
3,0,0,2018-12-10 17:18:52.408766,2
3,0,0,2018-12-10 17:18:53.175855,2
3,0,0,2018-12-10 17:18:53.410230,2
3,0,0,2018-12-10 17:19:07.224195,2
3,0,0,2018-12-10 17:19:09.559156,2
2,0,0,2018-12-10 17:19:59.575758,2
1,1,0,2018-12-10 17:20:26.135816,2
3,0,0,2018-12-10 17:20:58.435133,2
2,0,0,2018-12-10 17:21:01.337965,2
2,0,0,2018-12-10 17:21:03.739820,2
2,0,0,2018-12-10 17:21:04.407789,2
3,0,0,2018-12-10 17:22:41.772047,2
3,0,0,2018-12-10 17:22:42.673414,2
2,0,0,2018-12-10 17:22:59.423414,2
2,0,0,2018-12-10 17:23:01.490797,2
3,0,0,2018-12-10 17:23:02.625562,2
2,0,0,2018-12-10 17:23:05.528883,2
2,0,0,2018-12-10 17:23:28.051344,2
2,0,0,2018-12-10 17:26:23.292555,2
2,0,0,2018-12-10 17:29:24.373609,2
2,0,0,2018-12-10 17:29:25.541578,2
2,0,0,2018-12-10 17:29:25.842359,2
3,0,0,2018-12-10 17:29:30.613844,2
1,1,1,2018-12-10 17:30:34.410719,2
1,1,0,2018-12-10 17:30:39.115797,2
3,0,0,2018-12-10 17:31:41.144117,2
1,1,0,2018-12-10 17:32:37.199781,2
1,1,0,2018-12-10 17:32:55.251539,2
1,1,0,2018-12-10 17:32:57.354078,2
2,0,0,2018-12-10 17:34:29.680250,2
3,0,0,2018-12-10 17:35:02.078688,2
1,1,1,2018-12-10 18:19:46.195875,2
1,1,0,2018-12-10 18:19:49.498609,2
1,1,0,2018-12-10 18:20:36.680250,2
2,0,0,2018-12-10 18:20:51.395094,2
1,1,0,2018-12-10 18:20:53.630445,2
2,0,0,2018-12-10 18:20:57.366773,2
3,0,0,2018-12-10 18:21:14.483961,2
1,1,0,2018-12-10 18:22:07.304273,2
1,1,1,2018-12-10 18:22:07.471266,2
1,1,0,2018-12-10 18:22:08.171461,2
2,0,0,2018-12-10 18:22:10.173414,2
2,0,0,2018-12-10 18:22:12.643141,2
2,0,0,2018-12-10 18:22:48.845289,2
2,0,0,2018-12-10 18:22:50.946852,2
3,0,0,2018-12-10 18:22:52.581617,2
3,0,0,2018-12-10 18:23:02.759352,2
3,0,0,2018-12-10 18:23:03.159742,2
3,0,0,2018-12-10 18:23:03.693922,2
1,1,0,2018-12-10 18:25:04.447828,2
3,0,0,2018-12-10 18:25:06.916578,2
3,0,0,2018-12-10 18:25:08.484938,2
1,1,0,2018-12-10 18:26:07.777906,2
1,1,0,2018-12-10 18:26:13.383375,2
2,0,0,2018-12-10 18:26:16.887281,2
3,0,0,2018-12-10 18:26:18.088453,2
2,0,0,2018-12-10 18:26:19.488844,2
1,1,1,2018-12-10 18:28:46.569898,2
2,0,0,2018-12-10 18:28:48.472242,2
2,0,0,2018-12-10 18:28:49.238844,2
2,0,0,2018-12-10 18:28:50.906812,2
3,0,0,2018-12-10 18:28:57.780836,2
1,1,0,2018-12-10 18:29:07.290602,2
1,1,0,2018-12-10 18:29:30.180250,2
2,0,0,2018-12-10 18:30:00.576734,2
1,1,0,2018-12-10 18:32:14.110914,2
3,0,0,2018-12-10 18:32:41.904859,2
2,0,0,2018-12-10 18:32:45.107984,2
3,0,0,2018-12-10 18:32:45.875562,2
2,0,0,2018-12-10 18:32:49.346266,2
3,0,0,2018-12-10 18:32:55.151930,2
2,0,0,2018-12-10 18:33:13.837477,2
3,0,0,2018-12-10 18:33:21.345289,2
3,0,0,2018-12-10 18:34:09.760328,2
1,1,0,2018-12-10 18:34:11.795484,2
3,0,0,2018-12-10 18:35:24.834547,2
2,0,0,2018-12-10 18:35:25.435133,2
1,1,1,2018-12-10 18:35:32.908766,2
2,0,0,2018-12-10 18:36:15.385328,2
2,0,0,2018-12-10 18:36:27.464430,2
3,0,0,2018-12-10 18:36:31.701734,2
1,1,0,2018-12-10 18:38:27.416578,2
2,0,0,2018-12-10 18:38:29.353102,2
2,0,0,2018-12-10 18:38:29.819898,2
3,0,0,2018-12-10 18:38:31.954664,2
2,0,0,2018-12-10 18:38:44.166578,2
1,1,0,2018-12-10 18:38:57.014234,2
1,1,0,2018-12-10 18:39:02.485914,2
1,1,0,2018-12-10 18:39:06.023023,2
1,1,1,2018-12-10 18:39:10.860914,2
1,1,0,2018-12-10 18:39:11.694898,2
1,1,0,2018-12-10 18:39:12.796461,2
1,1,0,2018-12-10 18:39:32.815992,2
1,1,0,2018-12-10 18:39:33.183180,2
1,1,1,2018-12-10 18:39:39.056227,2
3,0,0,2018-12-10 18:39:46.996656,2
3,0,0,2018-12-10 18:39:48.231031,2
3,0,0,2018-12-10 18:39:48.831617,2
3,0,0,2018-12-10 18:39:48.899000,2
3,0,0,2018-12-10 18:39:49.365797,2
2,0,0,2018-12-10 18:39:49.732984,2
1,1,0,2018-12-10 18:40:16.125562,2
3,0,0,2018-12-10 18:40:22.832594,2
2,0,0,2018-12-10 18:40:23.467359,2
3,0,0,2018-12-10 18:40:27.270094,2
3,0,0,2018-12-10 18:40:54.931227,2
1,1,0,2018-12-10 18:41:11.481031,2
3,0,0,2018-12-10 18:42:14.845289,2
3,0,0,2018-12-10 18:42:16.513258,2
1,1,0,2018-12-10 18:44:30.647047,2
2,0,0,2018-12-10 18:44:33.749586,2
1,1,0,2018-12-10 18:44:42.726148,2
2,0,0,2018-12-10 18:44:43.993727,2
1,1,1,2018-12-10 18:44:45.228102,2
1,1,0,2018-12-10 18:44:50.767164,2
2,0,0,2018-12-10 18:47:45.741773,2
2,0,0,2018-12-10 18:47:57.921461,2
1,1,0,2018-12-10 18:48:13.235914,2
1,1,0,2018-12-10 18:48:58.048414,2
1,1,0,2018-12-10 18:48:59.115797,2
3,0,0,2018-12-10 18:49:05.988844,2
3,0,0,2018-12-10 18:49:10.993727,2
3,0,0,2018-12-10 18:49:20.837477,2
1,1,1,2018-12-10 18:56:53.690016,2
3,0,0,2018-12-10 18:57:07.771070,2
1,1,0,2018-12-10 18:58:20.576734,2
1,1,0,2018-12-10 18:58:21.678297,2
2,0,0,2018-12-10 19:00:47.123609,2
2,0,0,2018-12-10 19:00:47.823805,2
3,0,0,2018-12-10 19:00:48.824781,2
2,0,0,2018-12-10 19:00:51.094312,2
3,0,0,2018-12-10 19:00:53.996656,2
1,1,0,2018-12-10 19:01:03.440016,2
3,0,0,2018-12-10 19:02:34.196852,2
3,0,0,2018-12-10 19:02:35.665602,2
3,0,0,2018-12-10 19:02:36.666578,2
1,1,0,2018-12-10 19:02:51.815016,2
3,0,0,2018-12-10 19:06:13.183180,2
1,1,1,2018-12-10 19:07:22.151930,2
1,1,0,2018-12-10 19:09:17.166578,2
3,0,0,2018-12-10 19:09:29.012281,2
3,0,0,2018-12-10 19:09:35.519117,2
3,0,0,2018-12-10 19:09:36.219312,2
1,1,0,2018-12-10 19:09:40.323805,2
2,0,0,2018-12-10 19:09:48.864820,2
1,1,0,2018-12-10 19:09:51.367750,2
1,1,0,2018-12-10 19:09:56.807203,2
1,1,1,2018-12-10 19:09:57.607008,2
2,0,0,2018-12-10 19:10:19.229078,2
1,1,0,2018-12-10 19:11:30.968336,2
1,1,0,2018-12-10 19:12:56.252516,2
3,0,0,2018-12-10 19:13:07.397047,2
1,1,0,2018-12-10 19:13:15.571852,2
1,1,0,2018-12-10 19:14:01.718336,2
3,0,0,2018-12-10 19:14:18.901930,2
2,0,0,2018-12-10 19:14:23.674391,2
1,1,1,2018-12-10 19:14:54.604078,2
1,1,0,2018-12-10 19:14:56.372633,2
1,1,0,2018-12-10 19:14:57.174391,2
3,0,0,2018-12-10 19:15:03.612867,2
3,0,0,2018-12-10 19:15:36.779859,2
2,0,0,2018-12-10 19:15:38.382398,2
1,1,0,2018-12-10 19:15:46.256422,2
2,0,0,2018-12-10 19:15:49.625562,2
1,1,0,2018-12-10 19:16:12.482008,2
1,1,1,2018-12-10 19:16:26.129469,2
3,0,0,2018-12-10 19:17:00.162672,2
2,0,0,2018-12-10 19:18:35.992750,2
1,1,0,2018-12-10 19:21:01.138258,2
3,0,0,2018-12-10 19:21:10.847242,2
1,1,0,2018-12-10 19:22:47.410719,2
1,1,0,2018-12-10 19:22:48.645094,2
3,0,0,2018-12-10 19:22:54.950758,2
1,1,0,2018-12-10 19:22:56.219312,2
1,1,1,2018-12-10 19:23:31.654859,2
1,1,0,2018-12-10 19:23:59.016188,2
1,1,0,2018-12-10 19:24:52.803297,2
1,1,0,2018-12-10 19:25:49.692945,2
3,0,0,2018-12-10 19:25:54.530836,2
3,0,0,2018-12-10 19:26:11.381422,2
1,1,0,2018-12-10 19:26:13.517164,2
1,1,1,2018-12-10 19:26:22.992750,2
1,1,0,2018-12-10 19:26:48.719312,2
1,1,0,2018-12-10 19:28:50.674391,2
3,0,0,2018-12-10 19:29:08.592359,2
3,0,0,2018-12-10 19:29:26.942945,2
1,1,0,2018-12-10 19:29:57.406812,2
1,1,0,2018-12-10 19:30:00.177320,2
1,1,1,2018-12-10 19:30:12.389234,2
1,1,0,2018-12-10 19:30:46.056227,2
1,1,0,2018-12-10 19:30:47.024000,2
1,1,0,2018-12-10 19:30:49.593336,2
3,0,0,2018-12-10 19:35:33.242750,2
1,1,0,2018-12-10 19:35:39.248609,2
