poke,correct,pellet,datetime,segment
2,0,0,2018-12-10 16:30:19.028883,2
2,0,0,2018-12-10 16:30:24.233961,2
2,0,0,2018-12-10 16:30:34.578199,2
1,1,0,2018-12-10 16:31:21.458082,2
1,1,0,2018-12-10 16:31:23.259840,2
1,1,0,2018-12-10 16:32:13.377027,2
2,0,0,2018-12-10 16:32:15.378980,2
2,0,0,2018-12-10 16:32:18.547926,2
2,0,0,2018-12-10 16:32:24.354078,2
2,0,0,2018-12-10 16:32:42.238844,2
2,0,0,2018-12-10 16:32:57.053785,2
1,1,0,2018-12-10 16:33:03.460035,2
2,0,0,2018-12-10 16:34:37.920973,2
1,1,1,2018-12-10 16:35:09.252027,2
2,0,0,2018-12-10 16:35:19.128980,2
2,0,0,2018-12-10 16:35:47.757887,2
2,0,0,2018-12-10 16:35:59.969801,2
3,0,0,2018-12-10 16:36:02.806227,2
3,0,0,2018-12-10 16:36:05.341871,2
3,0,0,2018-12-10 16:36:11.682203,2
3,0,0,2018-12-10 16:36:13.816969,2
2,0,0,2018-12-10 16:36:44.780836,2
3,0,0,2018-12-10 16:36:47.751051,2
3,0,0,2018-12-10 16:36:48.484938,2
3,0,0,2018-12-10 16:36:51.821852,2
2,0,0,2018-12-10 16:36:52.122145,2
2,0,0,2018-12-10 16:37:11.308180,2
3,0,0,2018-12-10 16:37:12.309156,2
3,0,0,2018-12-10 16:37:17.613844,2
1,1,0,2018-12-10 16:37:52.882887,2
2,0,0,2018-12-10 16:38:15.504957,2
1,1,0,2018-12-10 16:38:16.505934,2
2,0,0,2018-12-10 16:38:57.014234,2
1,1,0,2018-12-10 16:38:59.583082,2
1,1,0,2018-12-10 16:39:00.417066,2
1,1,1,2018-12-10 16:39:01.084059,2
2,0,0,2018-12-10 16:40:00.877027,2
3,0,0,2018-12-10 16:40:03.212965,2
3,0,0,2018-12-10 16:40:05.315016,2
2,0,0,2018-12-10 16:40:05.815992,2
2,0,0,2018-12-10 16:40:56.099195,2
2,0,0,2018-12-10 16:40:57.334059,2
1,1,0,2018-12-10 16:41:02.238844,2
2,0,0,2018-12-10 16:41:40.676832,2
2,0,0,2018-12-10 16:41:45.381910,2
3,0,0,2018-12-10 16:42:06.703199,2
1,1,0,2018-12-10 16:42:17.014234,2
2,0,0,2018-12-10 16:42:27.791090,2
3,0,0,2018-12-10 16:42:36.365797,2
2,0,0,2018-12-10 16:43:48.504957,2
2,0,0,2018-12-10 16:43:49.640211,2
2,0,0,2018-12-10 16:43:54.411207,2
1,1,0,2018-12-10 16:43:55.111891,2
2,0,0,2018-12-10 16:44:17.334059,2
2,0,0,2018-12-10 16:44:17.501051,2
2,0,0,2018-12-10 16:45:03.347242,2
1,1,0,2018-12-10 16:46:12.082105,2
2,0,0,2018-12-10 16:46:41.944898,2
1,1,1,2018-12-10 16:47:18.348219,2
