Test	Animal	Treatment	Code	Stage	Trial	Apparatus	Segment of test	Duration	Distance	Mean speed	Line crossings	Max speed	A : entries	A : time	A : distance	A : average speed	A : mean visit	A : mean distance to border	A : time getting closer to zone	A : time getting further from zone	B : entries	B : time	B : distance	B : average speed	B : mean visit	B : mean distance to border	B : time getting closer to zone	B : time getting further from zone	C : entries	C : time	C : distance	C : average speed	C : mean visit	C : mean distance to border	C : time getting closer to zone	C : time getting further from zone	A0 : entries	A0 : time	A0 : mean distance to border	A0 : time getting closer to zone	A0 : time getting further from zone	Center : entries	Center : time	Center : time getting closer to zone	Center : time getting further from zone	Group
1	1	A	A	First stage	1	Y Maze Wolff	0 - 1 secs.	1.0	0.000	0.000	0	0.070	0	0.0	0.000				0.2	0.5	0	0.0	0.000				0.2	0.5	0	0.0	0.000				0.2	0.5	1	1.0	0.033	0.0	0.0	0	0.0	0.2	0.5	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	1 - 2 secs.	1.0	0.026	0.026	0	0.057	0	0.0	0.000				0.1	0.7	0	0.0	0.000				0.2	0.7	0	0.0	0.000				0.1	0.8	0	1.0	0.036	0.0	0.0	0	0.0	0.1	0.8	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	2 - 3 secs.	1.0	0.094	0.094	0	0.112	0	0.0	0.000				0.7	0.0	0	0.0	0.000				0.7	0.3	0	0.0	0.000				1.0	0.0	0	1.0	0.034	0.0	0.0	0	0.0	0.7	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	3 - 4 secs.	1.0	0.061	0.061	1	0.092	1	0.3	0.000	0.195	0.3	0.023	0.2	0.0	0	0.0	0.000				0.7	0.0	0	0.0	0.000				0.7	0.0	0	0.7	0.035	0.0	0.2	0	0.0	0.7	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	4 - 5 secs.	1.0	0.032	0.032	0	0.086	0	1.0	0.032	0.042	1.0	0.032	0.0	0.0	0	0.0	0.000				0.8	0.2	0	0.0	0.000				0.8	0.2	0	0.0		0.2	0.8	0	0.0	0.8	0.2	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	5 - 6 secs.	1.0	0.125	0.125	0	0.140	0	1.0	0.125	0.120	1.0	0.027	0.0	0.0	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.9	0.0	0	0.0		0.0	0.9	0	0.0	0.9	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	6 - 7 secs.	1.0	0.031	0.031	0	0.134	0	1.0	0.031	0.062	1.0	0.032	0.0	0.0	0	0.0	0.000				0.5	0.4	0	0.0	0.000				0.5	0.4	0	0.0		0.4	0.5	0	0.0	0.5	0.4	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	7 - 8 secs.	1.0	0.055	0.055	0	0.131	0	1.0	0.055	0.067	1.0	0.029	0.0	0.0	0	0.0	0.000				0.9	0.1	0	0.0	0.000				0.9	0.1	0	0.0		0.1	0.9	0	0.0	0.9	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	8 - 9 secs.	1.0	0.023	0.023	0	0.045	0	1.0	0.023	0.000	1.0	0.022	0.0	0.0	0	0.0	0.000				0.5	0.2	0	0.0	0.000				0.5	0.2	0	0.0		0.1	0.3	0	0.0	0.3	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	9 - 10 secs.	1.0	0.055	0.055	1	0.078	0	0.3	0.031	0.000	0.3	0.013	0.0	0.6	0	0.0	0.000				0.7	0.1	0	0.0	0.000				0.9	0.0	0	0.0		0.0	0.9	1	0.7	0.2	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	10 - 11 secs.	1.0	0.117	0.117	1	0.140	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.1	0.8	1	0.5	0.064	0.216	0.5	0.026	0.4	0.0	0	0.0		0.0	0.9	0	0.5	0.0	0.4	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	11 - 12 secs.	1.0	0.033	0.033	0	0.111	0	0.0	0.000				0.1	0.6	0	0.0	0.000				0.1	0.6	0	1.0	0.033	0.047	1.0	0.035	0.0	0.0	0	0.0		0.1	0.6	0	0.0	0.1	0.6	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	12 - 13 secs.	1.0	0.039	0.039	0	0.130	0	0.0	0.000				0.4	0.5	0	0.0	0.000				0.4	0.5	0	1.0	0.039	0.113	1.0	0.029	0.0	0.0	0	0.0		0.4	0.5	0	0.0	0.4	0.5	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	13 - 14 secs.	1.0	0.073	0.073	0	0.100	0	0.0	0.000				0.1	0.9	0	0.0	0.000				0.1	0.9	0	1.0	0.073	0.063	1.0	0.020	0.0	0.0	0	0.0		0.1	0.9	0	0.0	0.1	0.9	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	14 - 15 secs.	1.0	0.055	0.055	0	0.121	0	0.0	0.000				0.2	0.7	0	0.0	0.000				0.2	0.7	0	1.0	0.055	0.063	1.0	0.031	0.0	0.0	0	0.0		0.1	0.8	0	0.0	0.2	0.7	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	15 - 16 secs.	1.0	0.024	0.024	0	0.089	0	0.0	0.000				0.2	0.8	0	0.0	0.000				0.2	0.8	0	1.0	0.024	0.049	1.0	0.031	0.0	0.0	0	0.0		0.3	0.7	0	0.0	0.2	0.8	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	16 - 17 secs.	1.0	0.023	0.023	0	0.034	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.4	0.4	0	1.0	0.023	0.000	1.0	0.029	0.0	0.0	0	0.0		0.4	0.5	0	0.0	0.4	0.4	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	17 - 18 secs.	1.0	0.052	0.052	0	0.086	0	0.0	0.000				1.0	0.0	0	0.0	0.000				1.0	0.0	0	1.0	0.052	0.060	1.0	0.030	0.0	0.0	0	0.0		0.9	0.1	0	0.0	1.0	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	18 - 19 secs.	1.0	0.119	0.119	0	0.146	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.9	0.0	0	1.0	0.119	0.185	1.0	0.030	0.0	0.0	0	0.0		0.9	0.0	0	0.0	0.9	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	19 - 20 secs.	1.0	0.090	0.090	0	0.133	0	0.0	0.000				0.7	0.2	0	0.0	0.000				0.8	0.1	0	1.0	0.090	0.093	1.0	0.032	0.0	0.0	0	0.0		0.7	0.2	0	0.0	0.8	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	20 - 21 secs.	1.0	0.000	0.000	0	0.102	0	0.0	0.000				0.6	0.0	0	0.0	0.000				0.2	0.5	0	1.0	0.000	0.023	1.0	0.036	0.0	0.0	0	0.0		0.6	0.0	0	0.0	0.4	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	21 - 22 secs.	1.0	0.023	0.023	0	0.051	0	0.0	0.000				0.5	0.2	0	0.0	0.000				0.7	0.1	0	1.0	0.023	0.030	1.0	0.023	0.0	0.0	0	0.0		0.5	0.2	0	0.0	0.5	0.2	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	22 - 23 secs.	1.0	0.072	0.072	1	0.098	0	0.0	0.000				0.8	0.0	0	0.0	0.000				0.6	0.3	0	0.2	0.023	0.000	0.2	0.008	0.0	0.7	0	0.0		0.8	0.0	1	0.8	0.1	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	23 - 24 secs.	1.0	0.061	0.061	1	0.125	0	0.0	0.000				0.0	0.8	1	0.0	0.000	1.406	0.0	0.009	0.7	0.1	0	0.0	0.000				0.2	0.7	0	0.0		0.0	0.8	0	1.0	0.0	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	24 - 25 secs.	1.0	0.056	0.056	0	0.116	0	0.0	0.000				0.2	0.7	0	1.0	0.056	0.058	1.0	0.022	0.0	0.0	0	0.0	0.000				0.2	0.7	0	0.0		0.2	0.7	0	0.0	0.1	0.8	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	25 - 26 secs.	1.0	0.119	0.119	0	0.141	0	0.0	0.000				0.0	1.0	0	1.0	0.119	0.124	1.0	0.029	0.0	0.0	0	0.0	0.000				0.0	1.0	0	0.0		0.0	1.0	0	0.0	0.0	1.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	26 - 27 secs.	1.0	0.058	0.058	0	0.116	0	0.0	0.000				0.3	0.6	0	1.0	0.058	0.095	1.0	0.035	0.0	0.0	0	0.0	0.000				0.3	0.6	0	0.0		0.3	0.6	0	0.0	0.3	0.6	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	27 - 28 secs.	1.0	0.030	0.030	0	0.104	0	0.0	0.000				0.4	0.6	0	1.0	0.030	0.058	1.0	0.036	0.0	0.0	0	0.0	0.000				0.4	0.6	0	0.0		0.4	0.6	0	0.0	0.4	0.6	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	28 - 29 secs.	1.0	0.024	0.024	0	0.066	0	0.0	0.000				0.2	0.7	0	1.0	0.024	0.046	1.0	0.040	0.0	0.0	0	0.0	0.000				0.2	0.7	0	0.0		0.1	0.9	0	0.0	0.2	0.7	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	29 - 30 secs.	1.0	0.023	0.023	0	0.061	0	0.0	0.000				0.5	0.3	0	1.0	0.023	0.024	1.0	0.037	0.0	0.0	0	0.0	0.000				0.5	0.3	0	0.0		0.6	0.2	0	0.0	0.5	0.3	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	30 - 31 secs.	1.0	0.151	0.151	0	0.166	0	0.0	0.000				1.0	0.0	0	1.0	0.151	0.195	1.0	0.033	0.0	0.0	0	0.0	0.000				1.0	0.0	0	0.0		1.0	0.0	0	0.0	1.0	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	31 - 32 secs.	1.0	0.068	0.068	0	0.164	0	0.0	0.000				0.8	0.1	0	1.0	0.068	0.063	1.0	0.036	0.0	0.0	0	0.0	0.000				0.9	0.0	0	0.0		0.8	0.1	0	0.0	0.9	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	32 - 33 secs.	1.0	0.055	0.055	0	0.123	0	0.0	0.000				0.8	0.0	0	1.0	0.055	0.058	1.0	0.030	0.0	0.0	0	0.0	0.000				0.4	0.5	0	0.0		0.8	0.0	0	0.0	0.6	0.2	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	33 - 34 secs.	1.0	0.000	0.000	0	0.038	0	0.0	0.000				0.4	0.3	0	1.0	0.000	0.000	1.0	0.023	0.0	0.0	0	0.0	0.000				0.7	0.0	0	0.0		0.4	0.3	0	0.0	0.4	0.3	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	34 - 35 secs.	1.0	0.067	0.067	1	0.122	0	0.0	0.000				0.7	0.1	0	0.3	0.030	0.000	0.3	0.017	0.1	0.5	0	0.0	0.000				0.7	0.2	0	0.0		0.7	0.1	1	0.7	0.2	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	35 - 36 secs.	1.0	0.061	0.061	1	0.078	0	0.0	0.000				0.0	0.6	0	0.0	0.000				0.1	0.7	1	0.0	0.000	0.758	0.0	0.000	0.6	0.1	0	0.0		0.0	0.6	0	1.0	0.0	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	36 - 37 secs.	1.0	0.099	0.099	0	0.167	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	1.0	0.099	0.113	1.0	0.027	0.0	0.0	0	0.0		0.0	0.9	0	0.0	0.0	0.9	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	37 - 38 secs.	1.0	0.110	0.110	0	0.152	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	1.0	0.110	0.124	1.0	0.034	0.0	0.0	0	0.0		0.0	0.9	0	0.0	0.0	0.9	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	38 - 39 secs.	1.0	0.095	0.095	0	0.127	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	1.0	0.095	0.085	1.0	0.039	0.0	0.0	0	0.0		0.0	0.9	0	0.0	0.0	0.9	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	39 - 40 secs.	1.0	0.000	0.000	0	0.037	0	0.0	0.000				0.2	0.6	0	0.0	0.000				0.2	0.6	0	1.0	0.000	0.026	1.0	0.038	0.0	0.0	0	0.0		0.2	0.6	0	0.0	0.2	0.6	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	40 - 41 secs.	1.0	0.024	0.024	0	0.064	0	0.0	0.000				0.5	0.4	0	0.0	0.000				0.5	0.4	0	1.0	0.024	0.000	1.0	0.030	0.0	0.0	0	0.0		0.6	0.2	0	0.0	0.5	0.4	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	41 - 42 secs.	1.0	0.028	0.028	0	0.070	0	0.0	0.000				0.8	0.1	0	0.0	0.000				0.8	0.1	0	1.0	0.028	0.042	1.0	0.039	0.0	0.0	0	0.0		0.8	0.1	0	0.0	0.8	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	42 - 43 secs.	1.0	0.000	0.000	0	0.037	0	0.0	0.000				0.4	0.5	0	0.0	0.000				0.4	0.5	0	1.0	0.000	0.000	1.0	0.035	0.0	0.0	0	0.0		0.6	0.3	0	0.0	0.4	0.5	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	43 - 44 secs.	1.0	0.129	0.129	0	0.124	0	0.0	0.000				1.0	0.0	0	0.0	0.000				1.0	0.0	0	1.0	0.129	0.186	1.0	0.035	0.0	0.0	0	0.0		1.0	0.0	0	0.0	1.0	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	44 - 45 secs.	1.0	0.081	0.081	0	0.134	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.9	0.0	0	1.0	0.081	0.094	1.0	0.029	0.0	0.0	0	0.0		0.9	0.0	0	0.0	0.9	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	45 - 46 secs.	1.0	0.000	0.000	0	0.051	0	0.0	0.000				0.3	0.1	0	0.0	0.000				0.4	0.0	0	1.0	0.000	0.000	1.0	0.023	0.0	0.0	0	0.0		0.3	0.1	0	0.0	0.3	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	46 - 47 secs.	1.0	0.027	0.027	0	0.062	0	0.0	0.000				0.5	0.4	0	0.0	0.000				0.7	0.2	0	1.0	0.027	0.031	1.0	0.028	0.0	0.0	0	0.0		0.5	0.4	0	0.0	0.7	0.2	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	47 - 48 secs.	1.0	0.083	0.083	1	0.098	0	0.0	0.000				0.8	0.0	0	0.0	0.000				0.8	0.0	0	0.8	0.049	0.038	0.8	0.021	0.0	0.1	0	0.0		0.8	0.0	1	0.2	0.6	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	48 - 49 secs.	1.0	0.090	0.090	1	0.145	0	0.0	0.000				0.3	0.7	1	0.5	0.035	0.123	0.5	0.023	0.4	0.0	0	0.0	0.000				0.1	0.9	0	0.0		0.2	0.7	0	0.5	0.0	0.5	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	49 - 50 secs.	1.0	0.117	0.117	0	0.143	0	0.0	0.000				0.1	0.8	0	1.0	0.117	0.100	1.0	0.035	0.0	0.0	0	0.0	0.000				0.0	0.9	0	0.0		0.1	0.8	0	0.0	0.0	0.9	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	50 - 51 secs.	1.0	0.000	0.000	0	0.080	0	0.0	0.000				0.5	0.5	0	1.0	0.000	0.046	1.0	0.035	0.0	0.0	0	0.0	0.000				0.6	0.4	0	0.0		0.4	0.6	0	0.0	0.6	0.4	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	51 - 52 secs.	1.0	0.050	0.050	0	0.131	0	0.0	0.000				0.2	0.7	0	1.0	0.050	0.101	1.0	0.036	0.0	0.0	0	0.0	0.000				0.1	0.8	0	0.0		0.2	0.7	0	0.0	0.1	0.8	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	52 - 53 secs.	1.0	0.082	0.082	0	0.132	0	0.0	0.000				0.1	0.7	0	1.0	0.082	0.066	1.0	0.038	0.0	0.0	0	0.0	0.000				0.1	0.7	0	0.0		0.1	0.7	0	0.0	0.1	0.7	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	53 - 54 secs.	1.0	0.025	0.025	0	0.091	0	0.0	0.000				0.2	0.4	0	1.0	0.025	0.088	1.0	0.035	0.0	0.0	0	0.0	0.000				0.2	0.4	0	0.0		0.2	0.4	0	0.0	0.2	0.4	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	54 - 55 secs.	1.0	0.027	0.027	0	0.056	0	0.0	0.000				0.2	0.7	0	1.0	0.027	0.024	1.0	0.040	0.0	0.0	0	0.0	0.000				0.2	0.7	0	0.0		0.2	0.7	0	0.0	0.2	0.7	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	55 - 56 secs.	1.0	0.000	0.000	0	0.034	0	0.0	0.000				0.6	0.2	0	1.0	0.000	0.023	1.0	0.039	0.0	0.0	0	0.0	0.000				0.6	0.2	0	0.0		0.6	0.2	0	0.0	0.6	0.2	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	56 - 57 secs.	1.0	0.081	0.081	0	0.103	0	0.0	0.000				0.8	0.1	0	1.0	0.081	0.162	1.0	0.036	0.0	0.0	0	0.0	0.000				0.8	0.1	0	0.0		0.8	0.1	0	0.0	0.8	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	57 - 58 secs.	1.0	0.046	0.046	0	0.106	0	0.0	0.000				1.0	0.0	0	1.0	0.046	0.046	1.0	0.029	0.0	0.0	0	0.0	0.000				1.0	0.0	0	0.0		0.9	0.1	0	0.0	1.0	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	58 - 59 secs.	1.0	0.023	0.023	0	0.058	0	0.0	0.000				0.5	0.2	0	1.0	0.023	0.035	1.0	0.026	0.0	0.0	0	0.0	0.000				0.5	0.2	0	0.0		0.5	0.2	0	0.0	0.5	0.2	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	59 - 60 secs.	1.0	0.000	0.000	0	0.081	0	0.0	0.000				0.5	0.3	0	1.0	0.000	0.000	1.0	0.027	0.0	0.0	0	0.0	0.000				0.5	0.3	0	0.0		0.5	0.2	0	0.0	0.5	0.3	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	60 - 61 secs.	1.0	0.097	0.097	0	0.130	0	0.0	0.000				0.9	0.0	0	1.0	0.097	0.116	1.0	0.031	0.0	0.0	0	0.0	0.000				0.9	0.0	0	0.0		0.9	0.0	0	0.0	0.9	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	61 - 62 secs.	1.0	0.059	0.059	0	0.134	0	0.0	0.000				0.6	0.2	0	1.0	0.059	0.027	1.0	0.028	0.0	0.0	0	0.0	0.000				0.7	0.1	0	0.0		0.6	0.2	0	0.0	0.6	0.2	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	62 - 63 secs.	1.0	0.079	0.079	1	0.114	0	0.0	0.000				0.9	0.0	0	0.2	0.029	0.000	0.2	0.006	0.0	0.7	0	0.0	0.000				0.7	0.1	0	0.0		0.9	0.0	1	0.8	0.1	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	63 - 64 secs.	1.0	0.049	0.049	1	0.081	1	0.2	0.023	0.296	0.2	0.005	0.6	0.1	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.2	0.7	0	0.0		0.8	0.1	0	0.8	0.0	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	64 - 65 secs.	1.0	0.089	0.089	0	0.130	0	1.0	0.089	0.104	1.0	0.029	0.0	0.0	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	0.0		0.9	0.0	0	0.0	0.0	0.9	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	65 - 66 secs.	1.0	0.142	0.142	0	0.152	0	1.0	0.142	0.167	1.0	0.034	0.0	0.0	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	0.0		0.9	0.0	0	0.0	0.0	0.9	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	66 - 67 secs.	1.0	0.026	0.026	0	0.071	0	1.0	0.026	0.000	1.0	0.033	0.0	0.0	0	0.0	0.000				0.3	0.7	0	0.0	0.000				0.3	0.7	0	0.0		0.7	0.3	0	0.0	0.3	0.7	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	67 - 68 secs.	1.0	0.035	0.035	0	0.064	0	1.0	0.035	0.000	1.0	0.019	0.0	0.0	0	0.0	0.000				0.0	0.8	0	0.0	0.000				0.1	0.7	0	0.0		0.7	0.0	0	0.0	0.1	0.7	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	68 - 69 secs.	1.0	0.000	0.000	1	0.081	0	0.0	0.000	0.000	0.0	0.002	0.6	0.1	0	0.0	0.000				0.6	0.3	0	0.0	0.000				0.7	0.1	1	1.0	0.014	0.0	0.0	0	0.0	0.7	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	69 - 70 secs.	1.0	0.000	0.000	0	0.030	0	0.0	0.000				0.2	0.1	0	0.0	0.000				0.3	0.2	0	0.0	0.000				0.3	0.2	0	1.0	0.003	0.0	0.0	0	0.0	0.3	0.2	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	70 - 71 secs.	1.0	0.047	0.047	0	0.055	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	1.0	0.020	0.0	0.0	0	0.0	0.0	0.9	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	71 - 72 secs.	1.0	0.040	0.040	0	0.096	0	0.0	0.000				0.0	0.6	0	0.0	0.000				0.0	0.7	0	0.0	0.000				0.0	0.6	0	1.0	0.032	0.0	0.0	0	0.0	0.0	0.6	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	72 - 73 secs.	1.0	0.024	0.024	0	0.090	0	0.0	0.000				0.1	0.7	0	0.0	0.000				0.1	0.7	0	0.0	0.000				0.1	0.7	0	1.0	0.038	0.0	0.0	0	0.0	0.1	0.7	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	73 - 74 secs.	1.0	0.000	0.000	0	0.069	0	0.0	0.000				0.5	0.5	0	0.0	0.000				0.5	0.5	0	0.0	0.000				0.5	0.5	0	1.0	0.033	0.0	0.0	0	0.0	0.5	0.5	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	74 - 75 secs.	1.0	0.023	0.023	0	0.041	0	0.0	0.000				0.2	0.7	0	0.0	0.000				0.2	0.7	0	0.0	0.000				0.2	0.7	0	1.0	0.032	0.0	0.0	0	0.0	0.2	0.7	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	75 - 76 secs.	1.0	0.000	0.000	0	0.030	0	0.0	0.000				0.1	0.4	0	0.0	0.000				0.1	0.5	0	0.0	0.000				0.2	0.4	0	1.0	0.033	0.0	0.0	0	0.0	0.1	0.4	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	76 - 77 secs.	1.0	0.000	0.000	0	0.056	0	0.0	0.000				0.5	0.4	0	0.0	0.000				0.5	0.4	0	0.0	0.000				0.5	0.4	0	1.0	0.034	0.0	0.0	0	0.0	0.5	0.4	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	77 - 78 secs.	1.0	0.134	0.134	1	0.152	1	0.0	0.000	1.040	0.0	0.000	0.9	0.0	0	0.0	0.000				1.0	0.0	0	0.0	0.000				1.0	0.0	0	1.0	0.033	0.0	0.0	0	0.0	1.0	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	78 - 79 secs.	1.0	0.105	0.105	0	0.161	0	1.0	0.105	0.119	1.0	0.029	0.0	0.0	0	0.0	0.000				0.8	0.1	0	0.0	0.000				0.8	0.1	0	0.0		0.1	0.8	0	0.0	0.8	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	79 - 80 secs.	1.0	0.072	0.072	0	0.145	0	1.0	0.072	0.079	1.0	0.033	0.0	0.0	0	0.0	0.000				0.8	0.1	0	0.0	0.000				1.0	0.0	0	0.0		0.0	0.8	0	0.0	1.0	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	80 - 81 secs.	1.0	0.081	0.081	0	0.106	0	1.0	0.081	0.063	1.0	0.031	0.0	0.0	0	0.0	0.000				0.8	0.1	0	0.0	0.000				0.8	0.1	0	0.0		0.0	0.7	0	0.0	0.7	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	81 - 82 secs.	1.0	0.023	0.023	0	0.042	0	1.0	0.023	0.023	1.0	0.031	0.0	0.0	0	0.0	0.000				0.8	0.1	0	0.0	0.000				0.8	0.1	0	0.0		0.0	0.8	0	0.0	0.8	0.0	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	82 - 83 secs.	1.0	0.000	0.000	0	0.023	0	1.0	0.000	0.000	1.0	0.027	0.0	0.0	0	0.0	0.000				0.4	0.3	0	0.0	0.000				0.4	0.3	0	0.0		0.3	0.4	0	0.0	0.4	0.3	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	83 - 84 secs.	1.0	0.029	0.029	0	0.060	0	1.0	0.029	0.000	1.0	0.027	0.0	0.0	0	0.0	0.000				0.1	0.7	0	0.0	0.000				0.2	0.7	0	0.0		0.7	0.1	0	0.0	0.1	0.7	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	84 - 85 secs.	1.0	0.068	0.068	1	0.149	0	0.8	0.068	0.000	0.8	0.029	0.0	0.1	0	0.0	0.000				0.8	0.1	0	0.0	0.000				0.8	0.1	0	0.0		0.1	0.8	1	0.2	0.6	0.1	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	85 - 86 secs.	1.0	0.150	0.150	1	0.194	0	0.0	0.000				0.2	0.8	0	0.0	0.000				0.2	0.8	1	0.3	0.053	0.417	0.3	0.027	0.4	0.2	0	0.0		0.2	0.8	0	0.8	0.0	0.2	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	86 - 87 secs.	1.0	0.145	0.145	0	0.213	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	1.0	0.145	0.155	1.0	0.034	0.0	0.0	0	0.0		0.0	0.9	0	0.0	0.0	0.9	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	87 - 88 secs.	1.0	0.000	0.000	0	0.162	0	0.0	0.000				0.5	0.3	0	0.0	0.000				0.5	0.3	0	1.0	0.000	0.000	1.0	0.029	0.0	0.0	0	0.0		0.5	0.3	0	0.0	0.5	0.3	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	88 - 89 secs.	1.0	0.032	0.032	0	0.053	0	0.0	0.000				0.2	0.5	0	0.0	0.000				0.2	0.5	0	1.0	0.032	0.026	1.0	0.025	0.0	0.0	0	0.0		0.2	0.5	0	0.0	0.2	0.5	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	89 - 90 secs.	1.0	0.025	0.025	0	0.084	0	0.0	0.000				0.2	0.5	0	0.0	0.000				0.2	0.5	0	1.0	0.025	0.058	1.0	0.027	0.0	0.0	0	0.0		0.1	0.7	0	0.0	0.2	0.5	Irrad
1	1	A	A	First stage	1	Y Maze Wolff	90 - 91 secs.	1.0	0.028	0.028	0	0.101	0	0.0	0.000				0.0	0.4	0	0.0	0.000				0.0	0.4	0	1.0	0.028	0.000	1.0	0.024	0.0	0.0	0	0.0		0.0	0.4	0	0.0	0.0	0.4	Irrad
