Test	Animal	Treatment	Code	Stage	Trial	Apparatus	Segment of test	Duration	Distance	Mean speed	Line crossings	Max speed	A : entries	A : time	A : distance	A : average speed	A : mean visit	A : mean distance to border	A : time getting closer to zone	A : time getting further from zone	B : entries	B : time	B : distance	B : average speed	B : mean visit	B : mean distance to border	B : time getting closer to zone	B : time getting further from zone	C : entries	C : time	C : distance	C : average speed	C : mean visit	C : mean distance to border	C : time getting closer to zone	C : time getting further from zone	A0 : entries	A0 : time	A0 : mean distance to border	A0 : time getting closer to zone	A0 : time getting further from zone	Center : entries	Center : time	Center : time getting closer to zone	Center : time getting further from zone	Group
8	8	A	A	First stage	1	Y Maze Wolff	276 - 277 secs.	1.0	0.022	0.022	0	0.047	0	0.0	0.000				0.8	0.0	0	1.0	0.022	0.000	1.0	0.021	0.0	0.0	0	0.0	0.000				0.8	0.0	0	0.0		0.8	0.0	0	0.0	0.8	0.0	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	277 - 278 secs.	1.0	0.021	0.021	0	0.023	0	0.0	0.000				0.4	0.3	0	1.0	0.021	0.000	1.0	0.011	0.0	0.0	0	0.0	0.000				0.5	0.2	0	0.0		0.4	0.3	0	0.0	0.4	0.3	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	278 - 279 secs.	1.0	0.000	0.000	0	0.034	0	0.0	0.000				0.5	0.4	0	1.0	0.000	0.040	1.0	0.012	0.0	0.0	0	0.0	0.000				0.7	0.2	0	0.0		0.5	0.4	0	0.0	0.7	0.2	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	279 - 280 secs.	1.0	0.000	0.000	3	0.030	0	0.0	0.000				0.5	0.4	1	0.5	0.000	0.000	0.5	0.002	0.1	0.2	0	0.0	0.000				0.4	0.5	0	0.0		0.5	0.4	2	0.5	0.0	0.1	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	280 - 281 secs.	1.0	0.088	0.088	1	0.108	1	0.1	0.000	0.395	0.1	0.002	0.7	0.0	0	0.0	0.000				0.0	1.0	0	0.0	0.000				0.4	0.5	0	0.0		1.0	0.0	0	0.9	0.0	0.1	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	281 - 282 secs.	1.0	0.117	0.117	0	0.180	0	1.0	0.117	0.129	1.0	0.029	0.0	0.0	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.0	0.9	0	0.0		0.9	0.0	0	0.0	0.0	0.9	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	282 - 283 secs.	1.0	0.021	0.021	0	0.113	0	1.0	0.021	0.059	1.0	0.033	0.0	0.0	0	0.0	0.000				0.5	0.5	0	0.0	0.000				0.7	0.3	0	0.0		0.3	0.5	0	0.0	0.5	0.3	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	283 - 284 secs.	1.0	0.103	0.103	0	0.197	0	1.0	0.103	0.114	1.0	0.031	0.0	0.0	0	0.0	0.000				0.4	0.6	0	0.0	0.000				0.4	0.6	0	0.0		0.6	0.4	0	0.0	0.4	0.6	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	284 - 285 secs.	1.0	0.076	0.076	0	0.223	0	1.0	0.076	0.074	1.0	0.027	0.0	0.0	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.1	0.8	0	0.0		0.6	0.0	0	0.0	0.0	0.6	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	285 - 286 secs.	1.0	0.000	0.000	0	0.025	0	1.0	0.000	0.000	1.0	0.027	0.0	0.0	0	0.0	0.000				0.1	0.4	0	0.0	0.000				0.2	0.3	0	0.0		0.3	0.1	0	0.0	0.1	0.3	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	286 - 287 secs.	1.0	0.021	0.021	0	0.025	0	1.0	0.021	0.031	1.0	0.028	0.0	0.0	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.1	0.8	0	0.0		0.6	0.0	0	0.0	0.0	0.6	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	287 - 288 secs.	1.0	0.000	0.000	0	0.027	0	1.0	0.000	0.021	1.0	0.025	0.0	0.0	0	0.0	0.000				0.6	0.2	0	0.0	0.000				0.2	0.6	0	0.0		0.1	0.1	0	0.0	0.1	0.2	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	288 - 289 secs.	1.0	0.000	0.000	0	0.039	0	1.0	0.000	0.000	1.0	0.026	0.0	0.0	0	0.0	0.000				0.3	0.6	0	0.0	0.000				0.4	0.5	0	0.0		0.6	0.3	0	0.0	0.3	0.6	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	289 - 290 secs.	1.0	0.000	0.000	0	0.028	0	1.0	0.000	0.000	1.0	0.023	0.0	0.0	0	0.0	0.000				0.2	0.4	0	0.0	0.000				0.3	0.4	0	0.0		0.2	0.1	0	0.0	0.3	0.4	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	290 - 291 secs.	1.0	0.000	0.000	0	0.027	0	1.0	0.000	0.000	1.0	0.024	0.0	0.0	0	0.0	0.000				0.4	0.3	0	0.0	0.000				0.5	0.2	0	0.0		0.1	0.4	0	0.0	0.4	0.1	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	291 - 292 secs.	1.0	0.082	0.082	1	0.206	0	0.4	0.061	0.000	0.4	0.024	0.0	0.4	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.1	0.8	1	0.6	0.031	0.2	0.0	0	0.0	0.0	0.6	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	292 - 293 secs.	1.0	0.066	0.066	0	0.144	0	0.0	0.000				0.1	0.6	0	0.0	0.000				0.1	0.7	0	0.0	0.000				0.2	0.6	0	1.0	0.033	0.0	0.0	0	0.0	0.1	0.6	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	293 - 294 secs.	1.0	0.023	0.023	0	0.078	0	0.0	0.000				0.0	0.7	0	0.0	0.000				0.1	0.7	0	0.0	0.000				0.0	0.9	0	1.0	0.024	0.0	0.0	0	0.0	0.0	0.7	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	294 - 295 secs.	1.0	0.000	0.000	0	0.017	0	0.0	0.000				0.2	0.1	0	0.0	0.000				0.2	0.2	0	0.0	0.000				0.3	0.1	0	1.0	0.023	0.0	0.0	0	0.0	0.2	0.1	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	295 - 296 secs.	1.0	0.000	0.000	0	0.046	0	0.0	0.000				0.6	0.4	0	0.0	0.000				0.6	0.4	0	0.0	0.000				0.6	0.4	0	1.0	0.034	0.0	0.0	0	0.0	0.6	0.4	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	296 - 297 secs.	1.0	0.000	0.000	0	0.042	0	0.0	0.000				0.2	0.5	0	0.0	0.000				0.2	0.7	0	0.0	0.000				0.4	0.5	0	1.0	0.032	0.0	0.0	0	0.0	0.2	0.5	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	297 - 298 secs.	1.0	0.000	0.000	0	0.021	0	0.0	0.000				0.3	0.1	0	0.0	0.000				0.3	0.1	0	0.0	0.000				0.3	0.1	0	1.0	0.033	0.0	0.0	0	0.0	0.3	0.1	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	298 - 299 secs.	1.0	0.023	0.023	0	0.042	0	0.0	0.000				0.2	0.6	0	0.0	0.000				0.3	0.6	0	0.0	0.000				0.2	0.7	0	1.0	0.035	0.0	0.0	0	0.0	0.2	0.7	Irrad
8	8	A	A	First stage	1	Y Maze Wolff	299 - 300 secs.	1.0	0.000	0.000	0	0.040	0	0.0	0.000				0.5	0.1	0	0.0	0.000				0.6	0.1	0	0.0	0.000				0.5	0.2	0	1.0	0.032	0.0	0.0	0	0.0	0.5	0.1	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	0 - 1 secs.	1.0	0.000	0.000	0	0.039	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.4	0.4	1	1.0	0.029	0.0	0.0	0	0.0	0.4	0.4	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	1 - 2 secs.	1.0	0.000	0.000	0	0.017	0	0.0	0.000				0.0	0.0	0	0.0	0.000				0.1	0.4	0	0.0	0.000				0.4	0.1	0	1.0	0.024	0.0	0.0	0	0.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	2 - 3 secs.	1.0	0.156	0.156	1	0.170	1	0.4	0.000	0.000	0.4	0.031	0.0	0.0	0	0.0	0.000				0.6	0.3	0	0.0	0.000				0.5	0.3	0	0.6	0.023	0.1	0.0	0	0.0	0.4	0.1	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	3 - 4 secs.	1.0	0.000	0.000	0	0.031	0	1.0	0.000	0.046	1.0	0.034	0.0	0.0	0	0.0	0.000				0.6	0.4	0	0.0	0.000				0.5	0.5	0	0.0		0.4	0.5	0	0.0	0.5	0.5	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	4 - 5 secs.	1.0	0.000	0.000	0	0.033	0	1.0	0.000	0.035	1.0	0.035	0.0	0.0	0	0.0	0.000				0.3	0.6	0	0.0	0.000				0.3	0.6	0	0.0		0.5	0.2	0	0.0	0.3	0.6	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	5 - 6 secs.	1.0	0.022	0.022	0	0.025	0	1.0	0.022	0.042	1.0	0.027	0.0	0.0	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	0.0		0.9	0.0	0	0.0	0.0	0.9	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	6 - 7 secs.	1.0	0.000	0.000	0	0.017	0	1.0	0.000	0.000	1.0	0.019	0.0	0.0	0	0.0	0.000				0.1	0.4	0	0.0	0.000				0.1	0.4	0	0.0		0.4	0.1	0	0.0	0.1	0.4	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	7 - 8 secs.	1.0	0.053	0.053	1	0.040	0	0.3	0.053	0.202	0.3	0.017	0.0	0.2	0	0.0	0.000				0.1	0.5	0	0.0	0.000				0.0	0.7	1	0.7	0.025	0.0	0.0	0	0.0	0.0	0.5	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	8 - 9 secs.	1.0	0.000	0.000	0	0.015	0	0.0	0.000				0.3	0.1	0	0.0	0.000				0.3	0.6	0	0.0	0.000				0.8	0.1	0	1.0	0.026	0.0	0.0	0	0.0	0.5	0.1	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	9 - 10 secs.	1.0	0.000	0.000	0	0.020	0	0.0	0.000				0.6	0.2	0	0.0	0.000				0.6	0.2	0	0.0	0.000				0.6	0.2	0	1.0	0.023	0.0	0.0	0	0.0	0.6	0.2	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	10 - 11 secs.	1.0	0.000	0.000	0	0.000	0	0.0	0.000				0.0	0.0	0	0.0	0.000				0.0	0.0	0	0.0	0.000				0.0	0.0	0	1.0	0.018	0.0	0.0	0	0.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	11 - 12 secs.	1.0	0.081	0.081	1	0.086	1	0.9	0.035	0.000	0.9	0.025	0.0	0.0	0	0.0	0.000				0.8	0.1	0	0.0	0.000				0.9	0.0	0	0.1	0.018	0.0	0.7	0	0.0	0.9	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	12 - 13 secs.	1.0	0.080	0.080	0	0.119	0	1.0	0.080	0.172	1.0	0.034	0.0	0.0	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.9	0.0	0	0.0		0.0	0.9	0	0.0	0.9	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	13 - 14 secs.	1.0	0.000	0.000	0	0.063	0	1.0	0.000	0.022	1.0	0.035	0.0	0.0	0	0.0	0.000				0.5	0.5	0	0.0	0.000				0.5	0.5	0	0.0		0.5	0.5	0	0.0	0.5	0.5	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	14 - 15 secs.	1.0	0.054	0.054	0	0.081	0	1.0	0.054	0.022	1.0	0.032	0.0	0.0	0	0.0	0.000				0.6	0.4	0	0.0	0.000				0.7	0.2	0	0.0		0.2	0.6	0	0.0	0.6	0.2	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	15 - 16 secs.	1.0	0.022	0.022	0	0.068	0	1.0	0.022	0.051	1.0	0.035	0.0	0.0	0	0.0	0.000				0.7	0.3	0	0.0	0.000				0.7	0.3	0	0.0		0.3	0.7	0	0.0	0.7	0.3	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	16 - 17 secs.	1.0	0.000	0.000	0	0.062	0	1.0	0.000	0.000	1.0	0.033	0.0	0.0	0	0.0	0.000				0.5	0.4	0	0.0	0.000				0.2	0.6	0	0.0		0.4	0.2	0	0.0	0.2	0.4	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	17 - 18 secs.	1.0	0.000	0.000	0	0.035	0	1.0	0.000	0.021	1.0	0.035	0.0	0.0	0	0.0	0.000				0.2	0.4	0	0.0	0.000				0.4	0.3	0	0.0		0.3	0.2	0	0.0	0.4	0.3	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	18 - 19 secs.	1.0	0.000	0.000	0	0.016	0	1.0	0.000	0.000	1.0	0.036	0.0	0.0	0	0.0	0.000				0.1	0.2	0	0.0	0.000				0.1	0.2	0	0.0		0.1	0.0	0	0.0	0.1	0.2	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	19 - 20 secs.	1.0	0.052	0.052	0	0.085	0	1.0	0.052	0.078	1.0	0.031	0.0	0.0	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.9	0.0	0	0.0		0.0	0.9	0	0.0	0.9	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	20 - 21 secs.	1.0	0.000	0.000	0	0.039	0	1.0	0.000	0.023	1.0	0.024	0.0	0.0	0	0.0	0.000				0.0	0.7	0	0.0	0.000				0.1	0.6	0	0.0		0.6	0.0	0	0.0	0.0	0.6	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	21 - 22 secs.	1.0	0.023	0.023	0	0.032	0	1.0	0.023	0.000	1.0	0.027	0.0	0.0	0	0.0	0.000				0.2	0.6	0	0.0	0.000				0.2	0.6	0	0.0		0.6	0.2	0	0.0	0.2	0.6	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	22 - 23 secs.	1.0	0.023	0.023	0	0.060	0	1.0	0.023	0.023	1.0	0.028	0.0	0.0	0	0.0	0.000				0.7	0.1	0	0.0	0.000				0.7	0.1	0	0.0		0.1	0.7	0	0.0	0.7	0.1	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	23 - 24 secs.	1.0	0.000	0.000	0	0.027	0	1.0	0.000	0.021	1.0	0.027	0.0	0.0	0	0.0	0.000				0.1	0.5	0	0.0	0.000				0.3	0.2	0	0.0		0.2	0.1	0	0.0	0.1	0.2	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	24 - 25 secs.	1.0	0.000	0.000	0	0.046	0	1.0	0.000	0.053	1.0	0.033	0.0	0.0	0	0.0	0.000				0.6	0.2	0	0.0	0.000				0.6	0.2	0	0.0		0.1	0.5	0	0.0	0.5	0.2	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	25 - 26 secs.	1.0	0.000	0.000	0	0.019	0	1.0	0.000	0.050	1.0	0.032	0.0	0.0	0	0.0	0.000				0.1	0.7	0	0.0	0.000				0.0	0.8	0	0.0		0.7	0.0	0	0.0	0.0	0.7	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	26 - 27 secs.	1.0	0.000	0.000	0	0.029	0	1.0	0.000	0.046	1.0	0.034	0.0	0.0	0	0.0	0.000				0.0	0.7	0	0.0	0.000				0.0	0.7	0	0.0		0.7	0.0	0	0.0	0.0	0.7	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	27 - 28 secs.	1.0	0.021	0.021	0	0.038	0	1.0	0.021	0.000	1.0	0.030	0.0	0.0	0	0.0	0.000				0.6	0.2	0	0.0	0.000				0.3	0.4	0	0.0		0.2	0.3	0	0.0	0.3	0.2	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	28 - 29 secs.	1.0	0.021	0.021	0	0.049	0	1.0	0.021	0.088	1.0	0.033	0.0	0.0	0	0.0	0.000				0.8	0.0	0	0.0	0.000				0.8	0.0	0	0.0		0.0	0.8	0	0.0	0.8	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	29 - 30 secs.	1.0	0.021	0.021	0	0.030	0	1.0	0.021	0.000	1.0	0.031	0.0	0.0	0	0.0	0.000				0.6	0.2	0	0.0	0.000				0.6	0.2	0	0.0		0.2	0.6	0	0.0	0.6	0.2	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	30 - 31 secs.	1.0	0.021	0.021	0	0.034	0	1.0	0.021	0.000	1.0	0.019	0.0	0.0	0	0.0	0.000				0.9	0.1	0	0.0	0.000				0.8	0.2	0	0.0		0.1	0.8	0	0.0	0.8	0.1	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	31 - 32 secs.	1.0	0.000	0.000	0	0.029	0	1.0	0.000	0.000	1.0	0.016	0.0	0.0	0	0.0	0.000				0.3	0.6	0	0.0	0.000				0.5	0.4	0	0.0		0.4	0.4	0	0.0	0.4	0.4	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	32 - 33 secs.	1.0	0.024	0.024	1	0.051	0	0.2	0.000	0.000	0.2	0.007	0.0	0.7	0	0.0	0.000				0.6	0.0	0	0.0	0.000				0.9	0.0	0	0.0		0.0	0.9	1	0.8	0.1	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	33 - 34 secs.	1.0	0.000	0.000	0	0.051	0	0.0	0.000				0.1	0.7	0	0.0	0.000				0.2	0.3	0	0.0	0.000				0.7	0.1	0	0.0		0.1	0.6	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	34 - 35 secs.	1.0	0.021	0.021	0	0.026	0	0.0	0.000				0.2	0.4	0	0.0	0.000				0.5	0.4	0	0.0	0.000				0.5	0.4	0	0.0		0.2	0.4	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	35 - 36 secs.	1.0	0.000	0.000	0	0.018	0	0.0	0.000				0.1	0.4	0	0.0	0.000				0.2	0.2	0	0.0	0.000				0.4	0.2	0	0.0		0.1	0.4	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	36 - 37 secs.	1.0	0.000	0.000	0	0.031	0	0.0	0.000				0.3	0.4	0	0.0	0.000				0.2	0.1	0	0.0	0.000				0.3	0.4	0	0.0		0.3	0.4	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	37 - 38 secs.	1.0	0.031	0.031	0	0.043	0	0.0	0.000				0.0	0.7	0	0.0	0.000				1.0	0.0	0	0.0	0.000				0.3	0.6	0	0.0		0.0	0.7	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	38 - 39 secs.	1.0	0.000	0.000	0	0.036	0	0.0	0.000				0.2	0.3	0	0.0	0.000				0.6	0.2	0	0.0	0.000				0.3	0.5	0	0.0		0.2	0.3	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	39 - 40 secs.	1.0	0.000	0.000	0	0.029	0	0.0	0.000				0.5	0.5	0	0.0	0.000				0.5	0.5	0	0.0	0.000				0.5	0.3	0	0.0		0.5	0.5	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	40 - 41 secs.	1.0	0.045	0.045	0	0.053	0	0.0	0.000				0.3	0.5	0	0.0	0.000				0.2	0.6	0	0.0	0.000				0.5	0.4	0	0.0		0.3	0.5	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	41 - 42 secs.	1.0	0.000	0.000	0	0.021	0	0.0	0.000				0.1	0.0	0	0.0	0.000				0.3	0.3	0	0.0	0.000				0.2	0.4	0	0.0		0.1	0.0	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	42 - 43 secs.	1.0	0.000	0.000	0	0.037	0	0.0	0.000				0.6	0.1	0	0.0	0.000				0.3	0.5	0	0.0	0.000				0.1	0.7	0	0.0		0.6	0.1	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	43 - 44 secs.	1.0	0.024	0.024	0	0.041	0	0.0	0.000				0.6	0.2	0	0.0	0.000				0.0	0.5	0	0.0	0.000				0.2	0.5	0	0.0		0.6	0.0	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	44 - 45 secs.	1.0	0.000	0.000	0	0.025	0	0.0	0.000				0.4	0.1	0	0.0	0.000				0.2	0.3	0	0.0	0.000				0.1	0.4	0	0.0		0.3	0.0	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	45 - 46 secs.	1.0	0.023	0.023	0	0.029	0	0.0	0.000				0.4	0.1	0	0.0	0.000				0.4	0.2	0	0.0	0.000				0.2	0.4	0	0.0		0.4	0.1	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	46 - 47 secs.	1.0	0.000	0.000	0	0.028	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.7	0.1	0	0.0	0.000				0.1	0.5	0	0.0		0.4	0.4	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	47 - 48 secs.	1.0	0.000	0.000	0	0.031	0	0.0	0.000				0.0	0.6	0	0.0	0.000				0.0	0.5	0	0.0	0.000				0.6	0.0	0	0.0		0.0	0.5	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	48 - 49 secs.	1.0	0.023	0.023	0	0.029	0	0.0	0.000				0.1	0.8	0	0.0	0.000				1.0	0.0	0	0.0	0.000				0.2	0.8	0	0.0		0.0	0.8	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	49 - 50 secs.	1.0	0.000	0.000	0	0.024	0	0.0	0.000				0.0	0.5	0	0.0	0.000				0.4	0.2	0	0.0	0.000				0.5	0.2	0	0.0		0.0	0.5	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	50 - 51 secs.	1.0	0.023	0.023	0	0.034	0	0.0	0.000				0.2	0.6	0	0.0	0.000				0.6	0.2	0	0.0	0.000				0.2	0.4	0	0.0		0.2	0.6	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	51 - 52 secs.	1.0	0.025	0.025	1	0.057	0	0.0	0.000				0.0	0.8	1	0.3	0.000	0.159	0.3	0.002	0.6	0.0	0	0.0	0.000				0.1	0.7	0	0.0		0.0	0.8	0	0.7	0.0	0.1	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	52 - 53 secs.	1.0	0.024	0.024	1	0.053	0	0.0	0.000				0.4	0.4	0	1.0	0.024	0.055	1.0	0.015	0.0	0.0	0	0.0	0.000				0.4	0.4	0	0.0		0.4	0.4	1	0.0	0.2	0.4	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	53 - 54 secs.	1.0	0.000	0.000	1	0.038	0	0.0	0.000				0.2	0.6	1	0.7	0.000	0.035	0.7	0.005	0.1	0.1	0	0.0	0.000				0.3	0.5	0	0.0		0.2	0.6	0	0.3	0.1	0.4	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	54 - 55 secs.	1.0	0.023	0.023	1	0.059	0	0.0	0.000				0.6	0.1	0	0.1	0.000	0.185	0.1	0.003	0.1	0.7	0	0.0	0.000				1.0	0.0	0	0.0		0.5	0.1	1	0.9	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	55 - 56 secs.	1.0	0.023	0.023	0	0.054	0	0.0	0.000				0.4	0.5	0	0.0	0.000				0.5	0.5	0	0.0	0.000				0.4	0.5	0	0.0		0.4	0.5	0	1.0	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	56 - 57 secs.	1.0	0.042	0.042	1	0.111	1	0.1	0.000	0.512	0.1	0.003	0.8	0.0	0	0.0	0.000				0.0	0.8	0	0.0	0.000				0.0	0.8	0	0.0		0.9	0.0	0	0.9	0.0	0.0	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	57 - 58 secs.	1.0	0.027	0.027	0	0.099	0	1.0	0.027	0.029	1.0	0.014	0.0	0.0	0	0.0	0.000				0.1	0.3	0	0.0	0.000				0.1	0.4	0	0.0		0.3	0.0	0	0.0	0.0	0.3	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	58 - 59 secs.	1.0	0.029	0.029	0	0.072	0	1.0	0.029	0.026	1.0	0.024	0.0	0.0	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.3	0.6	0	0.0		0.6	0.1	0	0.0	0.2	0.6	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	59 - 60 secs.	1.0	0.023	0.023	0	0.045	0	1.0	0.023	0.045	1.0	0.034	0.0	0.0	0	0.0	0.000				0.1	0.6	0	0.0	0.000				0.2	0.5	0	0.0		0.5	0.1	0	0.0	0.2	0.5	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	60 - 61 secs.	1.0	0.029	0.029	0	0.064	0	1.0	0.029	0.046	1.0	0.034	0.0	0.0	0	0.0	0.000				0.1	0.4	0	0.0	0.000				0.1	0.4	0	0.0		0.4	0.1	0	0.0	0.1	0.4	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	61 - 62 secs.	1.0	0.052	0.052	0	0.097	0	1.0	0.052	0.075	1.0	0.035	0.0	0.0	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	0.0		0.9	0.0	0	0.0	0.0	0.9	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	62 - 63 secs.	1.0	0.052	0.052	0	0.084	0	1.0	0.052	0.053	1.0	0.036	0.0	0.0	0	0.0	0.000				0.2	0.8	0	0.0	0.000				0.2	0.8	0	0.0		0.8	0.2	0	0.0	0.2	0.8	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	63 - 64 secs.	1.0	0.048	0.048	0	0.082	0	1.0	0.048	0.050	1.0	0.034	0.0	0.0	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.0	0.9	0	0.0		0.8	0.0	0	0.0	0.0	0.8	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	64 - 65 secs.	1.0	0.023	0.023	0	0.035	0	1.0	0.023	0.023	1.0	0.037	0.0	0.0	0	0.0	0.000				0.4	0.5	0	0.0	0.000				0.2	0.7	0	0.0		0.5	0.2	0	0.0	0.2	0.7	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	65 - 66 secs.	1.0	0.000	0.000	0	0.018	0	1.0	0.000	0.000	1.0	0.034	0.0	0.0	0	0.0	0.000				0.1	0.6	0	0.0	0.000				0.1	0.6	0	0.0		0.5	0.0	0	0.0	0.1	0.6	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	66 - 67 secs.	1.0	0.074	0.074	1	0.108	0	0.4	0.074	0.198	0.4	0.026	0.1	0.5	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.1	0.8	1	0.6	0.032	0.1	0.0	0	0.0	0.1	0.8	Irrad
9	9	A	A	First stage	1	Y Maze Wolff	67 - 68 secs.	1.0	0.053	0.053	1	0.097	1	0.3	0.000	0.000	0.3	0.016	0.2	0.1	0	0.0	0.000				0.6	0.3	0	0.0	0.000				0.6	0.3	0	0.7	0.031	0.1	0.0	0	0.0	0.5	0.2	Irrad
