Test	Animal	Time	Date	Segment of test	Whole arena : distance	Whole arena : average speed	Whole arena : time mobile	Whole arena : time immobile	10 cm edge : time	10 cm edge : distance	10 cm edge : average speed	10 cm edge : time mobile	10 cm edge : time immobile	Center : time	Center : distance	Center : average speed	Center : time mobile	Center : time immobile	ID
19	38	16:09	10/17/2016	1470 - 1475 secs.	0.025	0.005	0.1	4.9	5	0.025	0.005	0.1	4.9	0	0		0	0	38
20	39	16:09	10/17/2016	1470 - 1475 secs.	0.409	0.1	2.6	2.4	0.9	0.055	0.141	0.9	0	4.1	0.354	0.091	1.7	2.4	39
1	20	13:19	10/17/2016	1475 - 1480 secs.	0.066	0.037	3.1	1.9	5	0.066	0.037	3.1	1.9	0	0		0	0	20
2	21	13:19	10/17/2016	1475 - 1480 secs.	0.219	0.048	5	0	5	0.219	0.048	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1475 - 1480 secs.	0.368	0.101	3.5	1.5	4.5	0.245	0.093	3.1	1.4	0.5	0.123	0.18	0.4	0.1	22
4	23	13:20	10/17/2016	1475 - 1480 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1475 - 1480 secs.	0.042	0.008	0.4	4.6	5	0.042	0.008	0.4	4.6	0	0		0	0	24
6	25	14:04	10/17/2016	1475 - 1480 secs.	0.19	0.061	4.1	0.9	5	0.19	0.061	4.1	0.9	0	0		0	0	25
7	26	14:04	10/17/2016	1475 - 1480 secs.	0.215	0.059	4.1	0.9	5	0.215	0.059	4.1	0.9	0	0		0	0	26
8	27	14:04	10/17/2016	1475 - 1480 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1475 - 1480 secs.	0.31	0.072	5	0	5	0.31	0.072	5	0	0	0		0	0	28
10	29	14:43	10/17/2016	1475 - 1480 secs.	0.335	0.08	5	0	5	0.335	0.08	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1475 - 1480 secs.	0.255	0.061	5	0	5	0.255	0.061	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1475 - 1480 secs.	0	0.005	0	5	5	0	0	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	1475 - 1480 secs.	0.023	0.004	0.1	4.9	5	0.023	0.004	0.1	4.9	0	0		0	0	32
14	33	15:23	10/17/2016	1475 - 1480 secs.	0.095	0.019	3.4	1.6	0	0		0	0	5	0.095	0.019	3.4	1.6	33
15	34	15:24	10/17/2016	1475 - 1480 secs.	0.023	0.018	0.8	4.2	5	0.023	0.018	0.8	4.2	0	0		0	0	34
16	35	15:24	10/17/2016	1475 - 1480 secs.	0.025	0.005	2.3	2.7	5	0.025	0.005	2.3	2.7	0	0		0	0	35
17	36	16:08	10/17/2016	1475 - 1480 secs.	0.183	0.054	4.1	0.9	5	0.183	0.054	4.1	0.9	0	0		0	0	36
18	37	16:08	10/17/2016	1475 - 1480 secs.	0.305	0.07	5	0	5	0.305	0.07	5	0	0	0		0	0	37
19	38	16:09	10/17/2016	1475 - 1480 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	1475 - 1480 secs.	0.411	0.088	5	0	2.2	0.237	0.115	2.2	0	2.8	0.174	0.066	2.8	0	39
1	20	13:19	10/17/2016	1480 - 1485 secs.	0.087	0.033	1.9	3.1	5	0.087	0.033	1.9	3.1	0	0		0	0	20
2	21	13:19	10/17/2016	1480 - 1485 secs.	0.19	0.057	5	0	5	0.19	0.057	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1480 - 1485 secs.	0.056	0.039	3.1	1.9	4.7	0.056	0.034	3.1	1.6	0.3	0	0.122	0	0.3	22
4	23	13:20	10/17/2016	1480 - 1485 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1480 - 1485 secs.	0	0.004	0	5	5	0	0.004	0	5	0	0		0	0	24
6	25	14:04	10/17/2016	1480 - 1485 secs.	0.206	0.052	5	0	5	0.206	0.052	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	1480 - 1485 secs.	0.046	0.024	2.1	2.9	5	0.046	0.024	2.1	2.9	0	0		0	0	26
8	27	14:04	10/17/2016	1480 - 1485 secs.	0	0.009	0	5	5	0	0.009	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1480 - 1485 secs.	0.141	0.067	5	0	4.1	0.115	0.058	4.1	0	0.9	0.026	0.11	0.9	0	28
10	29	14:43	10/17/2016	1480 - 1485 secs.	0.172	0.048	5	0	5	0.172	0.048	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1480 - 1485 secs.	0.22	0.069	5	0	4.8	0.194	0.054	4.8	0	0.2	0.025	0.398	0.2	0	30
12	31	14:44	10/17/2016	1480 - 1485 secs.	0.025	0.015	1	4	5	0.025	0	1	4	0	0		0	0	31
13	32	15:23	10/17/2016	1480 - 1485 secs.	0.021	0.019	0.1	4.9	5	0.021	0.011	0.1	4.9	0	0		0	0	32
14	33	15:23	10/17/2016	1480 - 1485 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	33
15	34	15:24	10/17/2016	1480 - 1485 secs.	0.12	0.048	3.7	1.3	5	0.12	0.048	3.7	1.3	0	0		0	0	34
16	35	15:24	10/17/2016	1480 - 1485 secs.	0.105	0.021	1.5	3.5	5	0.105	0.021	1.5	3.5	0	0		0	0	35
17	36	16:08	10/17/2016	1480 - 1485 secs.	0.279	0.058	5	0	5	0.279	0.058	5	0	0	0		0	0	36
18	37	16:08	10/17/2016	1480 - 1485 secs.	0.328	0.076	5	0	5	0.328	0.076	5	0	0	0		0	0	37
19	38	16:09	10/17/2016	1480 - 1485 secs.	0	0	0.1	4.9	5	0	0	0.1	4.9	0	0		0	0	38
20	39	16:09	10/17/2016	1480 - 1485 secs.	0.406	0.099	4.3	0.7	5	0.406	0.099	4.3	0.7	0	0		0	0	39
1	20	13:19	10/17/2016	1485 - 1490 secs.	0.171	0.043	4.3	0.8	5	0.171	0.043	4.3	0.8	0	0		0	0	20
2	21	13:19	10/17/2016	1485 - 1490 secs.	0.095	0.02	0.9	4.1	5	0.095	0.02	0.9	4.1	0	0		0	0	21
3	22	13:20	10/17/2016	1485 - 1490 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	1485 - 1490 secs.	0	0	0.6	4.4	5	0	0	0.6	4.4	0	0		0	0	23
5	24	14:03	10/17/2016	1485 - 1490 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	24
6	25	14:04	10/17/2016	1485 - 1490 secs.	0.045	0.01	2.3	2.7	5	0.045	0.01	2.3	2.7	0	0		0	0	25
7	26	14:04	10/17/2016	1485 - 1490 secs.	0.023	0.005	1.4	3.6	5	0.023	0.005	1.4	3.6	0	0		0	0	26
8	27	14:04	10/17/2016	1485 - 1490 secs.	0.073	0.019	0.4	4.6	5	0.073	0.019	0.4	4.6	0	0		0	0	27
9	28	14:43	10/17/2016	1485 - 1490 secs.	0.46	0.099	5	0	1.3	0.103	0.117	1.3	0	3.7	0.357	0.092	3.7	0	28
10	29	14:43	10/17/2016	1485 - 1490 secs.	0.072	0.024	5	0	5	0.072	0.024	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1485 - 1490 secs.	0.301	0.081	5	0	1.6	0.058	0.085	1.6	0	3.4	0.243	0.079	3.4	0	30
12	31	14:44	10/17/2016	1485 - 1490 secs.	0.13	0.04	3.8	1.2	5	0.13	0.04	3.8	1.2	0	0		0	0	31
13	32	15:23	10/17/2016	1485 - 1490 secs.	0	0.013	0	5	5	0	0.013	0	5	0	0		0	0	32
14	33	15:23	10/17/2016	1485 - 1490 secs.	0.113	0.04	3.3	1.7	0	0		0	0	5	0.113	0.04	3.3	1.7	33
15	34	15:24	10/17/2016	1485 - 1490 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	34
16	35	15:24	10/17/2016	1485 - 1490 secs.	0.167	0.04	5	0	5	0.167	0.04	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1485 - 1490 secs.	0.073	0.033	2.4	2.6	5	0.073	0.028	2.4	2.6	0	0		0	0	36
18	37	16:08	10/17/2016	1485 - 1490 secs.	0.027	0.019	2.4	2.6	5	0.027	0.019	2.4	2.6	0	0		0	0	37
19	38	16:09	10/17/2016	1485 - 1490 secs.	0	0	0.1	4.9	5	0	0	0.1	4.9	0	0		0	0	38
20	39	16:09	10/17/2016	1485 - 1490 secs.	0.048	0.025	1.2	3.8	5	0.048	0.025	1.2	3.8	0	0		0	0	39
1	20	13:19	10/17/2016	1490 - 1495 secs.	0.063	0.027	2.7	2.4	5	0.063	0.027	2.7	2.4	0	0		0	0	20
2	21	13:19	10/17/2016	1490 - 1495 secs.	0.199	0.044	5	0	5	0.199	0.044	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1490 - 1495 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	1490 - 1495 secs.	0.025	0.005	0	5	5	0.025	0.005	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1490 - 1495 secs.	0	0.009	0.1	4.9	5	0	0.009	0.1	4.9	0	0		0	0	24
6	25	14:04	10/17/2016	1490 - 1495 secs.	0	0.012	2.4	2.6	5	0	0.012	2.4	2.6	0	0		0	0	25
7	26	14:04	10/17/2016	1490 - 1495 secs.	0.231	0.051	5	0	5	0.231	0.051	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1490 - 1495 secs.	0.16	0.032	1.1	3.9	5	0.16	0.032	1.1	3.9	0	0		0	0	27
9	28	14:43	10/17/2016	1490 - 1495 secs.	0.047	0.015	5	0	5	0.047	0.015	5	0	0	0		0	0	28
10	29	14:43	10/17/2016	1490 - 1495 secs.	0.054	0.031	1.8	3.2	5	0.054	0.031	1.8	3.2	0	0		0	0	29
11	30	14:44	10/17/2016	1490 - 1495 secs.	0.19	0.046	3.5	1.5	0	0		0	0	5	0.19	0.046	3.5	1.5	30
12	31	14:44	10/17/2016	1490 - 1495 secs.	0.053	0.026	2.1	2.9	0.7	0.027	0.038	0.7	0	4.3	0.025	0.023	1.4	2.9	31
13	32	15:23	10/17/2016	1490 - 1495 secs.	0	0.009	0.1	4.9	5	0	0.009	0.1	4.9	0	0		0	0	32
14	33	15:23	10/17/2016	1490 - 1495 secs.	0.206	0.053	4.6	0.4	4.5	0.158	0.059	4.1	0.4	0.5	0.048	0	0.5	0	33
15	34	15:24	10/17/2016	1490 - 1495 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	34
16	35	15:24	10/17/2016	1490 - 1495 secs.	0.078	0.026	5	0	5	0.078	0.026	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1490 - 1495 secs.	0.507	0.122	5	0	5	0.507	0.111	5	0	0	0	2.012	0	0	36
18	37	16:08	10/17/2016	1490 - 1495 secs.	0.312	0.071	4.6	0.4	3.2	0.192	0.065	2.7	0.4	1.8	0.12	0.08	1.8	0	37
19	38	16:09	10/17/2016	1490 - 1495 secs.	0.028	0	1.3	3.7	5	0.028	0	1.3	3.7	0	0		0	0	38
20	39	16:09	10/17/2016	1490 - 1495 secs.	0.068	0.025	1.4	3.6	5	0.068	0.015	1.4	3.6	0	0		0	0	39
1	20	13:19	10/17/2016	1495 - 1500 secs.	0.087	0.025	2.5	2.5	5	0.087	0.025	2.5	2.5	0	0		0	0	20
2	21	13:19	10/17/2016	1495 - 1500 secs.	0.093	0.026	5	0	5	0.093	0.026	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1495 - 1500 secs.	0	0.01	0	5	5	0	0	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	1495 - 1500 secs.	0	0.011	0	5	5	0	0.011	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1495 - 1500 secs.	0	0.009	0	5	5	0	0	0	5	0	0		0	0	24
6	25	14:04	10/17/2016	1495 - 1500 secs.	0.471	0.113	4.2	0.8	4.1	0.265	0.092	3.3	0.8	0.9	0.206	0.206	0.9	0	25
7	26	14:04	10/17/2016	1495 - 1500 secs.	0.204	0.049	5	0	5	0.204	0.049	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1495 - 1500 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1495 - 1500 secs.	0.338	0.079	5	0	5	0.338	0.079	5	0	0	0		0	0	28
10	29	14:43	10/17/2016	1495 - 1500 secs.	0.229	0.046	2	3	5	0.229	0.046	2	3	0	0		0	0	29
11	30	14:44	10/17/2016	1495 - 1500 secs.	0.146	0.028	1.9	3.1	1.3	0.056	0.083	0.3	1	3.7	0.09	0.01	1.6	2.1	30
12	31	14:44	10/17/2016	1495 - 1500 secs.	0.276	0.059	2.5	2.5	1.8	0.187	0.121	1.8	0	3.2	0.089	0.024	0.7	2.5	31
13	32	15:23	10/17/2016	1495 - 1500 secs.	0	0.005	0.1	4.9	5	0	0.005	0.1	4.9	0	0		0	0	32
14	33	15:23	10/17/2016	1495 - 1500 secs.	0.072	0.024	3.2	1.8	5	0.072	0.024	3.2	1.8	0	0		0	0	33
15	34	15:24	10/17/2016	1495 - 1500 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	34
16	35	15:24	10/17/2016	1495 - 1500 secs.	0.612	0.13	5	0	5	0.612	0.13	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1495 - 1500 secs.	0.185	0.046	3.9	1.1	3.8	0.162	0.054	2.7	1.1	1.2	0.023	0.019	1.2	0	36
18	37	16:08	10/17/2016	1495 - 1500 secs.	0.14	0.035	1.4	3.6	4.4	0.054	0.022	0.8	3.6	0.6	0.086	0.131	0.6	0	37
19	38	16:09	10/17/2016	1495 - 1500 secs.	0.025	0.006	1.4	3.6	5	0.025	0.006	1.4	3.6	0	0		0	0	38
20	39	16:09	10/17/2016	1495 - 1500 secs.	0.187	0.057	5	0	2.7	0.116	0.029	2.7	0	2.3	0.071	0.091	2.3	0	39
1	20	13:19	10/17/2016	1500 - 1505 secs.	0.021	0.027	5	0	5	0.021	0.027	5	0	0	0		0	0	20
2	21	13:19	10/17/2016	1500 - 1505 secs.	0.093	0.024	1.9	3.1	5	0.093	0.024	1.9	3.1	0	0		0	0	21
3	22	13:20	10/17/2016	1500 - 1505 secs.	0	0.005	0	5	5	0	0	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	1500 - 1505 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1500 - 1505 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	24
6	25	14:04	10/17/2016	1500 - 1505 secs.	0.186	0.049	5	0	4.7	0.165	0.043	4.7	0	0.3	0.02	0.133	0.3	0	25
7	26	14:04	10/17/2016	1500 - 1505 secs.	0.465	0.1	5	0	5	0.465	0.1	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1500 - 1505 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1500 - 1505 secs.	0.394	0.099	5	0	5	0.394	0.099	5	0	0	0		0	0	28
10	29	14:43	10/17/2016	1500 - 1505 secs.	0.251	0.061	5	0	5	0.251	0.061	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1500 - 1505 secs.	0.356	0.086	3.2	1.8	2.5	0.053	0.032	0.7	1.8	2.5	0.303	0.141	2.5	0	30
12	31	14:44	10/17/2016	1500 - 1505 secs.	0.139	0.05	5	0	4.8	0.112	0.04	4.8	0	0.2	0.027	0.25	0.2	0	31
13	32	15:23	10/17/2016	1500 - 1505 secs.	0.284	0.076	4.2	0.8	3.3	0.066	0.035	2.5	0.8	1.7	0.218	0.156	1.7	0	32
14	33	15:23	10/17/2016	1500 - 1505 secs.	0.045	0.014	3.7	1.3	5	0.045	0.014	3.7	1.3	0	0		0	0	33
15	34	15:24	10/17/2016	1500 - 1505 secs.	0	0.007	0	5	5	0	0.007	0	5	0	0		0	0	34
16	35	15:24	10/17/2016	1500 - 1505 secs.	0.094	0.017	1.4	3.6	5	0.094	0.017	1.4	3.6	0	0		0	0	35
17	36	16:08	10/17/2016	1500 - 1505 secs.	0.155	0.032	3.1	1.9	5	0.155	0.032	3.1	1.9	0	0		0	0	36
18	37	16:08	10/17/2016	1500 - 1505 secs.	0.09	0.038	3.5	1.5	3.2	0.045	0.042	3.2	0	1.8	0.045	0.032	0.3	1.5	37
19	38	16:09	10/17/2016	1500 - 1505 secs.	0	0.011	0.1	4.9	5	0	0.011	0.1	4.9	0	0		0	0	38
20	39	16:09	10/17/2016	1500 - 1505 secs.	0.459	0.103	5	0	2.5	0.16	0.094	2.5	0	2.5	0.299	0.112	2.5	0	39
1	20	13:19	10/17/2016	1505 - 1510 secs.	0.244	0.056	5	0	5	0.244	0.056	5	0	0	0		0	0	20
2	21	13:19	10/17/2016	1505 - 1510 secs.	0.05	0.014	1.3	3.7	1.6	0.05	0.029	1.2	0.4	3.4	0	0.007	0.1	3.3	21
3	22	13:20	10/17/2016	1505 - 1510 secs.	0	0.009	0.1	4.9	5	0	0	0.1	4.9	0	0		0	0	22
4	23	13:20	10/17/2016	1505 - 1510 secs.	0.057	0.025	2.4	2.6	5	0.057	0.015	2.4	2.6	0	0		0	0	23
5	24	14:03	10/17/2016	1505 - 1510 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	24
6	25	14:04	10/17/2016	1505 - 1510 secs.	0.02	0.017	1	4	0	0		0	0	5	0.02	0.017	1	4	25
7	26	14:04	10/17/2016	1505 - 1510 secs.	0.192	0.05	5	0	5	0.192	0.05	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1505 - 1510 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1505 - 1510 secs.	0.023	0.024	0.8	4.2	5	0.023	0.024	0.8	4.2	0	0		0	0	28
10	29	14:43	10/17/2016	1505 - 1510 secs.	0.391	0.095	5	0	5	0.391	0.095	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1505 - 1510 secs.	0.343	0.077	5	0	4.8	0.306	0.079	4.8	0	0.2	0.037	0	0.2	0	30
12	31	14:44	10/17/2016	1505 - 1510 secs.	0.333	0.074	5	0	2.9	0.078	0.037	2.9	0	2.1	0.256	0.127	2.1	0	31
13	32	15:23	10/17/2016	1505 - 1510 secs.	0.34	0.08	5	0	4.2	0.246	0.078	4.2	0	0.8	0.094	0.093	0.8	0	32
14	33	15:23	10/17/2016	1505 - 1510 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	33
15	34	15:24	10/17/2016	1505 - 1510 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	34
16	35	15:24	10/17/2016	1505 - 1510 secs.	0.025	0.005	1.2	3.8	5	0.025	0.005	1.2	3.8	0	0		0	0	35
17	36	16:08	10/17/2016	1505 - 1510 secs.	0.148	0.029	5	0	5	0.148	0.029	5	0	0	0		0	0	36
18	37	16:08	10/17/2016	1505 - 1510 secs.	0.147	0.043	3.7	1.3	0	0		0	0	5	0.147	0.043	3.7	1.3	37
19	38	16:09	10/17/2016	1505 - 1510 secs.	0.051	0.034	2.8	2.2	5	0.051	0.034	2.8	2.2	0	0		0	0	38
20	39	16:09	10/17/2016	1505 - 1510 secs.	0.623	0.13	5	0	4.2	0.436	0.11	4.2	0	0.8	0.187	0.228	0.8	0	39
1	20	13:19	10/17/2016	1510 - 1515 secs.	0.117	0.03	2.6	2.4	5	0.117	0.03	2.6	2.4	0	0		0	0	20
2	21	13:19	10/17/2016	1510 - 1515 secs.	0.165	0.043	4.9	0.1	2.6	0.07	0.046	2.6	0	2.4	0.095	0.04	2.3	0.1	21
3	22	13:20	10/17/2016	1510 - 1515 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	1510 - 1515 secs.	0.025	0.011	1.9	3.1	5	0.025	0	1.9	3.1	0	0		0	0	23
5	24	14:03	10/17/2016	1510 - 1515 secs.	0.153	0.033	2.6	2.4	4.7	0.124	0.021	2.4	2.4	0.3	0.028	0.241	0.3	0	24
6	25	14:04	10/17/2016	1510 - 1515 secs.	0.02	0.023	2.3	2.7	3.7	0.02	0	1	2.7	1.3	0	0.086	1.3	0	25
7	26	14:04	10/17/2016	1510 - 1515 secs.	0.118	0.03	4.3	0.7	5	0.118	0.03	4.3	0.7	0	0		0	0	26
8	27	14:04	10/17/2016	1510 - 1515 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1510 - 1515 secs.	0.425	0.085	4.9	0.1	4.5	0.319	0.076	4.5	0.1	0.5	0.106	0.179	0.5	0	28
10	29	14:43	10/17/2016	1510 - 1515 secs.	0.093	0.031	5	0	5	0.093	0.031	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1510 - 1515 secs.	0.162	0.045	3.2	1.8	2.8	0.081	0.029	2.8	0	2.2	0.081	0.065	0.4	1.8	30
12	31	14:44	10/17/2016	1510 - 1515 secs.	0.1	0.025	5	0	0.1	0	0	0.1	0	4.9	0.1	0.026	4.9	0	31
13	32	15:23	10/17/2016	1510 - 1515 secs.	0.108	0.022	2.4	2.6	5	0.108	0.022	2.4	2.6	0	0		0	0	32
14	33	15:23	10/17/2016	1510 - 1515 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	33
15	34	15:24	10/17/2016	1510 - 1515 secs.	0.023	0	2	3	5	0.023	0	2	3	0	0		0	0	34
16	35	15:24	10/17/2016	1510 - 1515 secs.	0.025	0	1.7	3.3	5	0.025	0	1.7	3.3	0	0		0	0	35
17	36	16:08	10/17/2016	1510 - 1515 secs.	0.317	0.076	4.5	0.5	5	0.317	0.076	4.5	0.5	0	0		0	0	36
18	37	16:08	10/17/2016	1510 - 1515 secs.	0.115	0.029	2.8	2.2	3.3	0.048	0.029	1.1	2.2	1.7	0.068	0.027	1.7	0	37
19	38	16:09	10/17/2016	1510 - 1515 secs.	0.051	0.021	3	2	5	0.051	0.021	3	2	0	0		0	0	38
20	39	16:09	10/17/2016	1510 - 1515 secs.	0.566	0.125	5	0	3.7	0.434	0.129	3.7	0	1.3	0.132	0.113	1.3	0	39
1	20	13:19	10/17/2016	1515 - 1520 secs.	0	0.018	0.1	4.9	5	0	0.018	0.1	4.9	0	0		0	0	20
2	21	13:19	10/17/2016	1515 - 1520 secs.	0.143	0.033	5	0	5	0.143	0.033	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1515 - 1520 secs.	0	0.006	0	5	5	0	0.006	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	1515 - 1520 secs.	0.281	0.079	4.6	0.4	2.1	0.03	0.026	1.7	0.4	2.9	0.251	0.117	2.9	0	23
5	24	14:03	10/17/2016	1515 - 1520 secs.	0.042	0.024	1.4	3.6	3.3	0.042	0.022	0.6	2.7	1.7	0	0.028	0.8	0.9	24
6	25	14:04	10/17/2016	1515 - 1520 secs.	0.367	0.076	5	0	2	0.09	0.043	2	0	3	0.276	0.099	3	0	25
7	26	14:04	10/17/2016	1515 - 1520 secs.	0.188	0.046	3.3	1.7	5	0.188	0.046	3.3	1.7	0	0		0	0	26
8	27	14:04	10/17/2016	1515 - 1520 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1515 - 1520 secs.	0.362	0.094	5	0	4.7	0.291	0.09	4.7	0	0.3	0.07	0.157	0.3	0	28
10	29	14:43	10/17/2016	1515 - 1520 secs.	0.158	0.054	4.1	0.9	5	0.158	0.048	4.1	0.9	0	0		0	0	29
11	30	14:44	10/17/2016	1515 - 1520 secs.	0.262	0.057	3.4	1.6	3.1	0.178	0.06	3.1	0	1.9	0.083	0.054	0.3	1.6	30
12	31	14:44	10/17/2016	1515 - 1520 secs.	0.126	0.031	5	0	0	0		0	0	5	0.126	0.031	5	0	31
13	32	15:23	10/17/2016	1515 - 1520 secs.	0	0.009	0.1	4.9	5	0	0.005	0.1	4.9	0	0		0	0	32
14	33	15:23	10/17/2016	1515 - 1520 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	33
15	34	15:24	10/17/2016	1515 - 1520 secs.	0	0	1.7	3.3	5	0	0	1.7	3.3	0	0		0	0	34
16	35	15:24	10/17/2016	1515 - 1520 secs.	0	0.01	0	5	5	0	0.01	0	5	0	0		0	0	35
17	36	16:08	10/17/2016	1515 - 1520 secs.	0.317	0.077	2.9	2.1	5	0.317	0.077	2.9	2.1	0	0		0	0	36
18	37	16:08	10/17/2016	1515 - 1520 secs.	0.156	0.04	2.7	2.3	2.7	0.133	0.057	2.7	0	2.3	0.023	0.021	0.1	2.3	37
19	38	16:09	10/17/2016	1515 - 1520 secs.	0.269	0.058	5	0	5	0.269	0.058	5	0	0	0		0	0	38
20	39	16:09	10/17/2016	1515 - 1520 secs.	0.635	0.133	5	0	2.1	0.338	0.181	2.1	0	2.9	0.297	0.1	2.9	0	39
1	20	13:19	10/17/2016	1520 - 1525 secs.	0	0.018	0.1	4.9	5	0	0.018	0.1	4.9	0	0		0	0	20
2	21	13:19	10/17/2016	1520 - 1525 secs.	0.21	0.052	5	0	3.6	0.138	0.045	3.6	0	1.4	0.072	0.07	1.4	0	21
3	22	13:20	10/17/2016	1520 - 1525 secs.	0	0.007	0	5	5	0	0.007	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	1520 - 1525 secs.	0.11	0.043	5	0	0	0		0	0	5	0.11	0.031	5	0	23
5	24	14:03	10/17/2016	1520 - 1525 secs.	0.042	0.013	0.3	4.7	0.5	0.021	0.048	0.3	0.2	4.5	0.021	0.009	0	4.5	24
6	25	14:04	10/17/2016	1520 - 1525 secs.	0.181	0.048	2.5	2.5	5	0.181	0.048	2.5	2.5	0	0		0	0	25
7	26	14:04	10/17/2016	1520 - 1525 secs.	0.023	0.019	0.4	4.6	5	0.023	0.019	0.4	4.6	0	0		0	0	26
8	27	14:04	10/17/2016	1520 - 1525 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1520 - 1525 secs.	0.204	0.052	1.8	3.2	5	0.204	0.052	1.8	3.2	0	0		0	0	28
10	29	14:43	10/17/2016	1520 - 1525 secs.	0.097	0.029	3.1	1.9	5	0.097	0.029	3.1	1.9	0	0		0	0	29
11	30	14:44	10/17/2016	1520 - 1525 secs.	0	0.021	5	0	5	0	0.021	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1520 - 1525 secs.	0.075	0.015	2.7	2.3	0	0		0	0	5	0.075	0.015	2.7	2.3	31
13	32	15:23	10/17/2016	1520 - 1525 secs.	0	0.024	0	5	5	0	0.024	0	5	0	0		0	0	32
14	33	15:23	10/17/2016	1520 - 1525 secs.	0	0.011	0	5	5	0	0.011	0	5	0	0		0	0	33
15	34	15:24	10/17/2016	1520 - 1525 secs.	0	0.015	0	5	5	0	0.015	0	5	0	0		0	0	34
16	35	15:24	10/17/2016	1520 - 1525 secs.	0.03	0.012	0.7	4.3	5	0.03	0.012	0.7	4.3	0	0		0	0	35
17	36	16:08	10/17/2016	1520 - 1525 secs.	0.094	0.039	5	0	5	0.094	0.039	5	0	0	0		0	0	36
18	37	16:08	10/17/2016	1520 - 1525 secs.	0.339	0.076	4.3	0.7	3.1	0.21	0.086	3.1	0	1.9	0.129	0.062	1.2	0.7	37
19	38	16:09	10/17/2016	1520 - 1525 secs.	0.109	0.037	1.6	3.4	5	0.109	0.037	1.6	3.4	0	0		0	0	38
20	39	16:09	10/17/2016	1520 - 1525 secs.	0.121	0.049	4.4	0.6	5	0.121	0.049	4.4	0.6	0	0		0	0	39
1	20	13:19	10/17/2016	1525 - 1530 secs.	0.216	0.062	1.9	3.1	3.9	0.12	0.037	0.8	3.1	1.1	0.096	0.146	1.1	0	20
