Test	Animal	Treatment	Code	Apparatus	Time	Animal notes	Segment of test	WholeArena : time	WholeArena : distance	WholeArena : average speed	WholeArena : time mobile	WholeArena : time immobile	WholeArena : immobile episodes	Edge10cm : time	Edge10cm : distance	Edge10cm : time mobile	Edge10cm : time immobile	Edge10cm : immobile episodes	Edge10cm : freezing episodes	Edge10cm : time freezing	Center30cm : time	Center30cm : distance	Center30cm : time mobile	Center30cm : time immobile	Center30cm : freezing episodes	Center30cm : time freezing	ID	DOB	Group
1	1	A	A	Field1	14:19		55 - 60 secs.	5.0	0.000	0.007	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	3	3.9	1		irrad
1	1	A	A	Field1	14:19		60 - 65 secs.	5.0	0.000	0.004	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	3	4.4	1		irrad
1	1	A	A	Field1	14:19		65 - 70 secs.	5.0	0.000	0.013	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	3	4.1	1		irrad
1	1	A	A	Field1	14:19		70 - 75 secs.	5.0	0.000	0.016	0.1	4.9	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.1	4.9	2	3.5	1		irrad
1	1	A	A	Field1	14:19		75 - 80 secs.	5.0	0.078	0.025	1.3	3.7	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.078	1.3	3.7	1	2.2	1		irrad
1	1	A	A	Field1	14:19		80 - 85 secs.	5.0	0.215	0.069	3.6	1.4	1	2.4	0.156	2.4	0.0	0	0	0.0	2.6	0.058	1.2	1.4	1	0.5	1		irrad
1	1	A	A	Field1	14:19		85 - 90 secs.	5.0	0.056	0.016	2.7	2.3	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.056	2.7	2.3	3	2.3	1		irrad
1	1	A	A	Field1	14:19		90 - 95 secs.	5.0	0.275	0.079	5.0	0.0	0	3.4	0.217	3.4	0.0	0	0	0.0	1.6	0.058	1.6	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		95 - 100 secs.	5.0	0.067	0.029	1.3	3.7	1	4.7	0.049	1.0	3.7	1	2	2.3	0.3	0.018	0.3	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		100 - 105 secs.	5.0	0.000	0.013	1.7	3.3	0	4.6	0.000	1.3	3.3	0	1	1.2	0.4	0.000	0.4	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		105 - 110 secs.	5.0	0.037	0.023	1.9	3.1	1	5.0	0.037	1.9	3.1	1	3	2.9	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		110 - 115 secs.	5.0	0.000	0.000	0.0	5.0	0	5.0	0.000	0.0	5.0	0	2	4.4	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		115 - 120 secs.	5.0	0.136	0.051	3.3	1.7	1	5.0	0.136	3.3	1.7	1	0	0.6	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		120 - 125 secs.	5.0	0.064	0.029	1.1	3.9	0	5.0	0.064	1.1	3.9	0	1	1.7	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		125 - 130 secs.	5.0	0.260	0.058	5.0	0.0	0	0.1	0.000	0.1	0.0	0	0	0.0	5.0	0.260	5.0	0.0	1	1.1	1		irrad
1	1	A	A	Field1	14:19		130 - 135 secs.	5.0	0.138	0.054	3.0	2.0	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.138	3.0	2.0	1	1.0	1		irrad
1	1	A	A	Field1	14:19		135 - 140 secs.	5.0	0.000	0.003	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	2	4.1	1		irrad
1	1	A	A	Field1	14:19		140 - 145 secs.	5.0	0.000	0.010	0.7	4.3	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.7	4.3	2	2.7	1		irrad
1	1	A	A	Field1	14:19		145 - 150 secs.	5.0	0.000	0.018	0.5	4.5	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.5	4.5	3	3.0	1		irrad
1	1	A	A	Field1	14:19		150 - 155 secs.	5.0	0.000	0.012	0.1	4.9	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.1	4.9	1	3.3	1		irrad
1	1	A	A	Field1	14:19		155 - 160 secs.	5.0	0.017	0.018	0.0	5.0	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.017	0.0	5.0	2	3.3	1		irrad
1	1	A	A	Field1	14:19		160 - 165 secs.	5.0	0.017	0.004	0.2	4.8	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.017	0.2	4.8	2	4.1	1		irrad
1	1	A	A	Field1	14:19		165 - 170 secs.	5.0	0.105	0.041	2.3	2.7	0	0.7	0.000	0.7	0.0	0	0	0.0	4.4	0.105	1.6	2.7	2	1.7	1		irrad
1	1	A	A	Field1	14:19		170 - 175 secs.	5.0	0.119	0.038	2.1	2.9	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.119	2.1	2.9	1	0.7	1		irrad
1	1	A	A	Field1	14:19		175 - 180 secs.	5.0	0.211	0.070	5.0	0.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.211	5.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		180 - 185 secs.	5.0	0.043	0.022	3.7	1.4	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.043	3.7	1.4	3	2.8	1		irrad
1	1	A	A	Field1	14:19		185 - 190 secs.	5.0	0.000	0.007	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	1	4.0	1		irrad
1	1	A	A	Field1	14:19		190 - 195 secs.	5.0	0.017	0.012	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.017	0.0	5.0	3	3.2	1		irrad
1	1	A	A	Field1	14:19		195 - 200 secs.	5.0	0.019	0.008	0.5	4.5	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.019	0.5	4.5	2	3.4	1		irrad
1	1	A	A	Field1	14:19		200 - 205 secs.	5.0	0.020	0.014	2.8	2.3	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.020	2.8	2.3	1	2.4	1		irrad
1	1	A	A	Field1	14:19		205 - 210 secs.	5.0	0.000	0.007	1.3	3.7	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	1.3	3.7	2	4.4	1		irrad
1	1	A	A	Field1	14:19		210 - 215 secs.	5.0	0.000	0.003	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	1	4.6	1		irrad
1	1	A	A	Field1	14:19		215 - 220 secs.	5.0	0.000	0.012	0.1	4.9	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.1	4.9	2	3.5	1		irrad
1	1	A	A	Field1	14:19		220 - 225 secs.	5.0	0.101	0.031	3.2	1.8	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.101	3.2	1.8	1	1.5	1		irrad
1	1	A	A	Field1	14:19		225 - 230 secs.	5.0	0.147	0.049	2.5	2.5	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.147	2.5	2.5	1	1.1	1		irrad
1	1	A	A	Field1	14:19		230 - 235 secs.	5.0	0.019	0.012	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.019	0.0	5.0	3	2.7	1		irrad
1	1	A	A	Field1	14:19		235 - 240 secs.	5.0	0.019	0.015	0.2	4.8	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.019	0.2	4.8	1	3.2	1		irrad
1	1	A	A	Field1	14:19		240 - 245 secs.	5.0	0.019	0.012	0.9	4.1	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.019	0.9	4.1	4	2.2	1		irrad
1	1	A	A	Field1	14:19		245 - 250 secs.	5.0	0.274	0.071	2.8	2.2	1	1.1	0.044	1.1	0.0	0	0	0.0	3.9	0.230	1.8	2.2	2	1.1	1		irrad
1	1	A	A	Field1	14:19		250 - 255 secs.	5.0	0.359	0.099	5.0	0.0	0	3.6	0.208	3.6	0.0	0	0	0.0	1.4	0.151	1.4	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		255 - 260 secs.	5.0	0.351	0.091	5.0	0.0	0	4.4	0.310	4.4	0.0	0	0	0.0	0.6	0.041	0.6	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		260 - 265 secs.	5.0	0.080	0.020	1.5	3.5	1	5.0	0.080	1.5	3.5	1	2	2.4	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		265 - 270 secs.	5.0	0.162	0.060	5.0	0.0	0	4.9	0.162	4.9	0.0	0	1	0.7	0.1	0.000	0.1	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		270 - 275 secs.	5.0	0.111	0.046	3.3	1.7	1	4.6	0.111	3.3	1.3	2	2	1.0	0.4	0.000	0.0	0.4	0	0.0	1		irrad
1	1	A	A	Field1	14:19		275 - 280 secs.	5.0	0.368	0.086	4.2	0.8	0	3.3	0.097	2.5	0.8	0	0	0.6	1.7	0.271	1.7	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		280 - 285 secs.	5.0	0.582	0.127	5.0	0.0	0	2.9	0.284	2.9	0.0	0	0	0.0	2.1	0.298	2.1	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		285 - 290 secs.	5.0	0.269	0.085	5.0	0.0	0	5.0	0.269	5.0	0.0	0	0	0.0	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		290 - 295 secs.	5.0	0.168	0.064	5.0	0.0	0	5.0	0.168	5.0	0.0	0	0	0.0	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		295 - 300 secs.	5.0	0.105	0.040	5.0	0.0	0	5.0	0.105	5.0	0.0	0	1	0.5	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		300 - 305 secs.	5.0	0.345	0.083	5.0	0.0	0	5.0	0.345	5.0	0.0	0	1	0.8	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		305 - 310 secs.	5.0	0.297	0.082	5.0	0.0	0	5.0	0.297	5.0	0.0	0	1	0.7	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		310 - 315 secs.	5.0	0.434	0.117	5.0	0.0	0	4.6	0.417	4.6	0.0	0	0	0.0	0.4	0.017	0.4	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		315 - 320 secs.	5.0	0.274	0.076	5.0	0.0	0	4.7	0.212	4.7	0.0	0	0	0.0	0.3	0.061	0.3	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		320 - 325 secs.	5.0	0.359	0.091	2.9	2.2	1	3.1	0.131	1.0	2.2	1	2	1.5	1.9	0.228	1.9	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		325 - 330 secs.	5.0	0.222	0.064	5.0	0.0	0	4.3	0.174	4.3	0.0	0	0	0.0	0.7	0.048	0.7	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		330 - 335 secs.	5.0	0.351	0.099	4.9	0.1	1	4.6	0.276	4.6	0.0	0	1	0.4	0.4	0.075	0.3	0.1	0	0.0	1		irrad
1	1	A	A	Field1	14:19		335 - 340 secs.	5.0	0.153	0.046	1.7	3.3	0	0.8	0.022	0.8	0.0	0	0	0.0	4.2	0.130	0.9	3.3	2	2.0	1		irrad
1	1	A	A	Field1	14:19		340 - 345 secs.	5.0	0.065	0.027	5.0	0.0	0	5.0	0.065	5.0	0.0	0	1	0.3	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		345 - 350 secs.	5.0	0.300	0.095	5.0	0.0	0	4.3	0.187	4.3	0.0	0	1	0.3	0.7	0.113	0.7	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		350 - 355 secs.	5.0	0.094	0.041	3.4	1.6	1	5.0	0.094	3.4	1.6	1	2	0.6	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		355 - 360 secs.	5.0	0.053	0.025	2.4	2.6	1	5.0	0.053	2.4	2.6	1	1	0.7	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		360 - 365 secs.	5.0	0.140	0.031	2.2	2.8	0	5.0	0.140	2.2	2.8	0	1	1.9	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		365 - 370 secs.	5.0	0.096	0.049	2.7	2.3	1	5.0	0.096	2.7	2.3	1	2	0.9	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		370 - 375 secs.	5.0	0.344	0.087	5.0	0.0	0	4.2	0.272	4.2	0.0	0	0	0.0	0.9	0.071	0.9	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		375 - 380 secs.	5.0	0.000	0.023	1.9	3.1	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	1.9	3.1	4	2.3	1		irrad
1	1	A	A	Field1	14:19		380 - 385 secs.	5.0	0.000	0.011	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	2	3.5	1		irrad
1	1	A	A	Field1	14:19		385 - 390 secs.	5.0	0.017	0.023	0.1	4.9	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.017	0.1	4.9	0	1.9	1		irrad
1	1	A	A	Field1	14:19		390 - 395 secs.	5.0	0.017	0.018	0.7	4.3	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.017	0.7	4.3	2	1.6	1		irrad
1	1	A	A	Field1	14:19		395 - 400 secs.	5.0	0.055	0.019	1.1	3.9	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.055	1.1	3.9	1	1.3	1		irrad
1	1	A	A	Field1	14:19		400 - 405 secs.	5.0	0.000	0.016	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	4	3.0	1		irrad
1	1	A	A	Field1	14:19		405 - 410 secs.	5.0	0.038	0.026	1.9	3.2	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.038	1.9	3.2	2	1.1	1		irrad
1	1	A	A	Field1	14:19		410 - 415 secs.	5.0	0.152	0.038	2.5	2.5	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.152	2.5	2.5	2	2.1	1		irrad
1	1	A	A	Field1	14:19		415 - 420 secs.	5.0	0.093	0.034	5.0	0.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.093	5.0	0.0	2	1.0	1		irrad
1	1	A	A	Field1	14:19		420 - 425 secs.	5.0	0.101	0.044	2.6	2.4	1	4.7	0.049	2.2	2.4	1	2	1.5	0.4	0.052	0.4	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		425 - 430 secs.	5.0	0.325	0.065	5.0	0.0	0	4.7	0.280	4.7	0.0	0	0	0.0	0.3	0.045	0.3	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		430 - 435 secs.	5.0	0.108	0.039	5.0	0.0	0	5.0	0.108	5.0	0.0	0	3	2.3	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		435 - 440 secs.	5.0	0.420	0.101	5.0	0.0	0	4.6	0.319	4.6	0.0	0	1	0.3	0.4	0.101	0.4	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		440 - 445 secs.	5.0	0.466	0.110	5.0	0.0	0	3.9	0.265	3.9	0.0	0	0	0.0	1.1	0.202	1.1	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		445 - 450 secs.	5.0	0.340	0.086	5.0	0.0	0	2.4	0.137	2.4	0.0	0	0	0.0	2.6	0.203	2.6	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		450 - 455 secs.	5.0	0.100	0.041	5.0	0.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.100	5.0	0.0	2	1.5	1		irrad
1	1	A	A	Field1	14:19		455 - 460 secs.	5.0	0.116	0.032	2.1	2.9	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.116	2.1	2.9	1	1.2	1		irrad
1	1	A	A	Field1	14:19		460 - 465 secs.	5.0	0.018	0.015	2.0	3.0	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.018	2.0	3.0	2	2.1	1		irrad
1	1	A	A	Field1	14:19		465 - 470 secs.	5.0	0.017	0.012	1.3	3.7	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.017	1.3	3.7	0	2.8	1		irrad
1	1	A	A	Field1	14:19		470 - 475 secs.	5.0	0.052	0.026	1.6	3.4	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.052	1.6	3.4	2	2.2	1		irrad
1	1	A	A	Field1	14:19		475 - 480 secs.	5.0	0.035	0.024	1.3	3.7	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.035	1.3	3.7	2	1.3	1		irrad
1	1	A	A	Field1	14:19		480 - 485 secs.	5.0	0.018	0.009	0.1	4.9	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.018	0.1	4.9	1	2.4	1		irrad
1	1	A	A	Field1	14:19		485 - 490 secs.	5.0	0.086	0.031	1.4	3.6	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.086	1.4	3.6	1	2.1	1		irrad
1	1	A	A	Field1	14:19		490 - 495 secs.	5.0	0.019	0.030	2.2	2.8	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.019	2.2	2.8	2	1.9	1		irrad
1	1	A	A	Field1	14:19		495 - 500 secs.	5.0	0.000	0.011	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	3	4.4	1		irrad
1	1	A	A	Field1	14:19		500 - 505 secs.	5.0	0.000	0.007	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	2	3.5	1		irrad
1	1	A	A	Field1	14:19		505 - 510 secs.	5.0	0.000	0.004	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	1	4.5	1		irrad
1	1	A	A	Field1	14:19		510 - 515 secs.	5.0	0.017	0.019	2.8	2.2	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.017	2.8	2.2	2	1.3	1		irrad
1	1	A	A	Field1	14:19		515 - 520 secs.	5.0	0.018	0.015	2.1	2.9	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.018	2.1	2.9	2	3.0	1		irrad
1	1	A	A	Field1	14:19		520 - 525 secs.	5.0	0.000	0.012	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	3	3.4	1		irrad
1	1	A	A	Field1	14:19		525 - 530 secs.	5.0	0.094	0.037	2.5	2.5	1	1.7	0.035	1.3	0.4	1	0	0.0	3.3	0.059	1.2	2.1	0	1.9	1		irrad
1	1	A	A	Field1	14:19		530 - 535 secs.	5.0	0.017	0.030	0.1	4.9	1	4.0	0.017	0.1	3.9	2	1	0.3	1.0	0.000	0.0	1.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		535 - 540 secs.	5.0	0.017	0.026	0.1	4.9	1	5.0	0.017	0.1	4.9	1	1	0.3	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		540 - 545 secs.	5.0	0.189	0.049	2.7	2.3	0	2.3	0.019	0.0	2.3	0	1	0.9	2.7	0.170	2.7	0.0	1	0.5	1		irrad
1	1	A	A	Field1	14:19		545 - 550 secs.	5.0	0.073	0.024	1.8	3.2	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.073	1.8	3.2	2	1.5	1		irrad
1	1	A	A	Field1	14:19		550 - 555 secs.	5.0	0.112	0.029	2.4	2.6	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.112	2.4	2.6	2	2.3	1		irrad
1	1	A	A	Field1	14:19		555 - 560 secs.	5.0	0.183	0.063	5.0	0.0	0	1.9	0.067	1.9	0.0	0	0	0.0	3.1	0.117	3.1	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		560 - 565 secs.	5.0	0.138	0.044	3.4	1.6	1	5.0	0.138	3.4	1.6	1	2	1.4	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		565 - 570 secs.	5.0	0.130	0.052	4.3	0.8	0	3.3	0.077	2.5	0.8	0	2	1.4	1.8	0.053	1.8	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		570 - 575 secs.	5.0	0.059	0.032	1.6	3.4	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.059	1.6	3.4	3	1.9	1		irrad
1	1	A	A	Field1	14:19		575 - 580 secs.	5.0	0.321	0.081	4.9	0.1	0	4.3	0.274	4.3	0.0	0	1	0.1	0.7	0.047	0.5	0.1	0	0.0	1		irrad
1	1	A	A	Field1	14:19		580 - 585 secs.	5.0	0.106	0.042	5.0	0.0	0	4.8	0.106	4.8	0.0	0	1	0.9	0.2	0.000	0.2	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		585 - 590 secs.	5.0	0.162	0.038	5.0	0.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.162	5.0	0.0	3	2.1	1		irrad
1	1	A	A	Field1	14:19		590 - 595 secs.	5.0	0.060	0.015	1.5	3.5	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.060	1.5	3.5	3	3.3	1		irrad
1	1	A	A	Field1	14:19		595 - 600 secs.	5.0	0.025	0.033	5.0	0.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.025	5.0	0.0	0	0.8	1		irrad
1	1	A	A	Field1	14:19		600 - 605 secs.	5.0	0.017	0.017	3.4	1.6	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.017	3.4	1.6	2	1.8	1		irrad
1	1	A	A	Field1	14:19		605 - 610 secs.	5.0	0.018	0.010	0.1	4.9	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.018	0.1	4.9	3	3.1	1		irrad
1	1	A	A	Field1	14:19		610 - 615 secs.	5.0	0.000	0.000	0.0	5.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.0	5.0	0	5.0	1		irrad
1	1	A	A	Field1	14:19		615 - 620 secs.	5.0	0.000	0.011	0.7	4.3	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.000	0.7	4.3	1	2.3	1		irrad
1	1	A	A	Field1	14:19		620 - 625 secs.	5.0	0.018	0.008	1.1	3.9	1	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.018	1.1	3.9	1	1.0	1		irrad
1	1	A	A	Field1	14:19		625 - 630 secs.	5.0	0.042	0.035	5.0	0.0	0	0.0	0.000	0.0	0.0	0	0	0.0	5.0	0.042	5.0	0.0	2	0.9	1		irrad
1	1	A	A	Field1	14:19		630 - 635 secs.	5.0	0.060	0.025	4.3	0.7	1	3.9	0.022	3.2	0.7	1	3	1.4	1.1	0.038	1.1	0.0	1	0.3	1		irrad
1	1	A	A	Field1	14:19		635 - 640 secs.	5.0	0.107	0.036	3.1	1.9	0	5.0	0.107	3.1	1.9	0	1	0.4	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		640 - 645 secs.	5.0	0.121	0.031	5.0	0.0	0	5.0	0.121	5.0	0.0	0	2	1.2	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		645 - 650 secs.	5.0	0.237	0.064	5.0	0.0	0	4.4	0.176	4.4	0.0	0	0	0.0	0.6	0.061	0.6	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		650 - 655 secs.	5.0	0.294	0.076	5.0	0.0	0	1.0	0.105	1.0	0.0	0	0	0.0	4.0	0.189	4.0	0.0	2	1.0	1		irrad
1	1	A	A	Field1	14:19		655 - 660 secs.	5.0	0.149	0.036	5.0	0.0	0	5.0	0.149	5.0	0.0	0	2	0.7	0.0	0.000	0.0	0.0	0	0.0	1		irrad
1	1	A	A	Field1	14:19		660 - 665 secs.	5.0	0.108	0.041	1.8	3.2	1	2.1	0.108	1.8	0.3	1	1	0.4	2.9	0.000	0.0	2.9	2	1.4	1		irrad
1	1	A	A	Field1	14:19		665 - 670 secs.	5.0	0.017	0.018	1.5	3.5	0	1.7	0.017	1.5	0.2	1	0	0.0	3.3	0.000	0.0	3.3	2	2.5	1		irrad
