Test	Animal	Treatment	Code	Stage	Trial	Apparatus	Segment of test	Distance	Mean speed	Time mobile	Time immobile	A : entries	A : time	A : distance	A : mean distance from	A : mean distance to border	B : entries	B : time	B : distance	B : mean distance from	B : mean distance to border	C : entries	C : time	C : distance	C : mean distance from	C : mean distance to border	A0 : entries	A0 : time	A0 : distance	A0 : mean distance from	A0 : mean distance to border	Center : entries	Center : time	Center : distance	Center : mean distance from	Center : mean distance to border	Group	ID
7	7	A	A	First stage	1	Y Maze Wolff	36 - 37 secs.	0.070	0.070	1.0	0.0	0	1.0	0.070		0.026	0	0.0	0.000	0.143		0	0.0	0.000	0.148		0	0.0	0.000	0.210		0	0.0	0.000	0.089		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	37 - 38 secs.	0.074	0.074	1.0	0.0	0	1.0	0.074		0.029	0	0.0	0.000	0.217		0	0.0	0.000	0.220		0	0.0	0.000	0.137		0	0.0	0.000	0.162		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	38 - 39 secs.	0.047	0.047	1.0	0.0	0	1.0	0.047		0.031	0	0.0	0.000	0.270		0	0.0	0.000	0.271		0	0.0	0.000	0.085		0	0.0	0.000	0.215		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	39 - 40 secs.	0.020	0.020	0.1	0.9	0	1.0	0.020		0.035	0	0.0	0.000	0.312		0	0.0	0.000	0.310		0	0.0	0.000	0.044		0	0.0	0.000	0.256		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	40 - 41 secs.	0.020	0.020	0.0	1.0	0	1.0	0.020		0.029	0	0.0	0.000	0.327		0	0.0	0.000	0.321		0	0.0	0.000	0.031		0	0.0	0.000	0.269		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	41 - 42 secs.	0.060	0.060	0.8	0.2	0	0.7	0.060	0.030	0.029	0	0.0	0.000	0.346		0	0.0	0.000	0.343		1	0.3	0.000	0.030	0.028	0	0.0	0.000	0.289		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	42 - 43 secs.	0.020	0.020	0.5	0.5	0	0.0	0.000	0.049		0	0.0	0.000	0.402		0	0.0	0.000	0.402		0	1.0	0.020		0.033	0	0.0	0.000	0.346		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	43 - 44 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.049		0	0.0	0.000	0.403		0	0.0	0.000	0.401		0	1.0	0.000		0.035	0	0.0	0.000	0.346		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	44 - 45 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.049		0	0.0	0.000	0.400		0	0.0	0.000	0.402		0	1.0	0.000		0.031	0	0.0	0.000	0.345		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	45 - 46 secs.	0.020	0.020	0.6	0.4	0	0.0	0.000	0.035		0	0.0	0.000	0.388		0	0.0	0.000	0.387		0	1.0	0.020		0.031	0	0.0	0.000	0.332		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	46 - 47 secs.	0.072	0.072	1.0	0.0	1	1.0	0.022	0.026	0.028	0	0.0	0.000	0.324		0	0.0	0.000	0.317		0	0.1	0.050	0.038	0.025	0	0.0	0.000	0.266		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	47 - 48 secs.	0.024	0.024	1.0	0.0	0	1.0	0.024		0.032	0	0.0	0.000	0.297		0	0.0	0.000	0.292		0	0.0	0.000	0.061		0	0.0	0.000	0.240		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	48 - 49 secs.	0.068	0.068	1.0	0.0	0	1.0	0.068		0.032	0	0.0	0.000	0.234		0	0.0	0.000	0.229		0	0.0	0.000	0.124		0	0.0	0.000	0.177		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	49 - 50 secs.	0.024	0.024	1.0	0.0	0	1.0	0.024		0.031	0	0.0	0.000	0.210		0	0.0	0.000	0.208		0	0.0	0.000	0.146		0	0.0	0.000	0.154		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	50 - 51 secs.	0.082	0.082	1.0	0.0	0	1.0	0.082		0.024	0	0.0	0.000	0.158		0	0.0	0.000	0.165		0	0.0	0.000	0.194		0	0.0	0.000	0.105		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	51 - 52 secs.	0.021	0.021	1.0	0.0	0	1.0	0.021		0.025	0	0.0	0.000	0.101		0	0.0	0.000	0.107		0	0.0	0.000	0.251		0	0.0	0.000	0.048		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	52 - 53 secs.	0.087	0.087	1.0	0.0	0	0.8	0.067	0.019	0.024	0	0.0	0.000	0.080		0	0.0	0.000	0.080		0	0.0	0.000	0.279		1	0.2	0.020	0.030	0.018	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	53 - 54 secs.	0.072	0.072	1.0	0.0	0	0.0	0.000	0.059		0	0.0	0.000	0.069		1	0.5	0.024	0.022	0.019	0	0.0	0.000	0.358		0	0.5	0.048	0.021	0.019	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	54 - 55 secs.	0.025	0.025	1.0	0.0	0	0.0	0.000	0.104		0	0.0	0.000	0.104		0	1.0	0.025		0.027	0	0.0	0.000	0.402		0	0.0	0.000	0.057		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	55 - 56 secs.	0.064	0.064	1.0	0.0	0	0.0	0.000	0.140		0	0.0	0.000	0.147		0	1.0	0.064		0.023	0	0.0	0.000	0.439		0	0.0	0.000	0.103		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	56 - 57 secs.	0.074	0.074	1.0	0.0	0	0.0	0.000	0.192		0	0.0	0.000	0.207		0	1.0	0.074		0.022	0	0.0	0.000	0.489		0	0.0	0.000	0.163		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	57 - 58 secs.	0.042	0.042	1.0	0.0	0	0.0	0.000	0.262		0	0.0	0.000	0.279		0	1.0	0.042		0.024	0	0.0	0.000	0.550		0	0.0	0.000	0.234		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	58 - 59 secs.	0.043	0.043	1.0	0.0	0	0.0	0.000	0.291		0	0.0	0.000	0.307		0	1.0	0.043		0.026	0	0.0	0.000	0.576		0	0.0	0.000	0.263		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	59 - 60 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.310		0	0.0	0.000	0.327		0	1.0	0.000		0.026	0	0.0	0.000	0.592		0	0.0	0.000	0.282		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	60 - 61 secs.	0.090	0.090	1.0	0.0	0	0.0	0.000	0.276		0	0.0	0.000	0.292		0	1.0	0.090		0.026	0	0.0	0.000	0.565		0	0.0	0.000	0.247		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	61 - 62 secs.	0.046	0.046	1.0	0.0	0	0.0	0.000	0.188		0	0.0	0.000	0.200		0	1.0	0.046		0.025	0	0.0	0.000	0.487		0	0.0	0.000	0.156		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	62 - 63 secs.	0.020	0.020	1.0	0.0	0	0.0	0.000	0.194		0	0.0	0.000	0.210		0	1.0	0.020		0.023	0	0.0	0.000	0.492		0	0.0	0.000	0.165		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	63 - 64 secs.	0.051	0.051	1.0	0.0	0	0.0	0.000	0.185		0	0.0	0.000	0.196		0	1.0	0.051		0.025	0	0.0	0.000	0.484		0	0.0	0.000	0.152		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	64 - 65 secs.	0.066	0.066	1.0	0.0	0	0.0	0.000	0.107		0	0.0	0.000	0.108		0	1.0	0.066		0.026	0	0.0	0.000	0.405		0	0.0	0.000	0.061		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	65 - 66 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.095		0	0.0	0.000	0.091		0	1.0	0.000		0.029	0	0.0	0.000	0.394		0	0.0	0.000	0.043		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	66 - 67 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.095		0	0.0	0.000	0.083		0	1.0	0.000		0.024	0	0.0	0.000	0.393		0	0.0	0.000	0.039		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	67 - 68 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.092		0	0.0	0.000	0.092		0	1.0	0.000		0.028	0	0.0	0.000	0.391		0	0.0	0.000	0.042		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	68 - 69 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.088		0	0.0	0.000	0.090		0	1.0	0.000		0.028	0	0.0	0.000	0.387		0	0.0	0.000	0.038		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	69 - 70 secs.	0.020	0.020	1.0	0.0	0	0.0	0.000	0.087		0	0.0	0.000	0.088		0	1.0	0.020		0.027	0	0.0	0.000	0.386		0	0.0	0.000	0.036		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	70 - 71 secs.	0.049	0.049	1.0	0.0	0	0.0	0.000	0.046		0	0.0	0.000	0.058		0	0.2	0.025	0.028	0.005	0	0.0	0.000	0.345		1	0.8	0.024	0.006	0.026	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	71 - 72 secs.	0.019	0.019	1.0	0.0	0	0.0	0.000	0.033		0	0.0	0.000	0.053		0	0.0	0.000	0.043		0	0.0	0.000	0.330		0	1.0	0.019		0.031	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	72 - 73 secs.	0.019	0.019	1.0	0.0	0	0.0	0.000	0.015		0	0.0	0.000	0.061		0	0.0	0.000	0.054		0	0.0	0.000	0.312		0	1.0	0.019		0.014	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	73 - 74 secs.	0.081	0.081	1.0	0.0	1	1.0	0.081		0.025	0	0.0	0.000	0.102		0	0.0	0.000	0.101		0	0.0	0.000	0.255		0	0.0	0.000	0.044		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	74 - 75 secs.	0.045	0.045	1.0	0.0	0	1.0	0.045		0.028	0	0.0	0.000	0.123		0	0.0	0.000	0.126		0	0.0	0.000	0.231		0	0.0	0.000	0.068		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	75 - 76 secs.	0.109	0.109	1.0	0.0	0	1.0	0.109		0.030	0	0.0	0.000	0.222		0	0.0	0.000	0.223		0	0.0	0.000	0.133		0	0.0	0.000	0.166		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	76 - 77 secs.	0.048	0.048	1.0	0.0	0	1.0	0.048		0.031	0	0.0	0.000	0.309		0	0.0	0.000	0.310		0	0.0	0.000	0.046		0	0.0	0.000	0.253		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	77 - 78 secs.	0.092	0.092	0.7	0.3	0	0.0	0.073	0.040	0.028	0	0.0	0.000	0.394		0	0.0	0.000	0.390		1	1.0	0.020	0.029	0.034	0	0.0	0.000	0.337		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	78 - 79 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.059		0	0.0	0.000	0.414		0	0.0	0.000	0.408		0	1.0	0.000		0.034	0	0.0	0.000	0.357		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	79 - 80 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.054		0	0.0	0.000	0.409		0	0.0	0.000	0.403		0	1.0	0.000		0.033	0	0.0	0.000	0.351		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	80 - 81 secs.	0.024	0.024	0.1	0.9	0	0.0	0.000	0.057		0	0.0	0.000	0.411		0	0.0	0.000	0.407		0	1.0	0.024		0.034	0	0.0	0.000	0.354		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	81 - 82 secs.	0.052	0.052	1.0	0.0	0	0.0	0.000	0.107		0	0.0	0.000	0.458		0	0.0	0.000	0.461		0	1.0	0.052		0.030	0	0.0	0.000	0.403		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	82 - 83 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.123		0	0.0	0.000	0.478		0	0.0	0.000	0.473		0	1.0	0.000		0.030	0	0.0	0.000	0.420		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	83 - 84 secs.	0.047	0.047	1.0	0.0	0	0.0	0.000	0.108		0	0.0	0.000	0.466		0	0.0	0.000	0.455		0	1.0	0.047		0.028	0	0.0	0.000	0.406		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	84 - 85 secs.	0.048	0.048	1.0	0.0	0	0.0	0.000	0.054		0	0.0	0.000	0.411		0	0.0	0.000	0.401		0	1.0	0.048		0.029	0	0.0	0.000	0.352		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	85 - 86 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.023		0	0.0	0.000	0.381		0	0.0	0.000	0.370		0	1.0	0.000		0.022	0	0.0	0.000	0.321		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	86 - 87 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.024		0	0.0	0.000	0.381		0	0.0	0.000	0.371		0	1.0	0.000		0.022	0	0.0	0.000	0.322		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	87 - 88 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.031		0	0.0	0.000	0.384		0	0.0	0.000	0.383		0	1.0	0.000		0.029	0	0.0	0.000	0.328		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	88 - 89 secs.	0.000	0.000	0.3	0.7	0	0.0	0.000	0.032		0	0.0	0.000	0.387		0	0.0	0.000	0.380		0	1.0	0.000		0.027	0	0.0	0.000	0.329		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	89 - 90 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.025		0	0.0	0.000	0.382		0	0.0	0.000	0.373		0	1.0	0.000		0.024	0	0.0	0.000	0.323		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	90 - 91 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.023		0	0.0	0.000	0.380		0	0.0	0.000	0.371		0	1.0	0.000		0.021	0	0.0	0.000	0.321		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	91 - 92 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.022		0	0.0	0.000	0.379		0	0.0	0.000	0.369		0	1.0	0.000		0.020	0	0.0	0.000	0.320		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	92 - 93 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.026		0	0.0	0.000	0.380		0	0.0	0.000	0.375		0	1.0	0.000		0.024	0	0.0	0.000	0.323		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	93 - 94 secs.	0.111	0.111	0.7	0.3	1	0.5	0.048	0.026	0.029	0	0.0	0.000	0.344		0	0.0	0.000	0.340		0	0.5	0.063	0.048	0.025	0	0.0	0.000	0.287		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	94 - 95 secs.	0.062	0.062	1.0	0.0	0	1.0	0.062		0.030	0	0.0	0.000	0.260		0	0.0	0.000	0.258		0	0.0	0.000	0.097		0	0.0	0.000	0.203		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	95 - 96 secs.	0.081	0.081	1.0	0.0	0	1.0	0.081		0.024	0	0.0	0.000	0.157		0	0.0	0.000	0.163		0	0.0	0.000	0.195		0	0.0	0.000	0.104		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	96 - 97 secs.	0.041	0.041	1.0	0.0	0	1.0	0.041		0.019	0	0.0	0.000	0.111		0	0.0	0.000	0.123		0	0.0	0.000	0.238		0	0.0	0.000	0.060		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	97 - 98 secs.	0.000	0.000	1.0	0.0	0	1.0	0.000		0.019	0	0.0	0.000	0.094		0	0.0	0.000	0.104		0	0.0	0.000	0.256		0	0.0	0.000	0.042		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	98 - 99 secs.	0.021	0.021	1.0	0.0	0	1.0	0.021		0.024	0	0.0	0.000	0.086		0	0.0	0.000	0.093		0	0.0	0.000	0.266		0	0.0	0.000	0.034		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	99 - 100 secs.	0.163	0.163	1.0	0.0	0	0.3	0.057	0.060	0.017	0	0.0	0.000	0.078		1	0.3	0.034	0.048	0.025	0	0.0	0.000	0.335		1	0.4	0.071	0.029	0.015	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	100 - 101 secs.	0.101	0.101	1.0	0.0	0	0.0	0.000	0.176		0	0.0	0.000	0.188		0	1.0	0.101		0.025	0	0.0	0.000	0.475		0	0.0	0.000	0.144		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	101 - 102 secs.	0.106	0.106	1.0	0.0	0	0.0	0.000	0.253		0	0.0	0.000	0.269		0	1.0	0.106		0.028	0	0.0	0.000	0.545		0	0.0	0.000	0.224		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	102 - 103 secs.	0.021	0.021	0.1	0.9	0	0.0	0.000	0.311		0	0.0	0.000	0.328		0	1.0	0.021		0.029	0	0.0	0.000	0.595		0	0.0	0.000	0.284		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	103 - 104 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.303		0	0.0	0.000	0.319		0	1.0	0.000		0.031	0	0.0	0.000	0.590		0	0.0	0.000	0.275		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	104 - 105 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.312		0	0.0	0.000	0.328		0	1.0	0.000		0.028	0	0.0	0.000	0.602		0	0.0	0.000	0.284		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	105 - 106 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.306		0	0.0	0.000	0.322		0	1.0	0.000		0.025	0	0.0	0.000	0.591		0	0.0	0.000	0.278		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	106 - 107 secs.	0.096	0.096	1.0	0.0	0	0.0	0.000	0.256		0	0.0	0.000	0.270		0	1.0	0.096		0.028	0	0.0	0.000	0.549		0	0.0	0.000	0.226		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	107 - 108 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.208		0	0.0	0.000	0.220		0	1.0	0.000		0.031	0	0.0	0.000	0.507		0	0.0	0.000	0.176		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	108 - 109 secs.	0.133	0.133	1.0	0.0	0	0.0	0.000	0.154		0	0.0	0.000	0.155		0	1.0	0.133		0.029	0	0.0	0.000	0.453		0	0.0	0.000	0.111		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	109 - 110 secs.	0.088	0.088	1.0	0.0	0	0.0	0.000	0.052		0	0.0	0.000	0.062		0	0.4	0.060	0.032	0.015	0	0.0	0.000	0.350		1	0.6	0.028	0.017	0.028	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	110 - 111 secs.	0.046	0.046	1.0	0.0	0	0.0	0.000	0.059		1	0.1	0.000	0.021	0.002	0	0.0	0.000	0.056		0	0.0	0.000	0.353		0	0.9	0.046	0.004	0.019	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	111 - 112 secs.	0.049	0.049	1.0	0.0	0	0.0	0.000	0.073		1	0.6	0.049	0.009	0.012	0	0.0	0.000	0.072		0	0.0	0.000	0.366		1	0.4	0.000	0.014	0.007	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	112 - 113 secs.	0.117	0.117	1.0	0.0	0	0.0	0.000	0.151		0	1.0	0.117		0.027	0	0.0	0.000	0.159		0	0.0	0.000	0.442		0	0.0	0.000	0.108		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	113 - 114 secs.	0.076	0.076	1.0	0.0	0	0.0	0.000	0.258		0	1.0	0.076		0.031	0	0.0	0.000	0.270		0	0.0	0.000	0.533		0	0.0	0.000	0.219		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	114 - 115 secs.	0.033	0.033	1.0	0.0	0	0.0	0.000	0.280		0	1.0	0.033		0.031	0	0.0	0.000	0.291		0	0.0	0.000	0.550		0	0.0	0.000	0.241		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	115 - 116 secs.	0.025	0.025	1.0	0.0	0	0.0	0.000	0.337		0	1.0	0.025		0.032	0	0.0	0.000	0.349		0	0.0	0.000	0.596		0	0.0	0.000	0.298		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	116 - 117 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.339		0	1.0	0.000		0.036	0	0.0	0.000	0.351		0	0.0	0.000	0.600		0	0.0	0.000	0.300		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	117 - 118 secs.	0.049	0.049	1.0	0.0	0	0.0	0.000	0.312		0	1.0	0.049		0.032	0	0.0	0.000	0.324		0	0.0	0.000	0.576		0	0.0	0.000	0.273		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	118 - 119 secs.	0.068	0.068	1.0	0.0	0	0.0	0.000	0.233		0	1.0	0.068		0.027	0	0.0	0.000	0.244		0	0.0	0.000	0.510		0	0.0	0.000	0.194		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	119 - 120 secs.	0.054	0.054	1.0	0.0	0	0.0	0.000	0.223		0	1.0	0.054		0.031	0	0.0	0.000	0.234		0	0.0	0.000	0.506		0	0.0	0.000	0.184		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	120 - 121 secs.	0.122	0.122	1.0	0.0	0	0.0	0.000	0.144		0	1.0	0.122		0.030	0	0.0	0.000	0.149		0	0.0	0.000	0.435		0	0.0	0.000	0.096		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	121 - 122 secs.	0.087	0.087	1.0	0.0	0	0.0	0.000	0.058		0	0.3	0.044	0.022	0.011	0	0.0	0.000	0.064		0	0.0	0.000	0.351		1	0.7	0.042	0.013	0.020	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	122 - 123 secs.	0.078	0.078	1.0	0.0	1	0.5	0.048	0.015	0.024	0	0.0	0.000	0.074		0	0.0	0.000	0.074		0	0.0	0.000	0.289		0	0.5	0.029	0.037	0.014	Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	123 - 124 secs.	0.189	0.189	1.0	0.0	0	1.0	0.189		0.032	0	0.0	0.000	0.217		0	0.0	0.000	0.214		0	0.0	0.000	0.140		0	0.0	0.000	0.160		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	124 - 125 secs.	0.101	0.101	1.0	0.0	0	0.8	0.101	0.026	0.032	0	0.0	0.000	0.326		0	0.0	0.000	0.322		1	0.2	0.000	0.041	0.021	0	0.0	0.000	0.269		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	125 - 126 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.024		0	0.0	0.000	0.384		0	0.0	0.000	0.368		0	1.0	0.000		0.020	0	0.0	0.000	0.323		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	126 - 127 secs.	0.022	0.022	1.0	0.0	0	0.0	0.000	0.028		0	0.0	0.000	0.387		0	0.0	0.000	0.374		0	1.0	0.022		0.023	0	0.0	0.000	0.326		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	127 - 128 secs.	0.058	0.058	1.0	0.0	0	0.0	0.000	0.091		0	0.0	0.000	0.449		0	0.0	0.000	0.437		0	1.0	0.058		0.026	0	0.0	0.000	0.389		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	128 - 129 secs.	0.039	0.039	1.0	0.0	0	0.0	0.000	0.124		0	0.0	0.000	0.476		0	0.0	0.000	0.475		0	1.0	0.039		0.033	0	0.0	0.000	0.421		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	129 - 130 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.132		0	0.0	0.000	0.482		0	0.0	0.000	0.486		0	1.0	0.000		0.028	0	0.0	0.000	0.428		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	130 - 131 secs.	0.000	0.000	1.0	0.0	0	0.0	0.000	0.132		0	0.0	0.000	0.487		0	0.0	0.000	0.482		0	1.0	0.000		0.032	0	0.0	0.000	0.429		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	131 - 132 secs.	0.063	0.063	1.0	0.0	0	0.0	0.000	0.109		0	0.0	0.000	0.466		0	0.0	0.000	0.456		0	1.0	0.063		0.030	0	0.0	0.000	0.407		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	132 - 133 secs.	0.131	0.131	1.0	0.0	1	0.6	0.026	0.040	0.028	0	0.0	0.000	0.346		0	0.0	0.000	0.346		0	0.4	0.105	0.037	0.033	0	0.0	0.000	0.291		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	133 - 134 secs.	0.000	0.000	1.0	0.0	0	1.0	0.000		0.026	0	0.0	0.000	0.307		0	0.0	0.000	0.314		0	0.0	0.000	0.045		0	0.0	0.000	0.254		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	134 - 135 secs.	0.000	0.000	1.0	0.0	0	1.0	0.000		0.027	0	0.0	0.000	0.311		0	0.0	0.000	0.317		0	0.0	0.000	0.041		0	0.0	0.000	0.258		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	135 - 136 secs.	0.204	0.204	0.8	0.2	0	1.0	0.204		0.031	0	0.0	0.000	0.177		0	0.0	0.000	0.174		0	0.0	0.000	0.180		0	0.0	0.000	0.121		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	136 - 137 secs.	0.021	0.021	0.0	1.0	0	1.0	0.021		0.024	0	0.0	0.000	0.097		0	0.0	0.000	0.089		0	0.0	0.000	0.262		0	0.0	0.000	0.039		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	137 - 138 secs.	0.000	0.000	0.0	1.0	0	1.0	0.000		0.026	0	0.0	0.000	0.101		0	0.0	0.000	0.094		0	0.0	0.000	0.257		0	0.0	0.000	0.043		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	138 - 139 secs.	0.020	0.020	0.8	0.2	0	1.0	0.020		0.027	0	0.0	0.000	0.113		0	0.0	0.000	0.106		0	0.0	0.000	0.246		0	0.0	0.000	0.055		Sham-Wheel	8
7	7	A	A	First stage	1	Y Maze Wolff	139 - 140 secs.	0.111	0.111	1.0	0.0	0	0.3	0.063	0.030	0.027	0	0.0	0.000	0.067		0	0.0	0.000	0.051		0	0.0	0.000	0.312		1	0.7	0.048	0.030	0.027	Sham-Wheel	8
