Test	Animal	Treatment	Code	Stage	Trial	Apparatus	Segment of test	Distance	Mean speed	Time mobile	Time immobile	A : entries	A : time	A : distance	A : mean distance from	A : mean distance to border	B : entries	B : time	B : distance	B : mean distance from	B : mean distance to border	C : entries	C : time	C : distance	C : mean distance from	C : mean distance to border	A0 : entries	A0 : time	A0 : distance	A0 : mean distance from	A0 : mean distance to border	Center : entries	Center : time	Center : distance	Center : mean distance from	Center : mean distance to border	Group	ID
1	1	A	A	First stage	1	Y Maze Wolff	0 - 1 secs.	0.000	0.000	0.9	0.1	1	0.1	0.000	0.003	0.000	0	0.0	0.000	0.359		0	0.0	0.000	0.351		1	0.9	0.000	0.002	0.002	0	0.0	0.000	0.301		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	1 - 2 secs.	0.000	0.000	0.0	1.0	0	1.0	0.000		0.000	0	0.0	0.000	0.357		0	0.0	0.000	0.351		0	0.0	0.000	0.002		0	0.0	0.000	0.299		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	2 - 3 secs.	0.000	0.000	0.0	1.0	0	1.0	0.000	0.003	0.000	0	0.0	0.000	0.357		0	0.0	0.000	0.351		1	0.0	0.000	0.002	0.002	0	0.0	0.000	0.299		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	3 - 4 secs.	0.000	0.000	0.0	1.0	2	0.4	0.000	0.003	0.000	0	0.0	0.000	0.358		0	0.0	0.000	0.352		2	0.7	0.000	0.002	0.002	0	0.0	0.000	0.300		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	4 - 5 secs.	0.000	0.000	0.0	1.0	2	0.5	0.000	0.003	0.000	0	0.0	0.000	0.357		0	0.0	0.000	0.352		1	0.5	0.000	0.002	0.002	0	0.0	0.000	0.300		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	5 - 6 secs.	0.000	0.000	0.0	1.0	2	0.5	0.000	0.003	0.000	0	0.0	0.000	0.357		0	0.0	0.000	0.352		3	0.5	0.000	0.002	0.002	0	0.0	0.000	0.300		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	6 - 7 secs.	0.000	0.000	0.0	1.0	3	0.4	0.000	0.003	0.000	0	0.0	0.000	0.357		0	0.0	0.000	0.352		2	0.6	0.000	0.002	0.002	0	0.0	0.000	0.300		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	7 - 8 secs.	0.000	0.000	0.0	1.0	3	0.4	0.000	0.003	0.000	0	0.0	0.000	0.357		0	0.0	0.000	0.352		3	0.6	0.000	0.002	0.002	0	0.0	0.000	0.300		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	8 - 9 secs.	0.000	0.000	0.1	0.9	0	0.3	0.000	0.004	0.000	0	0.0	0.000	0.358		0	0.0	0.000	0.353		1	0.7	0.000	0.002	0.002	0	0.0	0.000	0.301		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	9 - 10 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	10 - 11 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	11 - 12 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.004		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	12 - 13 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.004		0	0.0	0.000	0.358		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	13 - 14 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.003	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	14 - 15 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	15 - 16 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.003	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	16 - 17 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.006		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	17 - 18 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.006		0	0.0	0.000	0.360		0	0.0	0.000	0.357		0	1.0	0.000		0.005	0	0.0	0.000	0.304		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	18 - 19 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	19 - 20 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	20 - 21 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	21 - 22 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	22 - 23 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.006		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	23 - 24 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.006		0	0.0	0.000	0.360		0	0.0	0.000	0.357		0	1.0	0.000		0.005	0	0.0	0.000	0.304		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	24 - 25 secs.	0.033	0.033	0.0	1.0	0	0.0	0.000	0.014		0	0.0	0.000	0.364		0	0.0	0.000	0.368		0	1.0	0.033		0.012	0	0.0	0.000	0.310		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	25 - 26 secs.	0.038	0.038	0.0	1.0	0	0.0	0.000	0.008		0	0.0	0.000	0.367		0	0.0	0.000	0.353		0	1.0	0.038		0.006	0	0.0	0.000	0.306		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	26 - 27 secs.	0.000	0.000	0.0	1.0	1	0.3	0.000	0.006	0.002	0	0.0	0.000	0.365		0	0.0	0.000	0.347		1	0.7	0.000	0.003	0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	27 - 28 secs.	0.024	0.024	0.0	1.0	1	0.2	0.024	0.005	0.000	0	0.0	0.000	0.357		0	0.0	0.000	0.355		1	0.8	0.000	0.002	0.003	0	0.0	0.000	0.301		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	28 - 29 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.004		0	0.0	0.000	0.357		0	0.0	0.000	0.355		0	1.0	0.000		0.002	0	0.0	0.000	0.301		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	29 - 30 secs.	0.024	0.024	0.0	1.0	1	0.5	0.024	0.005	0.000	0	0.0	0.000	0.359		0	0.0	0.000	0.353		1	0.5	0.000	0.002	0.004	0	0.0	0.000	0.301		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	30 - 31 secs.	0.034	0.034	0.0	1.0	0	0.0	0.000	0.008		0	0.0	0.000	0.364		0	0.0	0.000	0.357		0	1.0	0.034		0.007	0	0.0	0.000	0.306		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	31 - 32 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.004		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	32 - 33 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	33 - 34 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	34 - 35 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	35 - 36 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	36 - 37 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	37 - 38 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	38 - 39 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	39 - 40 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.004		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	40 - 41 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	41 - 42 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	42 - 43 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	43 - 44 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	44 - 45 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	45 - 46 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	46 - 47 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	47 - 48 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	48 - 49 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	49 - 50 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.004		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	50 - 51 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	51 - 52 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	52 - 53 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.358		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	53 - 54 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	54 - 55 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	55 - 56 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.006		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	56 - 57 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	57 - 58 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	58 - 59 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	59 - 60 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	60 - 61 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	61 - 62 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.006		0	0.0	0.000	0.359		0	0.0	0.000	0.357		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	62 - 63 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	63 - 64 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	64 - 65 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	65 - 66 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	66 - 67 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	67 - 68 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	68 - 69 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	69 - 70 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	70 - 71 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	71 - 72 secs.	0.021	0.021	0.0	1.0	1	0.2	0.000	0.008	0.001	0	0.0	0.000	0.365		0	0.0	0.000	0.352		0	0.8	0.021	0.002	0.006	0	0.0	0.000	0.305		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	72 - 73 secs.	0.000	0.000	0.0	1.0	0	1.0	0.000		0.001	0	0.0	0.000	0.360		0	0.0	0.000	0.346		0	0.0	0.000	0.002		0	0.0	0.000	0.299		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	73 - 74 secs.	0.022	0.022	0.0	1.0	1	0.8	0.022	0.005	0.001	0	0.0	0.000	0.357		0	0.0	0.000	0.351		1	0.2	0.000	0.003	0.004	0	0.0	0.000	0.299		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	74 - 75 secs.	0.000	0.000	0.4	0.6	0	0.2	0.000	0.008	0.003	0	0.0	0.000	0.359		0	0.0	0.000	0.359		1	0.8	0.000	0.005	0.007	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	75 - 76 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	76 - 77 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	77 - 78 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	78 - 79 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	79 - 80 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	80 - 81 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	81 - 82 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	82 - 83 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	83 - 84 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	84 - 85 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.358		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	85 - 86 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.006		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	86 - 87 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	87 - 88 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	88 - 89 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.004		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	89 - 90 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	90 - 91 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	91 - 92 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	92 - 93 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.004		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	93 - 94 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	94 - 95 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	95 - 96 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	96 - 97 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	97 - 98 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.006		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	98 - 99 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	99 - 100 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	100 - 101 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	101 - 102 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	102 - 103 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.355		0	1.0	0.000		0.003	0	0.0	0.000	0.302		Sham-Wheel	2
1	1	A	A	First stage	1	Y Maze Wolff	103 - 104 secs.	0.000	0.000	0.0	1.0	0	0.0	0.000	0.005		0	0.0	0.000	0.359		0	0.0	0.000	0.356		0	1.0	0.000		0.004	0	0.0	0.000	0.303		Sham-Wheel	2
