,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: 3-31-17_SR_OF
,     Experiment Length: 6 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/31/2017 12:59:28
,     Stop Time: ~4/6/2017 12:59:28


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Total Counts,15856.51,26684.66,9010.13,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,24789.68,1738.92,21788.38,2728.34,18903.78,26029.21,


 01:39:09
Interval Count,46.30,61.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84,0.00,39.25,0.00,1.87,35.71,
Average m/min.,18.51,24.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.74,0.00,15.69,0.00,0.75,14.27,
Distance,6361.13,10698.32,3604.05,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,9920.61,695.57,8731.05,1091.34,7562.26,10425.97,
Total Counts,15902.82,26745.79,9010.13,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,24801.53,1738.92,21827.63,2728.34,18905.64,26064.92,


 01:40:09
Interval Count,0.00,58.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.12,0.00,51.96,0.00,0.08,62.18,
Average m/min.,0.00,23.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.44,0.00,20.78,0.00,0.03,24.88,
Distance,6361.13,10721.61,3604.05,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,9937.06,695.57,8751.84,1091.34,7562.29,10450.84,
Total Counts,15902.82,26804.03,9010.13,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,24842.64,1738.92,21879.59,2728.34,18905.72,26127.11,


 01:41:09
Interval Count,0.00,61.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.14,0.00,3.17,0.00,0.00,64.64,
Average m/min.,0.00,24.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.67,0.00,1.27,0.00,0.00,25.86,
Distance,6361.13,10746.18,3604.05,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,9956.72,695.57,8753.11,1091.34,7562.29,10476.70,
Total Counts,15902.82,26865.45,9010.13,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,24891.79,1738.92,21882.76,2728.34,18905.72,26191.75,


 01:42:09
Interval Count,0.00,62.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.63,0.00,55.03,0.00,0.00,21.78,
Average m/min.,0.00,24.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,22.01,0.00,0.00,8.70,
Distance,6361.13,10771.05,3604.05,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,9962.97,695.57,8775.12,1091.34,7562.29,10485.41,
Total Counts,15902.82,26927.62,9010.13,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,24907.42,1738.92,21937.79,2728.34,18905.72,26213.53,


 01:43:09
Interval Count,0.00,64.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.78,0.00,64.30,0.00,0.00,33.76,
Average m/min.,0.00,25.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.29,0.00,25.71,0.00,0.00,13.52,
Distance,6361.13,10796.92,3604.05,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,9991.28,695.57,8800.84,1091.34,7562.29,10498.92,
Total Counts,15902.82,26992.29,9010.13,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,24978.20,1738.92,22002.09,2728.34,18905.72,26247.29,


 01:44:09
Interval Count,0.14,46.93,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.07,0.00,68.32,0.00,0.00,60.42,
Average m/min.,0.05,18.76,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.44,0.00,27.32,0.00,0.00,24.15,
Distance,6361.18,10815.69,3604.97,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10011.71,695.57,8828.16,1091.34,7562.29,10523.08,
Total Counts,15902.96,27039.22,9012.42,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25029.26,1738.92,22070.41,2728.34,18905.72,26307.71,


 01:45:09
Interval Count,2.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.47,0.00,42.20,63.47,
Average m/min.,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.59,0.00,16.87,25.37,
Distance,6362.22,10815.69,3604.97,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10011.71,695.57,8840.75,1091.34,7579.17,10548.47,
Total Counts,15905.54,27039.22,9012.42,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25029.26,1738.92,22101.88,2728.34,18947.92,26371.18,


 01:46:09
Interval Count,41.34,33.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.05,0.00,52.39,69.63,
Average m/min.,16.53,13.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.81,0.00,20.96,27.87,
Distance,6378.75,10829.10,3604.97,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10011.71,695.57,8869.57,1091.34,7600.13,10576.33,
Total Counts,15946.88,27072.75,9012.42,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25029.26,1738.92,22173.93,2728.34,19000.32,26440.82,


 01:47:09
Interval Count,58.76,56.04,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.30,0.00,50.12,62.71,
Average m/min.,23.51,22.41,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.12,0.00,20.03,25.06,
Distance,6402.26,10851.52,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10011.71,695.57,8889.69,1091.34,7620.17,10601.41,
Total Counts,16005.64,27128.79,9012.45,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25029.26,1738.92,22224.24,2728.34,19050.43,26503.53,


 01:48:09
Interval Count,57.89,58.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.87,0.00,41.78,68.89,
Average m/min.,23.15,23.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.34,0.00,16.71,27.56,
Distance,6425.42,10875.03,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10011.71,695.57,8906.04,1091.34,7636.88,10628.97,
Total Counts,16063.54,27187.58,9012.45,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25029.26,1738.92,22265.11,2728.34,19092.21,26572.42,


 01:49:09
Interval Count,4.25,62.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.95,0.00,54.68,63.89,
Average m/min.,1.70,24.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.57,0.00,21.87,25.56,
Distance,6427.12,10899.91,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10011.71,695.57,8933.62,1091.34,7658.76,10654.53,
Total Counts,16067.79,27249.76,9012.45,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25029.26,1738.92,22334.05,2728.34,19146.89,26636.32,


 01:50:09
Interval Count,0.03,62.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.97,0.00,56.51,0.38,
Average m/min.,0.01,25.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.59,0.00,22.59,0.15,
Distance,6427.13,10925.08,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10011.71,695.57,8959.21,1091.34,7681.36,10654.68,
Total Counts,16067.82,27312.70,9012.45,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25029.26,1738.92,22398.03,2728.34,19203.41,26636.70,


 01:51:09
Interval Count,0.00,11.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.08,0.00,56.47,0.00,38.29,66.76,
Average m/min.,0.00,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.43,0.00,22.58,0.00,15.32,26.70,
Distance,6427.13,10929.67,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10016.14,695.57,8981.80,1091.34,7696.68,10681.38,
Total Counts,16067.82,27324.17,9012.45,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25040.34,1738.92,22454.50,2728.34,19241.70,26703.46,


 01:52:09
Interval Count,0.00,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.84,0.00,49.72,0.00,0.00,65.83,
Average m/min.,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.54,0.00,19.89,0.00,0.00,26.34,
Distance,6427.13,10930.36,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10035.67,695.57,9001.69,1091.34,7696.68,10707.72,
Total Counts,16067.82,27325.89,9012.45,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25089.18,1738.92,22504.22,2728.34,19241.70,26769.29,


 01:53:09
Interval Count,44.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.29,0.00,11.80,0.00,0.00,12.51,
Average m/min.,17.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.51,0.00,4.72,0.00,0.00,5.00,
Distance,6444.78,10930.36,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10044.19,695.57,9006.41,1091.34,7696.68,10712.72,
Total Counts,16111.96,27325.89,9012.45,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25110.47,1738.92,22516.03,2728.34,19241.70,26781.80,


 01:54:09
Interval Count,50.13,0.24,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.87,0.00,0.00,0.00,0.00,9.25,
Average m/min.,20.05,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.95,0.00,0.00,0.00,0.00,3.70,
Distance,6464.84,10930.45,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10054.14,695.57,9006.41,1091.34,7696.68,10716.42,
Total Counts,16162.09,27326.13,9012.46,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25135.34,1738.92,22516.03,2728.34,19241.70,26791.05,


 01:55:09
Interval Count,23.32,20.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.34,0.00,0.04,0.00,0.00,69.50,
Average m/min.,9.32,8.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.35,0.00,0.02,0.00,0.00,27.79,
Distance,6474.16,10938.68,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10077.47,695.57,9006.43,1091.34,7696.68,10744.22,
Total Counts,16185.41,27346.70,9012.46,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25193.68,1738.92,22516.07,2728.34,19241.70,26860.55,


 01:56:09
Interval Count,0.00,30.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.34,0.00,0.00,0.00,3.20,59.66,
Average m/min.,0.00,12.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.32,0.00,0.00,0.00,1.28,23.84,
Distance,6474.16,10950.98,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10092.81,695.57,9006.43,1091.34,7697.96,10768.08,
Total Counts,16185.41,27377.46,9012.46,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25232.03,1738.92,22516.07,2728.34,19244.89,26920.21,


 01:57:09
Interval Count,0.00,57.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.96,0.00,0.05,0.00,9.62,73.24,
Average m/min.,0.00,23.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.78,0.00,0.02,0.00,3.85,29.31,
Distance,6474.16,10974.05,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10107.59,695.57,9006.45,1091.34,7701.81,10797.38,
Total Counts,16185.41,27435.12,9012.46,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25268.99,1738.92,22516.12,2728.34,19254.51,26993.45,


 01:58:09
Interval Count,0.00,61.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.92,0.00,0.00,0.00,48.71,29.68,
Average m/min.,0.00,24.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.37,0.00,0.00,0.00,19.47,11.86,
Distance,6474.16,10998.65,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10133.96,695.57,9006.45,1091.34,7721.29,10809.25,
Total Counts,16185.41,27496.62,9012.46,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25334.91,1738.92,22516.12,2728.34,19303.22,27023.13,


 01:59:09
Interval Count,36.51,62.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.20,0.00,3.76,0.00,56.28,74.83,
Average m/min.,14.61,25.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.86,0.00,1.50,0.00,22.51,29.94,
Distance,6488.77,11023.71,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10158.84,695.57,9007.95,1091.34,7743.80,10839.18,
Total Counts,16221.92,27559.26,9012.46,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25397.11,1738.92,22519.88,2728.34,19359.50,27097.96,


 02:00:09
Interval Count,57.71,62.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.68,0.00,0.00,0.00,39.78,70.64,
Average m/min.,23.07,24.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.68,0.00,0.00,0.00,15.90,28.25,
Distance,6511.85,11048.62,3604.98,8785.99,1762.27,2289.44,1202.09,5052.47,6422.12,114.57,10185.52,695.57,9007.95,1091.34,7759.71,10867.44,
Total Counts,16279.63,27621.55,9012.46,21964.99,4405.68,5723.61,3005.22,12631.17,16055.30,286.42,25463.79,1738.92,22519.88,2728.34,19399.28,27168.61,


 02:01:09
Interval Count,27.07,12.47,0.00,0.00,0.00,2.66,0.00,0.00,27.83,0.00,54.72,0.00,0.00,0.00,41.91,37.63,
Average m/min.,10.83,4.99,0.00,0.00,0.00,1.07,0.00,0.00,11.12,0.00,21.88,0.00,0.00,0.00,16.75,15.04,
Distance,6522.68,11053.61,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6433.25,114.57,10207.41,695.57,9007.95,1091.34,7776.47,10882.49,
Total Counts,16306.70,27634.03,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16083.13,286.42,25518.51,1738.92,22519.88,2728.34,19441.18,27206.24,


 02:02:09
Interval Count,48.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,0.00,52.36,0.00,0.00,0.00,45.53,24.79,
Average m/min.,19.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.32,0.00,20.93,0.00,0.00,0.00,18.21,9.92,
Distance,6541.91,11053.61,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10228.35,695.57,9007.95,1091.34,7794.68,10892.41,
Total Counts,16354.76,27634.03,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,25570.87,1738.92,22519.88,2728.34,19486.71,27231.03,


 02:03:09
Interval Count,47.38,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,0.00,0.00,53.36,61.66,
Average m/min.,18.94,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.40,0.00,0.00,0.00,21.33,24.64,
Distance,6560.86,11053.67,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10254.75,695.57,9007.95,1091.34,7816.03,10917.07,
Total Counts,16402.14,27634.17,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,25636.87,1738.92,22519.88,2728.34,19540.07,27292.68,


 02:04:09
Interval Count,42.18,52.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.50,0.00,0.00,0.00,46.82,29.92,
Average m/min.,16.87,20.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.79,0.00,0.00,0.00,18.72,11.97,
Distance,6577.73,11074.56,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10280.55,695.57,9007.95,1091.34,7834.75,10929.04,
Total Counts,16444.33,27686.41,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,25701.37,1738.92,22519.88,2728.34,19586.88,27322.61,


 02:05:09
Interval Count,52.36,46.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.55,0.00,19.43,0.00,56.42,41.09,
Average m/min.,20.94,18.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.22,0.00,7.78,0.00,22.58,16.45,
Distance,6598.67,11093.12,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10296.77,695.57,9015.73,1091.34,7857.32,10945.48,
Total Counts,16496.68,27732.80,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,25741.92,1738.92,22539.32,2728.34,19643.30,27363.70,


 02:06:09
Interval Count,24.53,51.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.58,0.00,49.36,0.00,55.71,63.22,
Average m/min.,9.81,20.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.03,0.00,19.73,0.00,22.27,25.27,
Distance,6608.48,11113.59,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10321.80,695.57,9035.47,1091.34,7879.61,10970.77,
Total Counts,16521.21,27783.99,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,25804.50,1738.92,22588.67,2728.34,19699.01,27426.92,


 02:07:09
Interval Count,0.00,45.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.13,0.00,0.00,0.00,49.24,70.25,
Average m/min.,0.00,18.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.83,0.00,0.00,0.00,19.69,28.09,
Distance,6608.48,11131.91,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10346.65,695.57,9035.47,1091.34,7899.30,10998.87,
Total Counts,16521.21,27829.78,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,25866.63,1738.92,22588.67,2728.34,19748.25,27497.17,


 02:08:09
Interval Count,0.00,59.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.78,0.00,0.00,0.13,0.00,67.24,
Average m/min.,0.00,23.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.32,0.00,0.00,0.05,0.00,26.91,
Distance,6608.48,11155.85,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10374.96,695.57,9035.47,1091.39,7899.30,11025.76,
Total Counts,16521.21,27889.62,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,25937.41,1738.92,22588.67,2728.47,19748.25,27564.41,


 02:09:09
Interval Count,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.50,0.00,0.08,0.00,42.11,73.86,
Average m/min.,0.00,6.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.19,0.00,0.03,0.00,16.82,29.52,
Distance,6608.48,11162.65,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10401.16,695.57,9035.50,1091.39,7916.14,11055.31,
Total Counts,16521.21,27906.62,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,26002.91,1738.92,22588.75,2728.47,19790.36,27638.26,


 02:10:09
Interval Count,1.04,61.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.83,0.00,0.17,0.00,52.66,36.72,
Average m/min.,0.42,24.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.52,0.00,0.07,0.00,21.07,14.69,
Distance,6608.90,11187.08,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10412.69,695.57,9035.57,1091.39,7937.21,11069.99,
Total Counts,16522.25,27967.70,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,26031.74,1738.92,22588.92,2728.47,19843.01,27674.99,


 02:11:09
Interval Count,59.33,56.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.22,0.00,0.00,0.00,55.37,0.00,
Average m/min.,23.73,22.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.30,0.00,0.00,0.00,22.14,0.00,
Distance,6632.63,11209.76,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10423.98,695.57,9035.57,1091.39,7959.35,11069.99,
Total Counts,16581.58,28024.39,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,26059.96,1738.92,22588.92,2728.47,19898.38,27674.99,


 02:12:09
Interval Count,28.01,63.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.38,0.00,0.00,0.00,54.03,0.37,
Average m/min.,11.21,25.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.94,0.00,0.00,0.00,21.60,0.15,
Distance,6643.84,11235.17,3604.98,8785.99,1762.27,2290.51,1202.09,5052.47,6438.57,114.57,10444.94,695.57,9035.57,1091.39,7980.96,11070.14,
Total Counts,16609.59,28087.92,9012.46,21964.99,4405.68,5726.26,3005.22,12631.17,16096.42,286.42,26112.34,1738.92,22588.92,2728.47,19952.41,27675.36,


 02:13:09
Interval Count,60.61,59.39,0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,68.37,0.00,0.07,0.00,54.11,47.59,
Average m/min.,24.24,23.76,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,27.34,0.00,0.02,0.00,21.66,19.05,
Distance,6668.08,11258.93,3604.98,8785.99,1762.27,2290.51,1202.09,5053.22,6438.57,114.57,10472.28,695.57,9035.59,1091.39,8002.61,11089.18,
Total Counts,16670.20,28147.32,9012.46,21964.99,4405.68,5726.26,3005.22,12633.05,16096.42,286.42,26180.71,1738.92,22588.99,2728.47,20006.51,27722.95,


 02:14:09
Interval Count,39.17,0.16,0.00,0.00,0.00,0.00,0.00,19.71,0.00,0.00,69.26,0.00,0.00,0.00,63.51,24.43,
Average m/min.,15.67,0.06,0.00,0.00,0.00,0.00,0.00,7.89,0.00,0.00,27.72,0.00,0.00,0.00,25.38,9.76,
Distance,6683.75,11258.99,3604.98,8785.99,1762.27,2290.51,1202.09,5061.11,6438.57,114.57,10499.99,695.57,9035.59,1091.39,8028.01,11098.95,
Total Counts,16709.37,28147.47,9012.46,21964.99,4405.68,5726.26,3005.22,12652.76,16096.42,286.42,26249.97,1738.92,22588.99,2728.47,20070.03,27747.38,


 02:15:09
Interval Count,33.36,0.00,0.00,0.00,0.00,0.00,0.00,40.82,0.00,0.00,13.33,0.00,0.00,0.00,36.09,0.00,
Average m/min.,13.34,0.00,0.00,0.00,0.00,0.00,0.00,16.30,0.00,0.00,5.33,0.00,0.00,0.00,14.44,0.00,
Distance,6697.09,11258.99,3604.98,8785.99,1762.27,2290.51,1202.09,5077.43,6438.57,114.57,10505.32,695.57,9035.59,1091.39,8042.45,11098.95,
Total Counts,16742.72,28147.47,9012.46,21964.99,4405.68,5726.26,3005.22,12693.58,16096.42,286.42,26263.30,1738.92,22588.99,2728.47,20106.12,27747.38,


 02:16:09
Interval Count,14.04,0.01,0.00,0.00,0.00,0.00,0.00,22.62,0.00,0.00,60.25,0.00,0.00,0.00,53.09,0.00,
Average m/min.,5.62,0.00,0.00,0.00,0.00,0.00,0.00,9.06,0.00,0.00,24.10,0.00,0.00,0.00,21.23,0.00,
Distance,6702.71,11258.99,3604.98,8785.99,1762.27,2290.51,1202.09,5086.48,6438.57,114.57,10529.42,695.57,9035.59,1091.39,8063.68,11098.95,
Total Counts,16756.76,28147.49,9012.46,21964.99,4405.68,5726.26,3005.22,12716.20,16096.42,286.42,26323.55,1738.92,22588.99,2728.47,20159.21,27747.38,


 02:17:09
Interval Count,52.38,11.63,0.00,0.00,0.00,0.00,0.00,12.54,0.00,0.00,41.43,0.00,0.00,0.00,59.64,0.00,
Average m/min.,20.95,4.66,0.00,0.00,0.00,0.00,0.00,5.01,0.00,0.00,16.58,0.00,0.00,0.00,23.85,0.00,
Distance,6723.66,11263.65,3604.98,8785.99,1762.27,2290.51,1202.09,5091.49,6438.57,114.57,10545.99,695.57,9035.59,1091.39,8087.54,11098.95,
Total Counts,16809.14,28159.12,9012.46,21964.99,4405.68,5726.26,3005.22,12728.74,16096.42,286.42,26364.99,1738.92,22588.99,2728.47,20218.86,27747.38,


 02:18:09
Interval Count,30.58,52.46,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,44.74,0.00,0.00,0.00,15.29,33.28,
Average m/min.,12.23,20.98,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,17.88,0.00,0.00,0.00,6.12,13.31,
Distance,6735.89,11284.63,3604.98,8785.99,1762.27,2290.51,1202.09,5091.56,6438.57,114.57,10563.89,695.57,9035.59,1091.39,8093.66,11112.26,
Total Counts,16839.72,28211.58,9012.46,21964.99,4405.68,5726.26,3005.22,12728.91,16096.42,286.42,26409.72,1738.92,22588.99,2728.47,20234.14,27780.66,


 02:19:09
Interval Count,0.00,55.11,0.00,0.00,0.00,0.00,0.00,15.28,0.00,0.00,57.28,0.00,0.00,0.00,54.67,63.21,
Average m/min.,0.00,22.03,0.00,0.00,0.00,0.00,0.00,6.12,0.00,0.00,22.91,0.00,0.00,0.00,21.86,25.28,
Distance,6735.89,11306.67,3604.98,8785.99,1762.27,2290.51,1202.09,5097.67,6438.57,114.57,10586.80,695.57,9035.59,1091.39,8115.53,11137.55,
Total Counts,16839.72,28266.68,9012.46,21964.99,4405.68,5726.26,3005.22,12744.18,16096.42,286.42,26467.00,1738.92,22588.99,2728.47,20288.82,27843.87,


 02:20:10
Interval Count,5.42,60.97,0.00,0.00,0.00,0.00,0.00,49.59,0.00,0.00,44.41,0.00,0.00,0.00,65.12,65.11,
Average m/min.,2.17,24.38,0.00,0.00,0.00,0.00,0.00,19.82,0.00,0.00,17.76,0.00,0.00,0.00,26.03,26.02,
Distance,6738.06,11331.06,3604.98,8785.99,1762.27,2290.51,1202.09,5117.51,6438.57,114.57,10604.56,695.57,9035.59,1091.39,8141.57,11163.59,
