,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/22/2017 17:19:43
,     Stop Time: ~4/1/2017 17:19:43


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Average m/min.,0.00,3.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,21.01,6.78,
Distance,20550.93,24423.32,29088.12,26121.86,15371.19,16500.40,598.76,26156.52,31490.51,917.94,15993.65,1957.24,18391.21,18593.09,16970.17,21965.31,
Total Counts,51377.32,61058.29,72720.30,65304.64,38427.97,41251.00,1496.91,65391.30,78726.28,2294.84,39984.12,4893.11,45978.03,46482.72,42425.42,54913.26,


 04:00:42
Interval Count,0.00,40.95,0.00,0.00,0.00,0.00,0.03,0.00,12.21,0.00,0.00,6.42,0.00,49.87,47.51,58.22,
Average m/min.,0.00,16.36,0.00,0.00,0.00,0.00,0.01,0.00,4.88,0.00,0.00,2.57,0.00,19.94,18.99,23.27,
Distance,20550.93,24439.69,29088.12,26121.86,15371.19,16500.40,598.77,26156.52,31495.39,917.94,15993.65,1959.81,18391.21,18613.04,16989.17,21988.59,
Total Counts,51377.32,61099.24,72720.30,65304.64,38427.97,41251.00,1496.93,65391.30,78738.49,2294.84,39984.12,4899.53,45978.03,46532.59,42472.93,54971.49,


 04:01:42
Interval Count,4.05,62.42,0.00,0.00,0.00,0.00,0.00,0.58,36.09,0.00,0.00,3.26,0.00,35.41,45.29,0.32,
Average m/min.,1.62,24.96,0.00,0.00,0.00,0.00,0.00,0.23,14.42,0.00,0.00,1.31,0.00,14.15,18.11,0.13,
Distance,20552.55,24464.66,29088.12,26121.86,15371.19,16500.40,598.77,26156.75,31509.83,917.94,15993.65,1961.12,18391.21,18627.20,17007.29,21988.72,
Total Counts,51381.37,61161.66,72720.30,65304.64,38427.97,41251.00,1496.93,65391.88,78774.58,2294.84,39984.12,4902.79,45978.03,46568.00,42518.22,54971.80,


 04:02:42
Interval Count,0.00,64.83,0.00,0.00,0.00,0.00,0.00,0.00,5.71,0.00,0.00,7.92,0.00,0.00,0.01,32.59,
Average m/min.,0.00,25.93,0.00,0.00,0.00,0.00,0.00,0.00,2.29,0.00,0.00,3.16,0.00,0.00,0.00,13.05,
Distance,20552.55,24490.59,29088.12,26121.86,15371.19,16500.40,598.77,26156.75,31512.12,917.94,15993.65,1964.28,18391.21,18627.20,17007.29,22001.76,
Total Counts,51381.37,61226.49,72720.30,65304.64,38427.97,41251.00,1496.93,65391.88,78780.29,2294.84,39984.12,4910.71,45978.03,46568.00,42518.24,55004.39,


 04:03:42
Interval Count,0.00,66.95,0.00,0.00,0.00,0.00,0.00,0.00,41.64,0.00,0.00,16.12,0.00,0.00,0.00,61.04,
Average m/min.,0.00,26.77,0.00,0.00,0.00,0.00,0.00,0.00,16.65,0.00,0.00,6.45,0.00,0.00,0.00,24.38,
Distance,20552.55,24517.37,29088.12,26121.86,15371.19,16500.40,598.77,26156.75,31528.77,917.94,15993.65,1970.73,18391.21,18627.20,17007.29,22026.17,
Total Counts,51381.37,61293.43,72720.30,65304.64,38427.97,41251.00,1496.93,65391.88,78821.93,2294.84,39984.12,4926.83,45978.03,46568.00,42518.24,55065.43,


 04:04:42
Interval Count,0.00,41.72,18.38,0.00,0.00,0.00,0.00,0.00,1.76,0.00,0.00,9.43,0.00,0.00,0.00,60.83,
Average m/min.,0.00,16.69,7.35,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,3.78,0.00,0.00,0.00,24.36,
Distance,20552.55,24534.06,29095.47,26121.86,15371.19,16500.40,598.77,26156.75,31529.48,917.94,15993.65,1974.51,18391.21,18627.20,17007.29,22050.51,
Total Counts,51381.37,61335.16,72738.68,65304.64,38427.97,41251.00,1496.93,65391.88,78823.70,2294.84,39984.12,4936.26,45978.03,46568.00,42518.24,55126.26,


 04:05:42
Interval Count,0.00,0.00,4.32,0.00,0.00,0.00,0.00,0.00,25.97,0.00,0.00,10.71,0.00,0.00,0.00,57.71,
Average m/min.,0.00,0.00,1.73,0.00,0.00,0.00,0.00,0.00,10.40,0.00,0.00,4.28,0.00,0.00,0.00,23.07,
Distance,20552.55,24534.06,29097.20,26121.86,15371.19,16500.40,598.77,26156.75,31539.87,917.94,15993.65,1978.79,18391.21,18627.20,17007.29,22073.59,
Total Counts,51381.37,61335.16,72743.00,65304.64,38427.97,41251.00,1496.93,65391.88,78849.67,2294.84,39984.12,4946.97,45978.03,46568.00,42518.24,55183.97,


 04:06:42
Interval Count,0.00,0.00,0.00,0.00,0.00,28.91,0.00,0.00,70.46,0.00,0.00,8.04,0.00,4.79,0.00,48.16,
Average m/min.,0.00,0.00,0.00,0.00,0.00,11.55,0.00,0.00,28.15,0.00,0.00,3.22,0.00,1.92,0.00,19.26,
Distance,20552.55,24534.06,29097.20,26121.86,15371.19,16511.96,598.77,26156.75,31568.05,917.94,15993.65,1982.01,18391.21,18629.12,17007.29,22092.85,
Total Counts,51381.37,61335.16,72743.00,65304.64,38427.97,41279.91,1496.93,65391.88,78920.13,2294.84,39984.12,4955.01,45978.03,46572.79,42518.24,55232.13,


 04:07:42
Interval Count,0.00,0.00,0.00,0.00,0.00,46.50,0.00,0.00,28.86,0.00,0.00,0.00,0.00,35.25,0.00,60.53,
Average m/min.,0.00,0.00,0.00,0.00,0.00,18.60,0.00,0.00,11.55,0.00,0.00,0.00,0.00,14.09,0.00,24.20,
Distance,20552.55,24534.06,29097.20,26121.86,15371.19,16530.56,598.77,26156.75,31579.59,917.94,15993.65,1982.01,18391.21,18643.22,17007.29,22117.06,
Total Counts,51381.37,61335.16,72743.00,65304.64,38427.97,41326.41,1496.93,65391.88,78948.99,2294.84,39984.12,4955.01,45978.03,46608.04,42518.24,55292.66,


 04:08:42
Interval Count,0.00,0.00,0.00,0.00,0.00,60.96,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.45,
Average m/min.,0.00,0.00,0.00,0.00,0.00,24.36,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.17,
Distance,20552.55,24534.06,29097.20,26121.86,15371.19,16554.95,598.80,26156.75,31579.59,917.94,15993.65,1982.01,18391.21,18643.22,17007.29,22139.24,
Total Counts,51381.37,61335.16,72743.00,65304.64,38427.97,41387.37,1497.00,65391.88,78948.99,2294.84,39984.12,4955.01,45978.03,46608.04,42518.24,55348.11,


 04:09:42
Interval Count,0.05,0.00,0.00,0.00,0.00,56.49,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,56.25,
Average m/min.,0.02,0.00,0.00,0.00,0.00,22.62,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,22.51,
Distance,20552.57,24534.06,29097.20,26121.86,15371.19,16577.54,598.84,26156.75,31579.59,917.94,15993.65,1982.01,18391.21,18643.23,17007.29,22161.74,
Total Counts,51381.42,61335.16,72743.00,65304.64,38427.97,41443.86,1497.09,65391.88,78948.99,2294.84,39984.12,4955.01,45978.03,46608.07,42518.24,55404.36,


 04:10:42
Interval Count,32.24,0.00,36.46,0.00,0.00,51.78,2.54,0.00,0.00,0.00,0.00,0.00,0.00,5.39,0.00,55.43,
Average m/min.,12.89,0.00,14.57,0.00,0.00,20.69,1.01,0.00,0.00,0.00,0.00,0.00,0.00,2.15,0.00,22.16,
Distance,20565.46,24534.06,29111.78,26121.86,15371.19,16598.25,599.85,26156.75,31579.59,917.94,15993.65,1982.01,18391.21,18645.38,17007.29,22183.92,
Total Counts,51413.66,61335.16,72779.46,65304.64,38427.97,41495.63,1499.63,65391.88,78948.99,2294.84,39984.12,4955.01,45978.03,46613.46,42518.24,55459.79,


 04:11:42
Interval Count,52.58,5.07,47.96,0.01,0.00,28.61,7.51,0.00,7.21,0.00,0.00,0.00,0.00,38.07,0.00,32.97,
Average m/min.,21.03,2.03,19.20,0.00,0.00,11.45,3.01,0.00,2.89,0.00,0.00,0.00,0.00,15.23,0.00,13.20,
Distance,20586.49,24536.09,29130.97,26121.86,15371.19,16609.69,602.86,26156.75,31582.48,917.94,15993.65,1982.01,18391.21,18660.61,17007.29,22197.11,
Total Counts,51466.24,61340.22,72827.42,65304.66,38427.97,41524.24,1507.14,65391.88,78956.20,2294.84,39984.12,4955.01,45978.03,46651.53,42518.24,55492.76,


 04:12:42
Interval Count,56.30,47.92,45.84,1.08,0.00,6.46,1.33,0.00,48.11,0.00,0.00,7.49,0.00,0.00,0.00,45.03,
Average m/min.,22.52,19.16,18.33,0.43,0.00,2.59,0.53,0.00,19.25,0.00,0.00,2.99,0.00,0.00,0.00,18.00,
Distance,20609.02,24555.26,29149.31,26122.29,15371.19,16612.28,603.39,26156.75,31601.72,917.94,15993.65,1985.00,18391.21,18660.61,17007.29,22215.12,
Total Counts,51522.54,61388.14,72873.26,65305.74,38427.97,41530.70,1508.47,65391.88,79004.30,2294.84,39984.12,4962.50,45978.03,46651.53,42518.24,55537.79,


 04:13:43
Interval Count,0.36,0.62,62.09,0.43,0.00,47.33,0.00,0.00,6.97,0.00,0.00,17.17,0.00,0.29,0.00,51.86,
Average m/min.,0.14,0.25,24.83,0.18,0.00,18.92,0.00,0.00,2.79,0.00,0.00,6.86,0.00,0.12,0.00,20.73,
Distance,20609.16,24555.51,29174.14,26122.47,15371.19,16631.21,603.39,26156.75,31604.51,917.94,15993.65,1991.87,18391.21,18660.73,17007.29,22235.86,
Total Counts,51522.89,61388.76,72935.36,65306.17,38427.97,41578.03,1508.47,65391.88,79011.28,2294.84,39984.12,4979.67,45978.03,46651.82,42518.24,55589.64,


 04:14:42
Interval Count,0.53,58.33,42.25,0.00,0.00,61.05,0.00,0.00,33.84,0.00,0.00,10.67,0.00,39.26,0.00,55.51,
Average m/min.,0.21,23.33,16.90,0.00,0.00,24.44,0.00,0.00,13.56,0.00,0.00,4.27,0.00,15.70,0.00,22.21,
Distance,20609.37,24578.84,29191.04,26122.47,15371.19,16655.63,603.39,26156.75,31618.05,917.94,15993.65,1996.14,18391.21,18676.43,17007.29,22258.06,
Total Counts,51523.42,61447.09,72977.61,65306.17,38427.97,41639.08,1508.47,65391.88,79045.12,2294.84,39984.12,4990.34,45978.03,46691.08,42518.24,55645.16,


 04:15:43
Interval Count,47.05,58.91,59.93,0.00,0.00,53.72,0.28,0.00,46.36,0.00,0.00,2.95,0.00,21.84,0.00,63.00,
Average m/min.,18.81,23.55,23.96,0.00,0.00,21.45,0.11,0.00,18.51,0.00,0.00,1.18,0.00,8.73,0.00,25.17,
Distance,20628.19,24602.40,29215.02,26122.47,15371.19,16677.12,603.50,26156.75,31636.59,917.94,15993.65,1997.32,18391.21,18685.17,17007.29,22283.26,
Total Counts,51570.47,61506.00,73037.54,65306.17,38427.97,41692.80,1508.75,65391.88,79091.47,2294.84,39984.12,4993.29,45978.03,46712.92,42518.24,55708.16,


 04:16:43
Interval Count,42.68,60.72,0.17,0.00,0.00,50.17,0.00,0.00,9.08,0.00,0.00,0.00,0.00,51.14,0.00,24.42,
Average m/min.,17.07,24.29,0.06,0.00,0.00,20.09,0.00,0.00,3.63,0.00,0.00,0.00,0.00,20.46,0.00,9.77,
Distance,20645.26,24626.69,29215.08,26122.47,15371.19,16697.19,603.50,26156.75,31640.22,917.94,15993.65,1997.32,18391.21,18705.63,17007.29,22293.03,
Total Counts,51613.16,61566.72,73037.71,65306.17,38427.97,41742.97,1508.75,65391.88,79100.55,2294.84,39984.12,4993.29,45978.03,46764.07,42518.24,55732.58,


 04:17:43
Interval Count,42.88,58.20,0.00,0.00,0.00,56.38,0.00,11.78,2.86,0.00,0.00,0.00,1.01,53.01,0.00,62.29,
Average m/min.,17.16,23.27,0.00,0.00,0.00,22.53,0.00,4.71,1.14,0.00,0.00,0.00,0.41,21.20,0.00,24.90,
Distance,20662.42,24649.97,29215.08,26122.47,15371.19,16719.74,603.50,26161.46,31641.36,917.94,15993.65,1997.32,18391.62,18726.83,17007.29,22317.95,
Total Counts,51656.04,61624.92,73037.71,65306.17,38427.97,41799.36,1508.75,65403.66,79103.41,2294.84,39984.12,4993.29,45979.04,46817.08,42518.24,55794.87,


 04:18:43
Interval Count,43.51,60.42,0.00,0.00,0.00,52.84,0.00,30.13,0.00,0.00,0.00,0.00,0.59,45.71,0.00,62.16,
Average m/min.,17.39,24.17,0.00,0.00,0.00,21.14,0.00,12.06,0.00,0.00,0.00,0.00,0.23,18.28,0.00,24.86,
Distance,20679.82,24674.14,29215.08,26122.47,15371.19,16740.88,603.50,26173.52,31641.36,917.94,15993.65,1997.32,18391.85,18745.12,17007.29,22342.81,
Total Counts,51699.55,61685.34,73037.71,65306.17,38427.97,41852.20,1508.75,65433.79,79103.41,2294.84,39984.12,4993.29,45979.63,46862.79,42518.24,55857.03,


 04:19:43
Interval Count,52.26,58.64,0.25,0.00,0.00,21.68,0.00,0.00,18.51,0.00,0.00,0.08,0.00,0.00,0.00,67.53,
Average m/min.,20.91,23.44,0.10,0.00,0.00,8.67,0.00,0.00,7.41,0.00,0.00,0.03,0.00,0.00,0.00,27.00,
Distance,20700.73,24697.59,29215.18,26122.47,15371.19,16749.55,603.50,26173.52,31648.77,917.94,15993.65,1997.35,18391.85,18745.12,17007.29,22369.82,
Total Counts,51751.82,61743.99,73037.96,65306.17,38427.97,41873.88,1508.75,65433.79,79121.92,2294.84,39984.12,4993.37,45979.63,46862.79,42518.24,55924.55,


 04:20:43
Interval Count,38.21,53.62,0.00,0.00,0.00,0.00,0.00,0.00,28.13,0.00,0.00,6.79,0.00,0.00,0.00,44.51,
Average m/min.,15.27,21.45,0.00,0.00,0.00,0.00,0.00,0.00,11.24,0.00,0.00,2.71,0.00,0.00,0.00,17.80,
Distance,20716.01,24719.04,29215.18,26122.47,15371.19,16749.55,603.50,26173.52,31660.02,917.94,15993.65,2000.06,18391.85,18745.12,17007.29,22387.63,
Total Counts,51790.03,61797.61,73037.96,65306.17,38427.97,41873.88,1508.75,65433.79,79150.05,2294.84,39984.12,5000.16,45979.63,46862.79,42518.24,55969.07,


 04:21:43
Interval Count,22.54,63.00,0.00,0.00,0.00,0.00,0.00,0.00,30.17,0.00,0.00,14.12,0.00,0.00,0.00,26.96,
Average m/min.,9.02,25.20,0.00,0.00,0.00,0.00,0.00,0.00,12.09,0.00,0.00,5.65,0.00,0.00,0.00,10.78,
Distance,20725.03,24744.24,29215.18,26122.47,15371.19,16749.55,603.50,26173.52,31672.09,917.94,15993.65,2005.71,18391.85,18745.12,17007.29,22398.41,
Total Counts,51812.57,61860.61,73037.96,65306.17,38427.97,41873.88,1508.75,65433.79,79180.22,2294.84,39984.12,5014.28,45979.63,46862.79,42518.24,55996.03,


 04:22:43
Interval Count,0.00,56.99,55.80,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.34,38.08,
Average m/min.,0.00,22.79,22.32,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94,15.22,
Distance,20725.03,24767.04,29237.51,26122.47,15371.19,16749.55,603.81,26173.52,31672.09,917.94,15993.65,2005.71,18391.85,18745.12,17010.23,22413.64,
Total Counts,51812.57,61917.59,73093.76,65306.17,38427.97,41873.88,1509.51,65433.79,79180.22,2294.84,39984.12,5014.28,45979.63,46862.79,42525.58,56034.11,


 04:23:43
Interval Count,0.00,57.71,44.68,0.00,0.00,0.00,1.66,0.00,0.00,0.00,0.00,0.00,0.00,40.39,29.79,36.84,
Average m/min.,0.00,23.08,17.87,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,16.14,11.92,14.74,
Distance,20725.03,24790.12,29255.38,26122.47,15371.19,16749.55,604.47,26173.52,31672.09,917.94,15993.65,2005.71,18391.85,18761.27,17022.15,22428.38,
Total Counts,51812.57,61975.30,73138.45,65306.17,38427.97,41873.88,1511.17,65433.79,79180.22,2294.84,39984.12,5014.28,45979.63,46903.18,42555.37,56070.95,


 04:24:43
Interval Count,0.00,51.72,21.66,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.37,49.18,
Average m/min.,0.00,20.68,8.65,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.14,19.65,
Distance,20725.03,24810.81,29264.04,26122.47,15371.19,16749.55,604.47,26173.74,31672.09,917.94,15993.65,2005.71,18391.85,18761.27,17022.29,22448.05,
Total Counts,51812.57,62027.03,73160.11,65306.17,38427.97,41873.88,1511.17,65434.36,79180.22,2294.84,39984.12,5014.28,45979.63,46903.18,42555.74,56120.13,


 04:25:43
Interval Count,0.00,52.33,12.63,0.00,0.00,0.07,0.00,0.00,2.45,0.00,0.00,0.00,0.00,0.00,0.00,67.24,
Average m/min.,0.00,20.93,5.05,0.00,0.00,0.03,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,26.91,
Distance,20725.03,24831.74,29269.09,26122.47,15371.19,16749.58,604.47,26173.74,31673.07,917.94,15993.65,2005.71,18391.85,18761.27,17022.29,22474.95,
Total Counts,51812.57,62079.36,73172.74,65306.17,38427.97,41873.95,1511.17,65434.36,79182.67,2294.84,39984.12,5014.28,45979.63,46903.18,42555.74,56187.37,


 04:26:43
Interval Count,0.22,58.89,29.33,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,58.58,
Average m/min.,0.09,23.55,11.73,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,23.41,
Distance,20725.12,24855.30,29280.83,26122.47,15371.19,16749.58,604.47,26173.74,31673.19,917.94,15993.65,2005.71,18391.85,18761.27,17022.29,22498.38,
Total Counts,51812.79,62138.25,73202.07,65306.17,38427.97,41873.95,1511.17,65434.36,79182.97,2294.84,39984.12,5014.28,45979.63,46903.18,42555.74,56245.95,


 04:27:43
Interval Count,44.16,41.86,50.28,0.00,0.00,0.18,0.00,0.00,0.01,0.00,0.00,0.00,0.00,38.17,0.00,32.01,
Average m/min.,17.66,16.74,20.12,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.27,0.00,12.80,
Distance,20742.78,24872.04,29300.94,26122.47,15371.19,16749.65,604.47,26173.74,31673.19,917.94,15993.65,2005.71,18391.85,18776.54,17022.29,22511.18,
Total Counts,51856.95,62180.11,73252.34,65306.17,38427.97,41874.13,1511.17,65434.36,79182.99,2294.84,39984.12,5014.28,45979.63,46941.36,42555.74,56277.96,


 04:28:43
Interval Count,7.17,38.26,46.39,0.00,0.00,46.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.37,0.00,46.80,
Average m/min.,2.87,15.31,18.55,0.00,0.00,18.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.35,0.00,18.73,
Distance,20745.65,24887.35,29319.49,26122.47,15371.19,16768.16,604.47,26173.74,31673.19,917.94,15993.65,2005.71,18391.85,18799.89,17022.29,22529.91,
Total Counts,51864.12,62218.37,73298.74,65306.17,38427.97,41920.41,1511.17,65434.36,79182.99,2294.84,39984.12,5014.28,45979.63,46999.72,42555.74,56324.76,


 04:29:43
Interval Count,0.00,55.82,51.49,0.00,0.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.07,0.00,66.99,
Average m/min.,0.00,22.31,20.58,0.00,0.00,13.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.42,0.00,26.76,
Distance,20745.65,24909.67,29340.09,26122.47,15371.19,16781.48,604.47,26173.74,31673.19,917.94,15993.65,2005.71,18391.85,18822.32,17022.29,22556.70,
Total Counts,51864.12,62274.18,73350.22,65306.17,38427.97,41953.71,1511.17,65434.36,79182.99,2294.84,39984.12,5014.28,45979.63,47055.79,42555.74,56391.75,


 04:30:43
Interval Count,0.00,50.97,57.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.95,0.00,59.14,
Average m/min.,0.00,20.39,23.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.58,0.00,23.68,
Distance,20745.65,24930.06,29363.14,26122.47,15371.19,16781.48,604.47,26173.74,31673.19,917.94,15993.65,2005.71,18391.85,18843.89,17022.29,22580.36,
Total Counts,51864.12,62325.16,73407.86,65306.17,38427.97,41953.71,1511.17,65434.36,79182.99,2294.84,39984.12,5014.28,45979.63,47109.74,42555.74,56450.89,


 04:31:43
Interval Count,0.00,56.21,41.24,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.49,0.00,65.66,
Average m/min.,0.00,22.48,16.49,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.79,0.00,26.23,
Distance,20745.65,24952.55,29379.64,26122.47,15371.19,16781.58,604.47,26173.74,31673.19,917.94,15993.65,2005.71,18391.85,18853.69,17022.29,22606.62,
Total Counts,51864.12,62381.37,73449.09,65306.17,38427.97,41953.95,1511.17,65434.36,79182.99,2294.84,39984.12,5014.28,45979.63,47134.22,42555.74,56516.55,


 04:32:43
Interval Count,0.00,57.47,0.00,0.00,0.00,0.00,0.00,39.38,0.00,0.00,1.16,0.00,0.00,0.00,0.00,66.57,
Average m/min.,0.00,22.99,0.00,0.00,0.00,0.00,0.00,15.75,0.00,0.00,0.46,0.00,0.00,0.00,0.00,26.64,
Distance,20745.65,24975.54,29379.64,26122.47,15371.19,16781.58,604.47,26189.49,31673.19,917.94,15994.11,2005.71,18391.85,18853.69,17022.29,22633.25,
Total Counts,51864.12,62438.84,73449.09,65306.17,38427.97,41953.95,1511.17,65473.74,79182.99,2294.84,39985.28,5014.28,45979.63,47134.22,42555.74,56583.12,


 04:33:43
Interval Count,1.66,53.01,0.00,0.00,0.00,0.00,0.00,57.50,0.11,0.00,0.00,2.62,4.80,0.07,0.00,59.38,
Average m/min.,0.66,21.19,0.00,0.00,0.00,0.00,0.00,23.00,0.05,0.00,0.00,1.05,1.92,0.03,0.00,23.74,
Distance,20746.31,24996.74,29379.64,26122.47,15371.19,16781.58,604.47,26212.49,31673.24,917.94,15994.11,2006.76,18393.77,18853.72,17022.29,22657.00,
Total Counts,51865.78,62491.86,73449.09,65306.17,38427.97,41953.95,1511.17,65531.24,79183.09,2294.84,39985.28,5016.89,45984.43,47134.29,42555.74,56642.50,


 04:34:43
Interval Count,45.37,50.91,0.09,0.00,0.00,0.00,0.00,45.04,0.29,0.00,0.00,16.93,33.14,57.24,0.00,59.22,
Average m/min.,18.14,20.37,0.03,0.00,0.00,0.00,0.00,18.00,0.11,0.00,0.00,6.76,13.25,22.88,0.00,23.69,
Distance,20764.46,25017.11,29379.67,26122.47,15371.19,16781.58,604.47,26230.51,31673.35,917.94,15994.11,2013.53,18407.03,18876.61,17022.29,22680.69,
Total Counts,51911.14,62542.76,73449.18,65306.17,38427.97,41953.95,1511.17,65576.28,79183.38,2294.84,39985.28,5033.83,46017.58,47191.53,42555.74,56701.72,


 04:35:43
Interval Count,0.00,36.57,21.82,0.00,0.00,0.28,0.00,44.74,4.16,0.00,0.13,13.01,34.92,54.50,0.00,63.14,
Average m/min.,0.00,14.61,8.73,0.00,0.00,0.11,0.00,17.91,1.67,0.00,0.05,5.21,13.97,21.80,0.00,25.26,
Distance,20764.46,25031.73,29388.40,26122.47,15371.19,16781.69,604.47,26248.41,31675.02,917.94,15994.16,2018.74,18421.00,18898.41,17022.29,22705.95,
Total Counts,51911.14,62579.33,73471.00,65306.17,38427.97,41954.22,1511.17,65621.01,79187.54,2294.84,39985.41,5046.84,46052.50,47246.03,42555.74,56764.87,


 04:36:43
Interval Count,0.00,20.88,25.25,0.00,0.00,0.00,0.00,51.53,16.92,0.00,0.00,18.07,33.18,50.37,0.00,34.43,
Average m/min.,0.00,8.35,10.10,0.00,0.00,0.00,0.00,20.59,6.75,0.00,0.00,7.22,13.27,20.15,0.00,13.77,
Distance,20764.46,25040.08,29398.50,26122.47,15371.19,16781.69,604.47,26269.02,31681.78,917.94,15994.16,2025.96,18434.27,18918.56,17022.29,22719.72,
Total Counts,51911.14,62600.21,73496.25,65306.17,38427.97,41954.22,1511.17,65672.54,79204.46,2294.84,39985.41,5064.91,46085.68,47296.39,42555.74,56799.30,


 04:37:43
Interval Count,0.00,42.42,39.70,0.00,0.00,0.00,0.00,84.04,0.28,0.00,0.00,9.08,49.92,0.36,0.00,43.93,
Average m/min.,0.00,16.96,15.88,0.00,0.00,0.00,0.00,33.64,0.11,0.00,0.00,3.63,19.97,0.14,0.00,17.57,
Distance,20764.46,25057.05,29414.38,26122.47,15371.19,16781.69,604.47,26302.63,31681.89,917.94,15994.16,2029.59,18454.24,18918.70,17022.29,22737.29,
Total Counts,51911.14,62642.63,73535.95,65306.17,38427.97,41954.22,1511.17,65756.58,79204.74,2294.84,39985.41,5073.99,46135.61,47296.75,42555.74,56843.24,


 04:38:43
Interval Count,0.00,53.54,36.49,0.00,0.00,0.00,0.00,79.88,0.00,0.00,0.00,0.00,31.58,0.00,0.00,0.00,
Average m/min.,0.00,21.41,14.58,0.00,0.00,0.00,0.00,31.90,0.00,0.00,0.00,0.00,12.63,0.00,0.00,0.00,
Distance,20764.46,25078.47,29428.97,26122.47,15371.19,16781.69,604.47,26334.58,31681.89,917.94,15994.16,2029.59,18466.87,18918.70,17022.29,22737.29,
Total Counts,51911.14,62696.17,73572.43,65306.17,38427.97,41954.22,1511.17,65836.46,79204.74,2294.84,39985.41,5073.99,46167.18,47296.75,42555.74,56843.24,


 04:39:43
Interval Count,0.00,50.32,61.61,0.00,0.00,0.00,0.00,75.76,0.00,0.03,0.00,0.00,17.21,0.00,0.00,0.00,
Average m/min.,0.00,20.12,24.65,0.00,0.00,0.00,0.00,30.33,0.00,0.01,0.00,0.00,6.89,0.00,0.00,0.00,
Distance,20764.46,25098.59,29453.62,26122.47,15371.19,16781.69,604.47,26364.89,31681.89,917.95,15994.16,2029.59,18473.76,18918.70,17022.29,22737.29,
Total Counts,51911.14,62746.49,73634.04,65306.17,38427.97,41954.22,1511.17,65912.22,79204.74,2294.87,39985.41,5073.99,46184.39,47296.75,42555.74,56843.24,


 04:40:43
Interval Count,0.00,50.26,59.71,0.00,0.00,0.14,0.00,59.89,0.00,0.55,4.34,0.00,34.89,0.00,0.00,0.00,
Average m/min.,0.00,20.10,23.87,0.00,0.00,0.06,0.00,23.95,0.00,0.22,1.74,0.00,13.96,0.00,0.00,0.00,
Distance,20764.46,25118.70,29477.50,26122.47,15371.19,16781.75,604.47,26388.85,31681.89,918.17,15995.90,2029.59,18487.72,18918.70,17022.29,22737.29,
Total Counts,51911.14,62796.75,73693.75,65306.17,38427.97,41954.37,1511.17,65972.12,79204.74,2295.42,39989.75,5073.99,46219.29,47296.75,42555.74,56843.24,


 04:41:43
Interval Count,33.29,32.78,66.13,0.00,0.00,0.00,0.00,72.70,0.00,0.17,0.00,0.00,46.99,0.01,0.00,21.09,
