,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/27/2017 10:21:50
,     Stop Time: ~4/6/2017 10:21:50


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,16.19,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,40.47,2.68,22.86,4.07,53.37,


 16:09:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,16.19,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,40.47,2.68,22.86,4.07,53.37,


 16:10:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,16.19,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,40.47,2.68,22.86,4.07,53.37,


 16:11:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,16.19,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,40.47,2.68,22.86,4.07,53.37,


 16:12:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,16.19,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,40.47,2.68,22.86,4.07,53.37,


 16:13:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,16.74,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,41.84,2.68,22.86,4.07,53.37,


 16:14:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.36,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:15:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:16:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:17:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:18:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:19:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:20:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:21:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:22:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.61,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.01,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:23:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.64,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.11,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:24:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.64,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.11,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:25:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.64,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.11,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:26:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.81,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.51,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:27:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.81,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.51,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:28:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.81,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.51,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:29:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.81,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.51,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:30:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.81,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.51,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:31:25
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.58,20.67,8.48,0.56,6.08,13.81,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.45,51.68,21.21,1.41,15.21,34.51,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:32:26
Interval Count,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.08,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,15.21,34.70,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:33:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.08,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,15.21,34.70,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:34:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.08,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,15.21,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:35:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.09,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,15.22,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:36:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.09,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,15.22,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:37:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.09,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,15.22,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:38:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.09,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,15.22,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:39:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.09,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,15.22,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:40:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:41:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:42:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:43:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:44:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.88,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.71,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:45:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.92,2.56,2.99,8.47,18.08,1.07,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.79,6.41,7.47,21.17,45.20,2.68,22.86,4.07,53.37,


 16:46:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.92,2.56,2.99,8.47,18.08,1.08,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.79,6.41,7.47,21.17,45.20,2.71,22.86,4.07,53.37,


 16:47:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.92,2.56,2.99,8.47,18.08,1.08,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.79,6.41,7.47,21.17,45.20,2.71,22.86,4.07,53.37,


 16:48:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.92,2.56,2.99,8.47,18.08,1.08,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.79,6.41,7.47,21.17,45.20,2.71,22.86,4.07,53.37,


 16:49:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.92,2.56,2.99,8.47,18.08,1.08,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.79,6.41,7.47,21.17,45.20,2.71,22.86,4.07,53.37,


 16:50:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.92,2.56,2.99,8.47,18.08,1.08,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.79,6.41,7.47,21.17,45.20,2.71,22.86,4.07,53.37,


 16:51:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.92,2.56,2.99,8.47,18.08,1.08,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.79,6.41,7.47,21.17,45.20,2.71,22.86,4.07,53.37,


 16:52:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.92,2.56,2.99,8.47,18.08,1.08,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.79,6.41,7.47,21.17,45.20,2.71,22.86,4.07,53.37,


 16:53:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.92,2.56,2.99,8.47,18.08,1.08,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.79,6.41,7.47,21.17,45.20,2.71,22.86,4.07,53.37,


 16:54:26
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,4.49,52.91,0.59,20.67,8.48,0.56,6.51,13.92,2.56,2.99,8.47,18.08,1.08,9.14,1.63,21.35,
Total Counts,11.24,132.26,1.47,51.68,21.21,1.41,16.28,34.79,6.41,7.47,21.17,45.20,2.71,22.86,4.07,53.37,


 16:55:26
