,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_Y_maze_8-15-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 9/2/2017 15:39:45
,     Stop Time: ~9/12/2017 15:39:45


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, 16, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.66,1990.04,13461.28,11394.00,20121.97,0.05,


 06:08:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.46,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.66,1990.04,13461.28,11394.00,20121.97,0.05,


 06:09:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.46,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.66,1990.04,13461.28,11394.00,20121.97,0.05,


 06:10:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.46,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.66,1990.04,13461.28,11394.00,20121.97,0.05,


 06:11:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.46,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.66,1990.04,13461.28,11394.00,20121.97,0.05,


 06:12:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.46,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.66,1990.04,13461.28,11394.00,20121.97,0.05,


 06:13:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.46,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.66,1990.04,13461.28,11394.00,20121.97,0.05,


 06:14:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.46,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.66,1990.04,13461.28,11394.00,20121.97,0.05,


 06:15:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.46,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.66,1990.04,13461.28,11394.00,20121.97,0.05,


 06:16:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.47,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.67,1990.04,13461.28,11394.00,20121.97,0.05,


 06:17:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.48,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.32,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.70,1990.04,13461.28,11394.00,20121.97,0.05,


 06:18:28
Interval Count,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17593.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.48,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43984.33,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.70,1990.04,13461.28,11394.00,20121.97,0.05,


 06:19:28
Interval Count,0.00,0.00,0.00,7.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17596.73,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.48,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,43991.82,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.70,1990.04,13461.28,11394.00,20121.97,0.05,


 06:20:28
Interval Count,0.00,0.00,0.00,10.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,4.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.07,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.48,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44002.68,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.70,1990.04,13461.28,11394.00,20121.97,0.05,


 06:21:28
Interval Count,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.35,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.48,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44003.38,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.71,1990.04,13461.28,11394.00,20121.97,0.05,


 06:22:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.35,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.49,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44003.38,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.72,1990.04,13461.28,11394.00,20121.97,0.05,


 06:23:28
Interval Count,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12393.49,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30983.72,1990.04,13461.28,11394.00,20121.97,0.05,


 06:24:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12395.22,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30988.04,1990.04,13461.28,11394.00,20121.97,0.05,


 06:25:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.20,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.47,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12397.69,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30994.24,1990.04,13461.28,11394.00,20121.97,0.05,


 06:26:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12397.69,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30994.24,1990.04,13461.28,11394.00,20121.97,0.05,


 06:27:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12397.69,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30994.24,1990.04,13461.28,11394.00,20121.97,0.05,


 06:28:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12397.69,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30994.24,1990.04,13461.28,11394.00,20121.97,0.05,


 06:29:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12397.69,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30994.24,1990.04,13461.28,11394.00,20121.97,0.05,


 06:30:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12397.83,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,30994.58,1990.04,13461.28,11394.00,20121.97,0.05,


 06:31:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.25,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.13,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.83,1990.04,13461.28,11394.00,20121.97,0.05,


 06:32:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.13,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.83,1990.04,13461.28,11394.00,20121.97,0.05,


 06:33:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.13,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.83,1990.04,13461.28,11394.00,20121.97,0.05,


 06:34:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.14,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.84,1990.04,13461.28,11394.00,20121.97,0.05,


 06:35:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.14,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.84,1990.04,13461.28,11394.00,20121.97,0.05,


 06:36:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.14,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.84,1990.04,13461.28,11394.00,20121.97,0.05,


 06:37:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.14,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.84,1990.04,13461.28,11394.00,20121.97,0.05,


 06:38:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.14,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.84,1990.04,13461.28,11394.00,20121.97,0.05,


 06:39:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.14,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.84,1990.04,13461.28,11394.00,20121.97,0.05,


 06:40:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.14,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.84,1990.04,13461.28,11394.00,20121.97,0.05,


 06:41:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12401.14,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31002.84,1990.04,13461.28,11394.00,20121.97,0.05,


 06:42:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.95,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.58,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12406.72,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31016.79,1990.04,13461.28,11394.00,20121.97,0.05,


 06:43:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.43,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.36,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12418.09,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31045.22,1990.04,13461.28,11394.00,20121.97,0.05,


 06:44:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.59,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.04,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12421.13,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31052.82,1990.04,13461.28,11394.00,20121.97,0.05,


 06:45:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12421.13,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31052.82,1990.04,13461.28,11394.00,20121.97,0.05,


 06:46:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12421.13,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31052.82,1990.04,13461.28,11394.00,20121.97,0.05,


 06:47:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12421.13,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31052.82,1990.04,13461.28,11394.00,20121.97,0.05,


 06:48:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12421.13,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31052.82,1990.04,13461.28,11394.00,20121.97,0.05,


 06:49:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,3248.47,8877.70,17037.76,17601.99,3338.41,9111.43,0.02,2589.63,12831.55,241.91,12421.13,796.02,5384.51,4557.60,8048.79,0.02,
Total Counts,8121.18,22194.25,42594.39,44004.97,8346.01,22778.58,0.04,6474.07,32078.87,604.78,31052.82,1990.04,13461.28,11394.00,20121.97,0.05,


 06:50:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
