,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_Y_maze_8-15-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 9/2/2017 15:39:45
,     Stop Time: ~9/12/2017 15:39:45


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, 16, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Total Counts,16457.97,38642.43,82556.57,80600.37,15566.61,47729.68,0.04,10058.36,54002.57,1024.55,59299.32,5265.88,24995.01,23364.68,47948.26,0.05,


 18:09:57
Interval Count,0.00,45.57,0.00,6.70,36.86,35.33,0.00,42.68,67.21,0.00,34.16,0.00,0.00,17.89,58.04,0.00,
Average m/min.,0.00,18.23,0.00,2.68,14.74,14.14,0.00,17.07,26.85,0.00,13.65,0.00,0.00,7.16,23.21,0.00,
Distance,6583.19,15475.20,33022.63,32242.83,6241.38,19106.01,0.02,4040.42,21627.91,409.82,23733.39,2106.35,9998.01,9353.03,19202.52,0.02,
Total Counts,16457.97,38688.00,82556.57,80607.07,15603.46,47765.01,0.04,10101.04,54069.78,1024.55,59333.47,5265.88,24995.01,23382.58,48006.30,0.05,


 18:10:58
Interval Count,0.00,59.03,11.29,0.00,50.53,27.46,0.00,40.63,75.46,0.00,3.75,11.00,0.00,20.92,77.38,0.00,
Average m/min.,0.00,23.60,4.51,0.00,20.20,10.98,0.00,16.25,30.19,0.00,1.50,4.40,0.00,8.37,30.93,0.00,
Distance,6583.19,15498.81,33027.14,32242.83,6261.59,19116.99,0.02,4056.67,21658.09,409.82,23734.89,2110.75,9998.01,9361.40,19233.47,0.02,
Total Counts,16457.97,38747.03,82567.86,80607.07,15653.99,47792.47,0.04,10141.67,54145.24,1024.55,59337.22,5276.88,24995.01,23403.50,48083.68,0.05,


 18:11:57
Interval Count,45.03,63.58,37.62,1.74,62.92,17.74,0.00,36.30,70.83,2.32,46.72,21.24,12.62,3.68,63.87,0.00,
Average m/min.,18.01,25.44,15.06,0.69,25.18,7.09,0.00,14.51,28.32,0.93,18.67,8.49,5.04,1.47,25.56,0.00,
Distance,6601.20,15524.24,33042.19,32243.52,6286.76,19124.08,0.02,4071.19,21686.43,410.75,23753.58,2119.25,10003.05,9362.87,19259.02,0.02,
Total Counts,16503.00,38810.61,82605.47,80608.80,15716.91,47810.21,0.04,10177.97,54216.07,1026.87,59383.95,5298.12,25007.63,23407.18,48147.55,0.05,


 18:12:58
Interval Count,54.45,66.09,45.37,23.18,41.03,17.11,0.00,45.36,71.92,2.87,56.87,19.29,27.49,0.00,71.33,0.00,
Average m/min.,21.77,26.42,18.13,9.26,16.40,6.85,0.00,18.14,28.77,1.14,22.76,7.71,11.00,0.00,28.51,0.00,
Distance,6622.98,15550.68,33060.34,32252.79,6303.17,19130.93,0.02,4089.33,21715.19,411.89,23776.33,2126.96,10014.05,9362.87,19287.55,0.02,
Total Counts,16557.45,38876.70,82650.84,80631.99,15757.93,47827.32,0.04,10223.33,54287.99,1029.74,59440.82,5317.41,25035.12,23407.18,48218.88,0.05,


 18:13:58
Interval Count,61.41,71.47,50.41,41.42,0.00,13.50,0.00,10.88,50.58,0.00,26.04,13.47,36.55,0.00,35.28,0.00,
Average m/min.,24.56,28.60,20.17,16.58,0.00,5.40,0.00,4.35,20.23,0.00,10.40,5.39,14.62,0.00,14.11,0.00,
Distance,6647.54,15579.27,33080.50,32269.36,6303.17,19136.33,0.02,4093.68,21735.43,411.89,23786.74,2132.35,10028.67,9362.87,19301.66,0.02,
Total Counts,16618.86,38948.17,82701.25,80673.41,15757.93,47840.82,0.04,10234.21,54338.57,1029.74,59466.86,5330.88,25071.67,23407.18,48254.16,0.05,


 18:14:58
Interval Count,63.13,74.74,29.76,28.32,0.00,0.00,0.00,0.00,37.62,0.21,0.00,17.18,17.11,0.00,76.29,0.00,
Average m/min.,25.24,29.87,11.90,11.32,0.00,0.00,0.00,0.00,15.04,0.09,0.00,6.88,6.84,0.00,30.50,0.00,
Distance,6672.79,15609.16,33092.41,32280.69,6303.17,19136.33,0.02,4093.68,21750.47,411.98,23786.74,2139.23,10035.51,9362.87,19332.18,0.02,
Total Counts,16681.99,39022.91,82731.01,80701.72,15757.93,47840.82,0.04,10234.21,54376.18,1029.95,59466.86,5348.07,25088.78,23407.18,48330.45,0.05,


 18:15:58
Interval Count,68.22,72.95,67.55,0.00,0.00,0.00,0.00,37.86,61.36,4.50,24.59,9.83,7.08,0.00,77.46,0.00,
Average m/min.,27.29,29.19,27.03,0.00,0.00,0.00,0.00,15.15,24.54,1.80,9.83,3.93,2.83,0.00,30.99,0.00,
Distance,6700.08,15638.34,33119.43,32280.69,6303.17,19136.33,0.02,4108.83,21775.02,413.78,23796.58,2143.16,10038.34,9362.87,19363.16,0.02,
Total Counts,16750.21,39095.86,82798.57,80701.72,15757.93,47840.82,0.04,10272.07,54437.54,1034.45,59491.45,5357.89,25095.86,23407.18,48407.91,0.05,


 18:16:58
Interval Count,68.34,77.74,71.93,22.96,0.00,0.00,0.00,48.50,82.16,4.03,66.11,12.46,41.59,0.00,65.79,0.00,
Average m/min.,27.33,31.08,28.75,9.17,0.00,0.00,0.00,19.39,32.86,1.61,26.45,4.98,16.64,0.00,26.30,0.00,
Distance,6727.42,15669.44,33148.20,32289.87,6303.17,19136.33,0.02,4128.23,21807.88,415.39,23823.02,2148.14,10054.98,9362.87,19389.48,0.02,
Total Counts,16818.55,39173.59,82870.50,80724.68,15757.93,47840.82,0.04,10320.57,54519.70,1038.47,59557.55,5370.36,25137.45,23407.18,48473.70,0.05,


 18:17:58
Interval Count,64.92,71.24,75.64,35.83,0.00,0.00,0.00,40.01,75.18,3.33,54.50,10.55,55.80,0.00,78.08,0.00,
Average m/min.,25.97,28.50,30.27,14.35,0.00,0.00,0.00,16.00,30.07,1.33,21.79,4.22,22.31,0.00,31.24,0.00,
Distance,6753.39,15697.93,33178.46,32304.21,6303.17,19136.33,0.02,4144.23,21837.95,416.72,23844.82,2152.36,10077.30,9362.87,19420.71,0.02,
Total Counts,16883.47,39244.83,82946.14,80760.51,15757.93,47840.82,0.04,10360.58,54594.88,1041.80,59612.05,5380.91,25193.25,23407.18,48551.78,0.05,


 18:18:58
Interval Count,48.16,81.14,74.18,37.43,23.53,0.00,0.00,47.95,64.95,3.54,41.22,3.82,45.18,0.00,74.64,0.00,
Average m/min.,19.26,32.45,29.65,14.96,9.40,0.00,0.00,19.17,25.97,1.42,16.49,1.53,18.07,0.00,29.85,0.00,
Distance,6772.65,15730.39,33208.13,32319.18,6312.58,19136.33,0.02,4163.41,21863.93,418.14,23861.31,2153.89,10095.37,9362.87,19450.57,0.02,
Total Counts,16931.63,39325.97,83020.33,80797.95,15781.46,47840.82,0.04,10408.53,54659.83,1045.34,59653.28,5384.72,25238.43,23407.18,48626.42,0.05,


 18:19:58
Interval Count,65.05,81.20,67.21,43.87,0.00,0.00,0.00,26.53,1.79,3.46,55.43,0.00,52.14,0.00,7.70,0.00,
Average m/min.,26.01,32.48,26.90,17.56,0.00,0.00,0.00,10.62,0.72,1.38,22.16,0.00,20.85,0.00,3.08,0.00,
Distance,6798.67,15762.87,33235.02,32336.73,6312.58,19136.33,0.02,4174.02,21864.65,419.52,23883.48,2153.89,10116.23,9362.87,19453.65,0.02,
Total Counts,16996.68,39407.17,83087.54,80841.82,15781.46,47840.82,0.04,10435.05,54661.62,1048.80,59708.71,5384.72,25290.58,23407.18,48634.12,0.05,


 18:20:58
Interval Count,58.37,61.51,72.26,0.00,39.82,0.00,0.00,52.46,0.00,2.75,63.29,0.00,55.43,0.00,60.62,0.00,
Average m/min.,23.35,24.59,28.88,0.00,15.91,0.00,0.00,20.97,0.00,1.10,25.32,0.00,22.18,0.00,24.23,0.00,
Distance,6822.02,15787.47,33263.92,32336.73,6328.51,19136.33,0.02,4195.01,21864.65,420.62,23908.80,2153.89,10138.41,9362.87,19477.89,0.02,
Total Counts,17055.05,39468.68,83159.80,80841.82,15821.28,47840.82,0.04,10487.51,54661.62,1051.55,59772.00,5384.72,25346.01,23407.18,48694.74,0.05,


 18:21:58
Interval Count,61.20,24.57,24.05,0.00,65.43,0.00,0.00,47.93,0.00,2.89,0.83,0.00,5.45,0.00,71.74,0.00,
Average m/min.,24.47,9.83,9.62,0.00,26.19,0.00,0.00,19.18,0.00,1.16,0.33,0.00,2.17,0.00,28.71,0.00,
Distance,6846.50,15797.30,33273.54,32336.73,6354.68,19136.33,0.02,4214.18,21864.65,421.78,23909.13,2153.89,10140.58,9362.87,19506.59,0.02,
Total Counts,17116.25,39493.25,83183.86,80841.82,15886.71,47840.82,0.04,10535.45,54661.62,1054.45,59772.83,5384.72,25351.46,23407.18,48766.47,0.05,


 18:22:58
Interval Count,55.68,74.72,34.20,0.00,66.67,0.00,0.00,44.36,0.00,2.97,22.45,17.49,0.00,0.00,74.57,0.00,
Average m/min.,22.27,29.88,13.67,0.00,26.64,0.00,0.00,17.72,0.00,1.19,8.98,6.99,0.00,0.00,29.82,0.00,
Distance,6868.77,15827.19,33287.22,32336.73,6381.35,19136.33,0.02,4231.92,21864.65,422.97,23918.11,2160.88,10140.58,9362.87,19536.42,0.02,
Total Counts,17171.93,39567.97,83218.05,80841.82,15953.38,47840.82,0.04,10579.80,54661.62,1057.42,59795.28,5402.21,25351.46,23407.18,48841.04,0.05,


 18:23:58
Interval Count,64.20,81.57,93.86,0.00,62.38,0.00,0.00,48.84,0.00,2.50,53.26,12.49,3.16,0.00,7.07,0.00,
Average m/min.,25.67,32.63,37.55,0.00,24.98,0.00,0.00,19.55,0.00,1.00,21.31,5.00,1.27,0.00,2.82,0.00,
Distance,6894.45,15859.82,33324.76,32336.73,6406.31,19136.33,0.02,4251.46,21864.65,423.97,23939.42,2165.88,10141.85,9362.87,19539.24,0.02,
Total Counts,17236.13,39649.54,83311.91,80841.82,16015.76,47840.82,0.04,10628.64,54661.62,1059.92,59848.54,5414.70,25354.62,23407.18,48848.11,0.05,


 18:24:58
Interval Count,69.55,84.37,100.72,0.00,65.04,0.00,0.00,30.66,0.00,2.93,61.26,13.95,34.00,0.00,74.16,0.00,
Average m/min.,27.82,33.74,40.28,0.00,25.99,0.00,0.00,12.25,0.00,1.17,24.49,5.58,13.60,0.00,29.67,0.00,
Distance,6922.27,15893.56,33365.05,32336.73,6432.32,19136.33,0.02,4263.72,21864.65,425.14,23963.92,2171.46,10155.45,9362.87,19568.91,0.02,
Total Counts,17305.68,39733.91,83412.63,80841.82,16080.80,47840.82,0.04,10659.30,54661.62,1062.86,59909.80,5428.64,25388.62,23407.18,48922.26,0.05,


 18:25:58
Interval Count,70.33,80.26,94.64,15.68,68.14,4.70,0.00,0.00,50.50,2.57,29.05,9.47,56.68,0.00,70.84,0.00,
Average m/min.,28.13,32.09,37.85,6.27,27.27,1.88,0.00,0.00,20.21,1.03,11.62,3.79,22.66,0.00,28.32,0.00,
Distance,6950.41,15925.67,33402.91,32343.00,6459.58,19138.21,0.02,4263.72,21884.85,426.17,23975.54,2175.25,10178.12,9362.87,19597.24,0.02,
Total Counts,17376.01,39814.17,83507.28,80857.50,16148.95,47845.51,0.04,10659.30,54712.12,1065.42,59938.86,5438.12,25445.30,23407.18,48993.11,0.05,


 18:26:58
Interval Count,49.88,79.76,106.16,42.33,73.66,1.12,0.00,0.00,71.42,2.82,39.86,9.34,50.24,2.01,75.34,0.00,
Average m/min.,19.95,31.90,42.45,16.92,29.44,0.44,0.00,0.00,28.53,1.12,15.93,3.73,20.09,0.81,30.13,0.00,
Distance,6970.36,15957.57,33445.37,32359.93,6489.04,19138.65,0.02,4263.72,21913.42,427.29,23991.48,2178.98,10198.22,9363.68,19627.38,0.02,
Total Counts,17425.89,39893.93,83613.43,80899.83,16222.61,47846.63,0.04,10659.30,54783.54,1068.24,59978.71,5447.46,25495.54,23409.20,49068.45,0.05,


 18:27:58
Interval Count,12.95,85.33,82.53,0.00,69.62,41.08,0.00,0.00,72.64,2.11,63.83,5.79,53.04,28.38,71.03,0.00,
Average m/min.,5.18,34.13,33.01,0.00,27.86,16.44,0.00,0.00,29.08,0.85,25.56,2.32,21.21,11.35,28.41,0.00,
Distance,6975.54,15991.71,33478.38,32359.93,6516.89,19155.08,0.02,4263.72,21942.47,428.14,24017.02,2181.30,10219.43,9375.03,19655.79,0.02,
Total Counts,17438.84,39979.26,83695.96,80899.83,16292.22,47887.71,0.04,10659.30,54856.18,1070.34,60042.54,5453.25,25548.58,23437.58,49139.47,0.05,


 18:28:58
Interval Count,0.00,78.01,94.00,0.00,50.88,41.05,0.00,0.00,33.46,1.91,51.59,4.04,29.76,7.89,55.67,0.00,
Average m/min.,0.00,31.20,37.60,0.00,20.34,16.42,0.00,0.00,13.37,0.76,20.61,1.62,11.90,3.16,22.26,0.00,
Distance,6975.54,16022.91,33515.98,32359.93,6537.24,19171.51,0.02,4263.72,21955.86,428.90,24037.65,2182.92,10231.34,9378.19,19678.06,0.02,
Total Counts,17438.84,40057.28,83789.96,80899.83,16343.11,47928.76,0.04,10659.30,54889.64,1072.25,60094.13,5457.29,25578.34,23445.47,49195.14,0.05,


 18:29:58
Interval Count,0.00,74.22,85.62,13.49,74.97,35.97,0.00,0.00,0.00,0.00,9.58,0.00,56.74,0.00,57.07,0.00,
Average m/min.,0.00,29.67,34.23,5.40,29.99,14.38,0.00,0.00,0.00,0.00,3.83,0.00,22.69,0.00,22.81,0.00,
Distance,6975.54,16052.60,33550.23,32365.33,6567.23,19185.89,0.02,4263.72,21955.86,428.90,24041.48,2182.92,10254.03,9378.19,19700.88,0.02,
Total Counts,17438.84,40131.50,83875.58,80913.32,16418.08,47964.74,0.04,10659.30,54889.64,1072.25,60103.71,5457.29,25635.08,23445.47,49252.21,0.05,


 18:30:58
Interval Count,0.00,0.00,96.61,65.24,15.95,40.37,0.00,3.38,0.00,0.00,31.03,0.00,45.33,0.00,74.79,0.00,
Average m/min.,0.00,0.00,38.65,26.10,6.38,16.14,0.00,1.35,0.00,0.00,12.40,0.00,18.13,0.00,29.93,0.00,
Distance,6975.54,16052.60,33588.87,32391.42,6573.61,19202.04,0.02,4265.07,21955.86,428.90,24053.89,2182.92,10272.16,9378.19,19730.80,0.02,
Total Counts,17438.84,40131.50,83972.18,80978.55,16434.03,48005.11,0.04,10662.68,54889.64,1072.25,60134.74,5457.29,25680.41,23445.47,49327.00,0.05,


 18:31:58
Interval Count,0.00,15.79,81.51,57.43,0.00,37.89,0.00,49.12,27.03,0.00,61.07,0.00,58.58,0.00,72.61,0.00,
Average m/min.,0.00,6.32,32.59,22.96,0.00,15.16,0.00,19.66,10.82,0.00,24.44,0.00,23.43,0.00,29.02,0.00,
Distance,6975.54,16058.92,33621.48,32414.39,6573.61,19217.20,0.02,4284.72,21966.67,428.90,24078.32,2182.92,10295.59,9378.19,19759.84,0.02,
Total Counts,17438.84,40147.29,84053.70,81035.99,16434.03,48043.00,0.04,10711.80,54916.67,1072.25,60195.80,5457.29,25738.99,23445.47,49399.61,0.05,


 18:32:58
Interval Count,0.00,0.00,96.11,40.34,0.00,11.17,0.00,40.89,87.61,0.80,60.20,0.00,21.88,0.00,76.39,0.00,
Average m/min.,0.00,0.00,38.45,16.14,0.00,4.47,0.00,16.35,35.01,0.32,24.06,0.00,8.76,0.00,30.57,0.00,
Distance,6975.54,16058.92,33659.92,32430.53,6573.61,19221.67,0.02,4301.08,22001.71,429.22,24102.40,2182.92,10304.35,9378.19,19790.40,0.02,
Total Counts,17438.84,40147.29,84149.80,81076.33,16434.03,48054.17,0.04,10752.70,55004.28,1073.05,60256.00,5457.29,25760.87,23445.47,49476.00,0.05,


 18:33:58
Interval Count,0.00,0.00,107.64,37.22,0.00,0.00,0.00,40.86,80.88,3.13,66.32,13.16,57.43,0.00,59.97,0.00,
Average m/min.,0.00,0.00,43.02,14.88,0.00,0.00,0.00,16.34,32.36,1.25,26.54,5.26,22.96,0.00,23.97,0.00,
Distance,6975.54,16058.92,33702.98,32445.42,6573.61,19221.67,0.02,4317.42,22034.06,430.47,24128.93,2188.18,10327.32,9378.19,19814.39,0.02,
Total Counts,17438.84,40147.29,84257.45,81113.55,16434.03,48054.17,0.04,10793.55,55085.16,1076.18,60322.32,5470.45,25818.30,23445.47,49535.97,0.05,


 18:34:58
Interval Count,0.00,39.58,104.53,0.01,0.00,0.00,0.00,0.32,68.17,1.68,65.75,9.80,57.42,0.00,73.86,0.00,
Average m/min.,0.00,15.83,41.83,0.01,0.00,0.00,0.00,0.13,27.25,0.68,26.28,3.92,22.96,0.00,29.55,0.00,
Distance,6975.54,16074.75,33744.79,32445.43,6573.61,19221.67,0.02,4317.55,22061.33,431.15,24155.23,2192.10,10350.29,9378.19,19843.93,0.02,
Total Counts,17438.84,40186.87,84361.97,81113.57,16434.03,48054.17,0.04,10793.87,55153.33,1077.87,60388.07,5480.25,25875.72,23445.47,49609.83,0.05,


 18:35:58
Interval Count,0.89,75.93,67.87,43.67,0.00,0.00,0.00,42.75,59.51,2.24,5.70,6.37,21.28,0.00,75.49,0.00,
Average m/min.,0.35,30.36,27.13,17.45,0.00,0.00,0.00,17.10,23.81,0.89,2.28,2.55,8.51,0.00,30.19,0.00,
Distance,6975.89,16105.12,33771.94,32462.89,6573.61,19221.67,0.02,4334.65,22085.14,432.04,24157.51,2194.65,10358.80,9378.19,19874.13,0.02,
Total Counts,17439.74,40262.80,84429.84,81157.24,16434.03,48054.17,0.04,10836.62,55212.84,1080.11,60393.76,5486.62,25897.00,23445.47,49685.32,0.05,


 18:36:58
Interval Count,50.24,78.51,0.00,39.53,0.00,0.00,0.00,43.71,84.71,2.03,48.21,10.75,18.36,0.00,80.21,0.00,
Average m/min.,20.09,31.40,0.00,15.82,0.00,0.00,0.00,17.47,33.86,0.81,19.26,4.30,7.34,0.00,32.08,0.00,
Distance,6995.99,16136.53,33771.94,32478.71,6573.61,19221.67,0.02,4352.13,22119.02,432.85,24176.79,2198.95,10366.14,9378.19,19906.21,0.02,
Total Counts,17489.97,40341.32,84429.84,81196.76,16434.03,48054.17,0.04,10880.33,55297.55,1082.13,60441.97,5497.37,25915.36,23445.47,49765.53,0.05,


 18:37:58
Interval Count,67.11,81.97,0.00,44.50,0.00,0.00,0.00,38.78,89.32,1.50,58.58,9.28,56.95,0.00,69.29,0.00,
Average m/min.,26.84,32.78,0.00,17.78,0.00,0.00,0.00,15.50,35.73,0.60,23.43,3.71,22.78,0.00,27.70,0.00,
Distance,7022.83,16169.32,33771.94,32496.51,6573.61,19221.67,0.02,4367.64,22154.75,433.45,24200.22,2202.66,10388.92,9378.19,19933.93,0.02,
Total Counts,17557.08,40423.29,84429.84,81241.26,16434.03,48054.17,0.04,10919.11,55386.87,1083.63,60500.55,5506.64,25972.30,23445.47,49834.82,0.05,


 18:38:58
Interval Count,66.13,79.41,0.00,26.25,0.00,0.00,0.00,29.43,47.30,1.89,0.00,8.58,36.83,0.00,80.58,0.00,
Average m/min.,26.44,31.76,0.00,10.51,0.00,0.00,0.00,11.78,18.92,0.76,0.00,3.43,14.72,0.00,32.23,0.00,
Distance,7049.28,16201.08,33771.94,32507.01,6573.61,19221.67,0.02,4379.42,22173.67,434.21,24200.22,2206.09,10403.65,9378.19,19966.16,0.02,
Total Counts,17623.21,40502.70,84429.84,81267.51,16434.03,48054.17,0.04,10948.54,55434.17,1085.53,60500.55,5515.22,26009.13,23445.47,49915.39,0.05,


 18:39:58
Interval Count,65.79,80.80,0.00,39.54,0.00,0.00,0.00,0.00,96.36,2.24,0.00,0.63,36.84,0.00,74.71,0.00,
Average m/min.,26.32,32.31,0.00,15.80,0.00,0.00,0.00,0.00,38.51,0.90,0.00,0.25,14.74,0.00,29.87,0.00,
Distance,7075.60,16233.40,33771.94,32522.82,6573.61,19221.67,0.02,4379.42,22212.21,435.11,24200.22,2206.34,10418.39,9378.19,19996.04,0.02,
Total Counts,17689.00,40583.50,84429.84,81307.05,16434.03,48054.17,0.04,10948.54,55530.53,1087.76,60500.55,5515.86,26045.97,23445.47,49990.11,0.05,


 18:40:58
Interval Count,63.34,78.83,0.00,38.20,0.00,0.00,0.00,0.00,66.96,1.89,0.00,0.00,50.95,0.00,58.64,0.00,
Average m/min.,25.33,31.53,0.00,15.29,0.00,0.00,0.00,0.00,26.81,0.75,0.00,0.00,20.38,0.00,23.46,0.00,
Distance,7100.94,16264.93,33771.94,32538.10,6573.61,19221.67,0.02,4379.42,22238.99,435.86,24200.22,2206.34,10438.77,9378.19,20019.50,0.02,
Total Counts,17752.34,40662.33,84429.84,81345.25,16434.03,48054.17,0.04,10948.54,55597.49,1089.66,60500.55,5515.86,26096.92,23445.47,50048.75,0.05,


 18:41:58
Interval Count,62.64,86.30,75.74,29.29,32.58,15.96,0.00,0.00,75.99,1.87,34.86,9.13,57.41,0.00,0.00,0.00,
Average m/min.,25.05,34.52,30.28,11.71,13.02,6.37,0.00,0.00,30.37,0.75,13.93,3.65,22.96,0.00,0.00,0.00,
Distance,7125.99,16299.45,33802.23,32549.82,6586.64,19228.05,0.02,4379.42,22269.39,436.61,24214.16,2209.99,10461.73,9378.19,20019.50,0.02,
Total Counts,17814.99,40748.63,84505.58,81374.54,16466.61,48070.13,0.04,10948.54,55673.47,1091.53,60535.41,5524.99,26154.33,23445.47,50048.75,0.05,


 18:42:58
Interval Count,61.28,80.72,90.78,52.36,63.59,38.55,0.00,0.00,13.67,1.95,65.20,9.58,56.24,0.00,0.00,0.00,
Average m/min.,24.51,32.27,36.30,20.94,25.45,15.43,0.00,0.00,5.47,0.78,26.08,3.84,22.49,0.00,0.00,0.00,
Distance,7150.51,16331.74,33838.54,32570.76,6612.08,19243.47,0.02,4379.42,22274.86,437.39,24240.24,2213.83,10484.23,9378.19,20019.50,0.02,
Total Counts,17876.26,40829.36,84596.36,81426.89,16530.20,48108.68,0.04,10948.54,55687.14,1093.47,60600.61,5534.57,26210.57,23445.47,50048.75,0.05,


 18:43:58
Interval Count,63.17,83.25,84.76,45.45,57.39,45.39,0.00,0.00,0.00,1.97,62.93,8.00,49.36,0.00,0.00,0.00,
Average m/min.,25.26,33.30,33.91,18.17,22.95,18.14,0.00,0.00,0.00,0.79,25.17,3.20,19.74,0.00,0.00,0.00,
Distance,7175.77,16365.04,33872.45,32588.94,6635.04,19261.63,0.02,4379.42,22274.86,438.18,24265.42,2217.03,10503.97,9378.19,20019.50,0.02,
Total Counts,17939.43,40912.61,84681.12,81472.34,16587.59,48154.08,0.04,10948.54,55687.14,1095.45,60663.54,5542.57,26259.92,23445.47,50048.75,0.05,


 18:44:58
Interval Count,64.25,25.04,109.08,14.11,60.79,52.82,0.00,36.21,13.89,2.18,66.83,9.87,21.97,0.00,0.00,0.00,
Average m/min.,25.69,10.01,43.60,5.64,24.31,21.13,0.00,14.49,5.56,0.87,26.73,3.94,8.78,0.00,0.00,0.00,
Distance,7201.47,16375.06,33916.08,32594.58,6659.35,19282.76,0.02,4393.90,22280.42,439.05,24292.15,2220.97,10512.76,9378.19,20019.50,0.02,
Total Counts,18003.68,40937.64,84790.20,81486.45,16648.38,48206.89,0.04,10984.75,55701.04,1097.63,60730.37,5552.43,26281.89,23445.47,50048.75,0.05,


 18:45:58
Interval Count,52.74,72.96,100.07,0.00,68.84,44.36,0.00,47.49,88.92,2.47,66.01,10.34,61.24,0.00,62.42,0.00,
Average m/min.,21.10,29.19,40.04,0.00,27.53,17.73,0.00,18.97,35.52,0.99,26.38,4.14,24.49,0.00,24.98,0.00,
Distance,7222.57,16404.24,33956.11,32594.58,6686.89,19300.50,0.02,4412.89,22315.98,440.04,24318.55,2225.11,10537.25,9378.19,20044.47,0.02,
Total Counts,18056.42,41010.61,84890.26,81486.45,16717.22,48251.25,0.04,11032.24,55789.96,1100.11,60796.38,5562.78,26343.13,23445.47,50111.17,0.05,


 18:46:58
Interval Count,73.93,83.13,109.09,50.22,67.86,54.61,0.00,50.16,84.29,0.71,68.92,9.29,58.25,0.00,71.62,0.00,
Average m/min.,29.56,33.23,43.60,20.08,27.14,21.84,0.00,20.08,33.74,0.29,27.58,3.72,23.30,0.00,28.64,0.00,
Distance,7252.14,16437.49,33999.74,32614.67,6714.03,19322.34,0.02,4432.96,22349.70,440.33,24346.12,2228.83,10560.55,9378.19,20073.12,0.02,
Total Counts,18130.36,41093.74,84999.36,81536.67,16785.08,48305.86,0.04,11082.39,55874.25,1100.82,60865.30,5572.07,26401.38,23445.47,50182.79,0.05,


 18:47:58
Interval Count,69.18,82.45,103.58,43.20,80.11,13.72,0.00,40.34,70.74,0.00,40.43,7.92,41.00,0.00,73.08,0.00,
Average m/min.,27.68,32.99,41.44,17.28,32.04,5.49,0.00,16.12,28.27,0.00,16.16,3.16,16.40,0.00,29.24,0.00,
Distance,7279.82,16470.47,34041.17,32631.95,6746.07,19327.83,0.02,4449.09,22377.99,440.33,24362.29,2231.99,10576.95,9378.19,20102.35,0.02,
Total Counts,18199.54,41176.18,85102.93,81579.87,16865.18,48319.58,0.04,11122.74,55944.99,1100.82,60905.74,5579.99,26442.38,23445.47,50255.87,0.05,


 18:48:58
Interval Count,53.29,84.58,68.37,13.14,77.38,0.00,0.00,49.58,86.78,0.00,68.29,0.00,56.71,0.00,72.53,0.00,
Average m/min.,21.30,33.82,27.33,5.26,30.94,0.00,0.00,19.84,34.73,0.00,27.33,0.00,22.68,0.00,28.99,0.00,
Distance,7301.13,16504.31,34068.52,32637.21,6777.03,19327.83,0.02,4468.93,22412.71,440.33,24389.61,2231.99,10599.64,9378.19,20131.36,0.02,
Total Counts,18252.83,41260.76,85171.30,81593.01,16942.57,48319.58,0.04,11172.32,56031.76,1100.82,60974.03,5579.99,26499.09,23445.47,50328.39,0.05,


 18:49:58
Interval Count,71.25,83.58,91.42,47.64,42.66,0.00,0.00,23.66,94.28,0.00,64.25,0.00,4.93,0.00,67.29,0.00,
Average m/min.,28.50,33.44,36.59,19.06,17.07,0.00,0.00,9.46,37.69,0.00,25.68,0.00,1.97,0.00,26.92,0.00,
Distance,7329.63,16537.74,34105.09,32656.26,6794.09,19327.83,0.02,4478.39,22450.42,440.33,24415.31,2231.99,10601.61,9378.19,20158.27,0.02,
Total Counts,18324.08,41344.34,85262.72,81640.66,16985.22,48319.58,0.04,11195.97,56126.04,1100.82,61038.28,5579.99,26504.03,23445.47,50395.68,0.05,


 18:50:58
Interval Count,64.28,83.18,104.18,53.33,34.29,0.00,0.00,0.00,65.50,2.24,29.34,0.00,0.00,0.00,55.82,0.00,
Average m/min.,25.71,33.26,41.65,21.31,13.71,0.00,0.00,0.00,26.21,0.89,11.75,0.00,0.00,0.00,22.32,0.00,
Distance,7355.34,16571.01,34146.76,32677.59,6807.81,19327.83,0.02,4478.39,22476.62,441.22,24427.05,2231.99,10601.61,9378.19,20180.60,0.02,
Total Counts,18388.36,41427.53,85366.91,81693.99,17019.51,48319.58,0.04,11195.97,56191.54,1103.05,61067.62,5579.99,26504.03,23445.47,50451.50,0.05,


 18:51:58
