Time,20170604-01,20170604-02,20170604-03,20170604-04,20170604-05,20170604-06,20170604-07,20170604-08,20170604-09,20170604-10,20170604-11,20170604-12,20170604-13,20170604-14,20170604-15,20170604-17,20170604-18,20170604-19,20170604-20,20170905-01,20170905-02,20170905-03,20170905-04,20170905-05,20170905-07,20170905-08,20170905-09,20170905-10,20170905-11,20170905-12,20170905-13,20170905-14,20170905-16,20170905-17,20170905-18,20170905-19,20170905-20,20170905-21,20170905-22,20170905-23
282,11,13,1,3,12,11,16,8,2,13,13,10,5,12,0,0,2,2,13,7,0,13,13,9,12,8,3,11,10,9,9,12,8,5,8,0,4,0,9,9
283,11,13,1,3,12,11,16,8,2,13,13,10,5,12,0,0,2,2,13,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,4,0,9,9
284,11,13,1,3,12,11,16,8,2,13,13,10,5,12,0,0,2,2,13,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,4,0,9,9
285,11,13,1,3,12,11,16,8,2,13,13,11,6,12,0,0,2,2,13,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,4,0,9,9
286,11,13,1,3,12,11,16,8,2,13,13,11,6,13,0,0,2,2,13,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,4,0,9,9
287,11,13,1,3,12,11,16,8,3,13,13,11,6,13,0,0,2,2,14,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,4,0,9,9
288,11,13,1,4,12,11,16,8,3,13,13,11,6,13,0,0,2,2,14,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,5,0,9,9
289,11,14,1,4,12,11,16,8,3,13,13,11,6,13,0,0,2,2,14,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,5,0,9,9
290,11,14,1,4,12,11,17,8,3,13,13,11,6,13,0,0,2,2,14,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,5,0,9,9
291,12,14,1,4,12,11,17,8,3,14,13,11,6,13,0,0,2,2,14,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,5,0,9,9
292,12,14,1,4,12,11,17,8,3,14,13,11,6,13,0,0,2,2,14,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,5,0,9,9
293,12,14,1,4,12,11,17,8,3,14,13,11,6,13,0,0,2,2,14,7,0,13,13,9,12,8,3,11,11,9,9,12,8,5,8,0,5,0,9,9
294,12,14,1,4,12,11,17,8,3,14,13,11,6,13,0,0,2,2,14,7,0,14,13,9,12,9,3,11,11,9,9,12,8,5,8,0,5,0,9,9
295,12,14,1,4,12,11,17,8,3,14,13,11,6,13,0,0,2,2,14,7,0,14,13,9,13,9,3,11,11,9,9,12,8,5,8,0,5,0,9,9
296,12,14,1,4,12,11,17,8,3,14,13,11,6,13,0,0,2,2,14,7,0,14,13,9,13,9,3,11,11,9,9,12,8,5,8,0,5,0,9,9
297,12,14,1,4,12,11,17,8,3,14,13,11,6,13,0,0,2,2,14,7,0,14,13,9,13,9,4,11,11,9,9,12,8,5,8,0,5,0,9,9
298,12,14,1,4,12,11,17,8,3,15,13,11,6,13,0,0,2,2,14,7,0,14,13,9,13,9,4,11,11,9,9,12,8,5,8,0,5,0,9,9
299,12,14,1,4,12,11,17,8,3,15,13,11,6,13,0,0,2,2,14,7,0,14,13,9,13,9,4,11,11,9,9,12,9,5,8,0,5,0,9,9
